"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,76347,34639,638661
Frederiksberg,17908,8199,103258
Ballerup,9352,4196,49088
Brøndby,6913,3215,35371
Dragør,3210,1416,14549
Gentofte,14594,6964,74317
Gladsaxe,11804,5907,69026
Glostrup,4651,2385,23488
Herlev,5482,2743,28813
Albertslund,5143,2312,27226
Hvidovre,9900,5043,53289
Høje-Taastrup,9524,4301,52198
Lyngby-Taarbæk,10444,5275,57024
Rødovre,7237,3594,41183
Ishøj,3920,1671,23075
Tårnby,7944,3706,42703
Vallensbæk,3422,1545,16553
Furesø,8407,4024,41021
Allerød,5090,2468,25878
Fredensborg,8734,3921,41019
Helsingør,14217,6087,63071
Hillerød,10325,5133,51778
Hørsholm,6205,2899,24832
Rudersdal,11983,5996,56998
Egedal,8013,3238,43779
Frederikssund,10347,4397,45643
Greve,9119,4119,50615
Køge,10743,5020,61561
Frederiksværk-Hundested,7209,3263,31453
Roskilde,16324,7743,88721
Solrød,3981,1841,23479
Gribskov,9222,4103,41024
Odsherred,7841,3074,32938
Holbæk,13785,6143,72063
Faxe,6613,3070,36796
Kalundborg,9698,3999,48440
Ringsted,5591,2502,34979
Slagelse,15910,6568,79338
Stevns,4536,2222,23242
Sorø,6149,2666,29936
Lejre,5460,2510,28438
Lolland,8559,3752,40369
Næstved,15826,7276,83326
Guldborgsund,13558,5929,60377
Vordingborg,9801,4017,45235
Bornholm,10451,3955,39743
Middelfart,7313,3929,39295
Assens,7172,3380,40913
Faaborg-Midtfyn,9408,4479,51661
Kerteminde,4654,2227,23845
Nyborg,6141,2898,31989
Odense,33667,15913,204951
Svendborg,11309,6387,58858
Nordfyns,5225,2404,29538
Langeland,2508,1484,12342
Ærø,1199,762,6004
Haderslev,8298,4427,55392
Billund,4197,2135,26508
Sønderborg,11647,7177,73783
Tønder,5536,3113,37041
Esbjerg,21745,10222,115599
Fanø,798,339,3440
Varde,9363,4626,49700
Vejen,7180,3873,42798
Aabenraa,8273,4479,58581
Fredericia,8706,4725,51375
Horsens,14459,6845,92666
Kolding,14095,7477,93119
Vejle,18950,9544,117629
Herning,15868,8066,89334
Holstebro,10847,5229,58658
Lemvig,3996,2121,19543
Struer,4367,2165,20832
Syddjurs,8399,3929,43394
Norddjurs,7636,3887,36964
Favrskov,8214,3786,48487
Odder,4493,2208,23049
Randers,17312,8643,98356
Silkeborg,17067,8358,96019
Samsø,774,618,3699
Skanderborg,10581,4747,63531
Århus,53055,23950,352330
Ikast-Brande,7213,3543,41602
Ringkøbing-Skjern,10201,5522,56199
Hedensted,7707,3961,46887
Morsø,4073,2276,20076
Skive,9384,4685,45384
Thisted,7931,3988,43141
Viborg,18669,9270,96692
Brønderslev-Dronninglund,6263,3091,36126
Frederikshavn,11443,5816,58954
Vesthimmerlands,7435,3436,36364
Læsø,697,385,1781
Rebild,4814,2309,30499
Mariagerfjord,7668,3959,41587
Jammerbugt,6378,2812,38198
Ålborg,34484,17789,219537
Hjørring,12173,5762,64072
