"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,2,1
Hovedstaden,0-9,M,0,0
Hovedstaden,10-19,K,625,259
Hovedstaden,10-19,M,356,193
Hovedstaden,20-29,K,12144,4722
Hovedstaden,20-29,M,4925,2038
Hovedstaden,30-39,K,13229,6404
Hovedstaden,30-39,M,6400,3440
Hovedstaden,40-49,K,18840,9355
Hovedstaden,40-49,M,7674,4325
Hovedstaden,50-59,K,22130,11643
Hovedstaden,50-59,M,10616,6592
Hovedstaden,60-69,K,21889,12595
Hovedstaden,60-69,M,15861,9111
Hovedstaden,70-79,K,59671,12821
Hovedstaden,70-79,M,51307,11390
Hovedstaden,80-89,K,36138,24533
Hovedstaden,80-89,M,24279,15940
Hovedstaden,90+,K,8692,8200
Hovedstaden,90+,M,3220,3033
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,0,0
Midtjylland,10-19,K,747,368
Midtjylland,10-19,M,299,186
Midtjylland,20-29,K,9887,3883
Midtjylland,20-29,M,3499,1597
Midtjylland,30-39,K,10536,5029
Midtjylland,30-39,M,3876,1960
Midtjylland,40-49,K,14899,7076
Midtjylland,40-49,M,4871,2384
Midtjylland,50-59,K,17977,8596
Midtjylland,50-59,M,6145,2993
Midtjylland,60-69,K,15575,9948
Midtjylland,60-69,M,9361,6522
Midtjylland,70-79,K,37743,9748
Midtjylland,70-79,M,36055,10164
Midtjylland,80-89,K,27988,18360
Midtjylland,80-89,M,21347,13562
Midtjylland,90+,K,6538,6339
Midtjylland,90+,M,2899,2818
Nordjylland,0-9,K,1,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,293,141
Nordjylland,10-19,M,115,82
Nordjylland,20-29,K,4027,1715
Nordjylland,20-29,M,1508,881
Nordjylland,30-39,K,4797,2152
Nordjylland,30-39,M,1664,913
Nordjylland,40-49,K,6734,3069
Nordjylland,40-49,M,2238,1160
Nordjylland,50-59,K,8931,4411
Nordjylland,50-59,M,2949,1760
Nordjylland,60-69,K,6475,4156
Nordjylland,60-69,M,3564,2675
Nordjylland,70-79,K,15252,3435
Nordjylland,70-79,M,14804,3465
Nordjylland,80-89,K,14134,9548
Nordjylland,80-89,M,10990,7313
Nordjylland,90+,K,3336,3243
Nordjylland,90+,M,1547,1504
Sjælland,0-9,K,0,0
Sjælland,0-9,M,1,1
Sjælland,10-19,K,375,130
Sjælland,10-19,M,189,92
Sjælland,20-29,K,3868,1425
Sjælland,20-29,M,1578,727
Sjælland,30-39,K,6050,2420
Sjælland,30-39,M,2145,973
Sjælland,40-49,K,10020,4247
Sjælland,40-49,M,3277,1588
Sjælland,50-59,K,12591,5470
Sjælland,50-59,M,4764,2563
Sjælland,60-69,K,10370,6191
Sjælland,60-69,M,7161,4925
Sjælland,70-79,K,31120,6665
Sjælland,70-79,M,29826,7233
Sjælland,80-89,K,19222,12569
Sjælland,80-89,M,14889,9506
Sjælland,90+,K,4242,4012
Sjælland,90+,M,1806,1714
Syddanmark,0-9,K,1,0
Syddanmark,0-9,M,0,0
Syddanmark,10-19,K,615,258
Syddanmark,10-19,M,287,153
Syddanmark,20-29,K,7273,2774
Syddanmark,20-29,M,2787,1392
Syddanmark,30-39,K,9097,4307
Syddanmark,30-39,M,3584,1961
Syddanmark,40-49,K,13782,6610
Syddanmark,40-49,M,4875,2871
Syddanmark,50-59,K,17069,8685
Syddanmark,50-59,M,6805,4262
Syddanmark,60-69,K,13274,8619
Syddanmark,60-69,M,8639,6462
Syddanmark,70-79,K,29227,8637
Syddanmark,70-79,M,28475,8895
Syddanmark,80-89,K,29348,17757
Syddanmark,80-89,M,22245,12716
Syddanmark,90+,K,6998,6741
Syddanmark,90+,M,3003,2900
