"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16863,0
AstraZeneca Covid-19 vaccine,Midtjylland,33624,4
AstraZeneca Covid-19 vaccine,Syddanmark,30420,247
AstraZeneca Covid-19 vaccine,Hovedstaden,45117,13
AstraZeneca Covid-19 vaccine,Sjælland,23861,332
Moderna Covid-19 Vaccine,Nordjylland,4700,4196
Moderna Covid-19 Vaccine,Midtjylland,19021,6436
Moderna Covid-19 Vaccine,Syddanmark,16099,7328
Moderna Covid-19 Vaccine,Hovedstaden,25826,9887
Moderna Covid-19 Vaccine,Sjælland,15142,4690
Pfizer BioNTech Covid-19 vacc,Nordjylland,81796,47427
Pfizer BioNTech Covid-19 vacc,Midtjylland,177597,105093
Pfizer BioNTech Covid-19 vacc,Syddanmark,160865,98425
Pfizer BioNTech Covid-19 vacc,Hovedstaden,247055,136695
Pfizer BioNTech Covid-19 vacc,Sjælland,124491,67429
