"Vaccinedato","geo","Antal færdigvacc. personer","Antal borgere","Færdigvacc. (%)","Kumuleret antal færdigvacc."
2021-01-15,Nationalt,5,5844236,0.00,5
2021-01-16,Nationalt,7,5844236,0.00,12
2021-01-17,Nationalt,701,5844236,0.01,713
2021-01-18,Nationalt,2107,5844236,0.05,2820
2021-01-19,Nationalt,2068,5844236,0.08,4888
2021-01-20,Nationalt,1873,5844236,0.12,6761
2021-01-21,Nationalt,2332,5844236,0.16,9093
2021-01-22,Nationalt,5657,5844236,0.25,14750
2021-01-23,Nationalt,7137,5844236,0.37,21887
2021-01-24,Nationalt,6513,5844236,0.49,28400
2021-01-25,Nationalt,2489,5844236,0.53,30889
2021-01-26,Nationalt,1731,5844236,0.56,32620
2021-01-27,Nationalt,4361,5844236,0.63,36981
2021-01-28,Nationalt,8112,5844236,0.77,45093
2021-01-29,Nationalt,18269,5844236,1.08,63362
2021-01-30,Nationalt,12899,5844236,1.30,76261
2021-01-31,Nationalt,12264,5844236,1.51,88525
2021-02-01,Nationalt,7890,5844236,1.65,96415
2021-02-02,Nationalt,3021,5844236,1.70,99436
2021-02-03,Nationalt,6178,5844236,1.81,105614
2021-02-04,Nationalt,10895,5844236,1.99,116509
2021-02-05,Nationalt,13430,5844236,2.22,129939
2021-02-06,Nationalt,6767,5844236,2.34,136706
2021-02-07,Nationalt,3637,5844236,2.40,140343
2021-02-08,Nationalt,7044,5844236,2.52,147387
2021-02-09,Nationalt,4898,5844236,2.61,152285
2021-02-10,Nationalt,3913,5844236,2.67,156198
2021-02-11,Nationalt,2455,5844236,2.71,158653
2021-02-12,Nationalt,7626,5844236,2.85,166279
2021-02-13,Nationalt,971,5844236,2.86,167250
2021-02-14,Nationalt,628,5844236,2.87,167878
2021-02-15,Nationalt,3140,5844236,2.93,171018
2021-02-16,Nationalt,1338,5844236,2.95,172356
2021-02-17,Nationalt,431,5844236,2.96,172787
2021-02-18,Nationalt,309,5844236,2.96,173096
2021-02-19,Nationalt,969,5844236,2.98,174065
2021-02-20,Nationalt,575,5844236,2.99,174640
2021-02-21,Nationalt,354,5844236,2.99,174994
2021-02-22,Nationalt,1102,5844236,3.01,176096
2021-02-23,Nationalt,1950,5844236,3.05,178046
2021-02-24,Nationalt,1967,5844236,3.08,180013
2021-02-25,Nationalt,642,5844236,3.09,180655
2021-02-26,Nationalt,1004,5844236,3.11,181659
2021-02-27,Nationalt,1482,5844236,3.13,183141
2021-02-28,Nationalt,1428,5844236,3.16,184569
2021-03-01,Nationalt,1057,5844236,3.18,185626
2021-03-02,Nationalt,1306,5844236,3.20,186932
2021-03-03,Nationalt,1033,5844236,3.22,187965
2021-03-04,Nationalt,1818,5844236,3.25,189783
2021-03-05,Nationalt,5694,5844236,3.34,195477
2021-03-06,Nationalt,4013,5844236,3.41,199490
2021-03-07,Nationalt,4354,5844236,3.49,203844
2021-03-08,Nationalt,6492,5844236,3.60,210336
2021-03-09,Nationalt,7271,5844236,3.72,217607
2021-03-10,Nationalt,7308,5844236,3.85,224915
2021-03-11,Nationalt,8072,5844236,3.99,232987
2021-03-12,Nationalt,10679,5844236,4.17,243666
2021-03-13,Nationalt,5976,5844236,4.27,249642
2021-03-14,Nationalt,9438,5844236,4.43,259080
2021-03-15,Nationalt,9965,5844236,4.60,269045
2021-03-16,Nationalt,9522,5844236,4.77,278567
2021-03-17,Nationalt,9257,5844236,4.92,287824
2021-03-18,Nationalt,7253,5844236,5.05,295077
2021-03-19,Nationalt,11833,5844236,5.25,306910
2021-03-20,Nationalt,4876,5844236,5.33,311786
2021-03-21,Nationalt,4695,5844236,5.42,316481
2021-03-22,Nationalt,7848,5844236,5.55,324329
2021-03-23,Nationalt,7647,5844236,5.68,331976
2021-03-24,Nationalt,13544,5844236,5.91,345520
2021-03-25,Nationalt,8500,5844236,6.06,354020
2021-03-26,Nationalt,7925,5844236,6.19,361945
2021-03-27,Nationalt,3140,5844236,6.25,365085
2021-03-28,Nationalt,2822,5844236,6.30,367907
2021-03-29,Nationalt,6253,5844236,6.40,374160
2021-03-30,Nationalt,6109,5844236,6.51,380269
2021-03-31,Nationalt,9892,5844236,6.68,390161
2021-04-01,Nationalt,6988,5844236,6.80,397149
2021-04-02,Nationalt,7057,5844236,6.92,404206
2021-04-03,Nationalt,2189,5844236,6.95,406395
2021-04-04,Nationalt,1787,5844236,6.98,408182
2021-04-05,Nationalt,1301,5844236,7.01,409483
2021-04-06,Nationalt,6163,5844236,7.11,415646
2021-04-07,Nationalt,8327,5844236,7.25,423973
2021-04-08,Nationalt,8608,5844236,7.40,432581
2021-04-09,Nationalt,8705,5844236,7.55,441286
2021-04-10,Nationalt,5408,5844236,7.64,446694
2021-04-11,Nationalt,3860,5844236,7.71,450554
2021-04-12,Nationalt,11542,5844236,7.91,462096
2021-04-13,Nationalt,6266,5844236,8.01,468362
2021-04-14,Nationalt,11052,5844236,8.20,479414
2021-04-15,Nationalt,8788,5844236,8.35,488202
