"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,103359,51623,590335
Midtjylland,230242,111533,1333626
Syddanmark,207384,106000,1224361
Hovedstaden,317998,146595,1856061
Sjælland,163494,72451,839853
