"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,76347,34639,12.0,5.4,638661
Frederiksberg,17908,8199,17.3,7.9,103258
Ballerup,9352,4196,19.1,8.5,49088
Brøndby,6913,3215,19.5,9.1,35371
Dragør,3210,1416,22.1,9.7,14549
Gentofte,14594,6964,19.6,9.4,74317
Gladsaxe,11804,5907,17.1,8.6,69026
Glostrup,4651,2385,19.8,10.2,23488
Herlev,5482,2743,19.0,9.5,28813
Albertslund,5143,2312,18.9,8.5,27226
Hvidovre,9900,5043,18.6,9.5,53289
Høje Tåstrup,9524,4301,18.2,8.2,52198
Lyngby-Taarbæk,10444,5275,18.3,9.3,57024
Rødovre,7237,3594,17.6,8.7,41183
Ishøj,3920,1671,17.0,7.2,23075
Tårnby,7944,3706,18.6,8.7,42703
Vallensbæk,3422,1545,20.7,9.3,16553
Furesø,8407,4024,20.5,9.8,41021
Allerød,5090,2468,19.7,9.5,25878
Fredensborg,8734,3921,21.3,9.6,41019
Helsingør,14217,6087,22.5,9.7,63071
Hillerød,10325,5133,19.9,9.9,51778
Hørsholm,6205,2899,25.0,11.7,24832
Rudersdal,11983,5996,21.0,10.5,56998
Egedal,8013,3238,18.3,7.4,43779
Frederikssund,10347,4397,22.7,9.6,45643
Greve,9119,4119,18.0,8.1,50615
Køge,10743,5020,17.5,8.2,61561
Halsnæs,7209,3263,22.9,10.4,31453
Roskilde,16324,7743,18.4,8.7,88721
Solrød,3981,1841,17.0,7.8,23479
Gribskov,9222,4103,22.5,10.0,41024
Odsherred,7841,3074,23.8,9.3,32938
Holbæk,13785,6143,19.1,8.5,72063
Faxe,6613,3070,18.0,8.3,36796
Kalundborg,9698,3999,20.0,8.3,48440
Ringsted,5591,2502,16.0,7.2,34979
Slagelse,15910,6568,20.1,8.3,79338
Stevns,4536,2222,19.5,9.6,23242
Sorø,6149,2666,20.5,8.9,29936
Lejre,5460,2510,19.2,8.8,28438
Lolland,8559,3752,21.2,9.3,40369
Næstved,15826,7276,19.0,8.7,83326
Guldborgsund,13558,5929,22.5,9.8,60377
Vordingborg,9801,4017,21.7,8.9,45235
Bornholm,10451,3955,26.3,10.0,39743
Middelfart,7313,3929,18.6,10.0,39295
Assens,7172,3380,17.5,8.3,40913
Faaborg-Midtfyn,9408,4479,18.2,8.7,51661
Kerteminde,4654,2227,19.5,9.3,23845
Nyborg,6141,2898,19.2,9.1,31989
Odense,33667,15913,16.4,7.8,204951
Svendborg,11309,6387,19.2,10.9,58858
Nordfyn,5225,2404,17.7,8.1,29538
Langeland,2508,1484,20.3,12.0,12342
Ærø,1199,762,20.0,12.7,6004
Haderslev,8298,4427,15.0,8.0,55392
Billund,4197,2135,15.8,8.1,26508
Sønderborg,11647,7177,15.8,9.7,73783
Tønder,5536,3113,14.9,8.4,37041
Esbjerg,21745,10222,18.8,8.8,115599
Fanø,798,339,23.2,9.9,3440
Varde,9363,4626,18.8,9.3,49700
Vejen,7180,3873,16.8,9.0,42798
Aabenraa,8273,4479,14.1,7.6,58581
Fredericia,8706,4725,16.9,9.2,51375
Horsens,14459,6845,15.6,7.4,92666
Kolding,14095,7477,15.1,8.0,93119
Vejle,18950,9544,16.1,8.1,117629
Herning,15868,8066,17.8,9.0,89334
Holstebro,10847,5229,18.5,8.9,58658
Lemvig,3996,2121,20.4,10.9,19543
Struer,4367,2165,21.0,10.4,20832
Syddjurs,8399,3929,19.4,9.1,43394
Norddjurs,7636,3887,20.7,10.5,36964
Favrskov,8214,3786,16.9,7.8,48487
Odder,4493,2208,19.5,9.6,23049
Randers,17312,8643,17.6,8.8,98356
Silkeborg,17067,8358,17.8,8.7,96019
Samsø,774,618,20.9,16.7,3699
Skanderborg,10581,4747,16.7,7.5,63531
Århus,53055,23950,15.1,6.8,352330
Ikast-Brande,7213,3543,17.3,8.5,41602
Ringkøbing-Skjern,10201,5522,18.2,9.8,56199
Hedensted,7707,3961,16.4,8.4,46887
Morsø,4073,2276,20.3,11.3,20076
Skive,9384,4685,20.7,10.3,45384
Thisted,7931,3988,18.4,9.2,43141
Viborg,18669,9270,19.3,9.6,96692
Brønderslev,6263,3091,17.3,8.6,36126
Frederikshavn,11443,5816,19.4,9.9,58954
Vesthimmerland,7435,3436,20.4,9.4,36364
Læsø,697,385,39.1,21.6,1781
Rebild,4814,2309,15.8,7.6,30499
Mariagerfjord,7668,3959,18.4,9.5,41587
Jammerbugt,6378,2812,16.7,7.4,38198
Aalborg,34484,17789,15.7,8.1,219537
Hjørring,12173,5762,19.0,9.0,64072
