region_age;2021-03-01;2021-02-28;2021-02-27;2021-02-26;2021-02-25;2021-02-24;2021-02-23;2021-02-22;2021-02-21;2021-02-20;2021-02-19;2021-02-18;2021-02-17;2021-02-16;2021-02-15;2021-02-14;2021-02-13;2021-02-12;2021-02-11;2021-02-10;2021-02-09;2021-02-08;2021-02-07;2021-02-06;2021-02-05;2021-02-04;2021-02-03;2021-02-02;2021-02-01;2021-01-31;2021-01-30;2021-01-29;2021-01-28;2021-01-27;2021-01-26;2021-01-25;2021-01-24;2021-01-23;2021-01-22;2021-01-21;2021-01-20;2021-01-19;2021-01-18;2021-01-17;2021-01-16;2021-01-15;2021-01-14;2021-01-13;2021-01-12;2021-01-11;2021-01-10;2021-01-09;2021-01-08;2021-01-07;2021-01-06;2021-01-05;2021-01-04;2021-01-03;2021-01-02;2021-01-01;2020-12-31;2020-12-30;2020-12-29;2020-12-28;2020-12-27;2020-12-26;2020-12-25;2020-12-24;2020-12-23;2020-12-22;2020-12-21;2020-12-20;2020-12-19;2020-12-18;2020-12-17;2020-12-16;2020-12-15;2020-12-14;2020-12-13;2020-12-12;2020-12-11;2020-12-10;2020-12-09;2020-12-08;2020-12-07;2020-12-06;2020-12-05;2020-12-04;2020-12-03;2020-12-02;2020-12-01;2020-11-30;2020-11-29;2020-11-28;2020-11-27;2020-11-26;2020-11-25;2020-11-24;2020-11-23;2020-11-22;2020-11-21;2020-11-20;2020-11-19;2020-11-18;2020-11-17;2020-11-16;2020-11-15;2020-11-14;2020-11-13;2020-11-12;2020-11-11;2020-11-10;2020-11-09;2020-11-08;2020-11-07;2020-11-06;2020-11-05;2020-11-04;2020-11-03;2020-11-02;2020-11-01;2020-10-31;2020-10-30;2020-10-29;2020-10-28;2020-10-27;2020-10-26;2020-10-25;2020-10-24;2020-10-23;2020-10-22;2020-10-21;2020-10-20;2020-10-19;2020-10-18;2020-10-17;2020-10-16;2020-10-15;2020-10-14;2020-10-13;2020-10-12;2020-10-11;2020-10-10;2020-10-09;2020-10-08;2020-10-07;2020-10-06;2020-10-05;2020-10-04;2020-10-03;2020-10-02;2020-10-01;2020-09-30;2020-09-29;2020-09-28;2020-09-27;2020-09-26;2020-09-25;2020-09-24;2020-09-23;2020-09-22;2020-09-21;2020-09-20;2020-09-19;2020-09-18;2020-09-17;2020-09-16;2020-09-15;2020-09-14;2020-09-13;2020-09-12;2020-09-11;2020-09-10;2020-09-09;2020-09-08;2020-09-07;2020-09-06;2020-09-05;2020-09-04;2020-09-03;2020-09-02;2020-09-01;2020-08-31;2020-08-30;2020-08-29;2020-08-28;2020-08-27;2020-08-26;2020-08-25;2020-08-24;2020-08-23;2020-08-22;2020-08-21;2020-08-20;2020-08-19;2020-08-18;2020-08-17;2020-08-16;2020-08-15;2020-08-14;2020-08-13;2020-08-12;2020-08-11;2020-08-10;2020-08-09;2020-08-08;2020-08-07;2020-08-06;2020-08-05;2020-08-04;2020-08-03;2020-08-02;2020-08-01;2020-07-31;2020-07-30;2020-07-29;2020-07-28;2020-07-27;2020-07-26;2020-07-25;2020-07-24;2020-07-23;2020-07-22;2020-07-21;2020-07-20;2020-07-19;2020-07-18;2020-07-17;2020-07-16;2020-07-15;2020-07-14;2020-07-13;2020-07-12;2020-07-11;2020-07-10;2020-07-09;2020-07-08;2020-07-07;2020-07-06;2020-07-05;2020-07-04;2020-07-03;2020-07-02;2020-07-01;2020-06-30;2020-06-29;2020-06-28;2020-06-27;2020-06-26;2020-06-25;2020-06-24;2020-06-23;2020-06-22;2020-06-21;2020-06-20;2020-06-19;2020-06-18;2020-06-17;2020-06-16;2020-06-15;2020-06-14;2020-06-13;2020-06-12;2020-06-11;2020-06-10;2020-06-09;2020-06-08;2020-06-07;2020-06-06;2020-06-05;2020-06-04;2020-06-03;2020-06-02;2020-06-01;2020-05-31;2020-05-30;2020-05-29;2020-05-28;2020-05-27;2020-05-26;2020-05-25;2020-05-24;2020-05-23;2020-05-22;2020-05-21;2020-05-20;2020-05-19;2020-05-18;2020-05-17;2020-05-16;2020-05-15;2020-05-14;2020-05-13;2020-05-12;2020-05-11;2020-05-10;2020-05-09;2020-05-08;2020-05-07;2020-05-06;2020-05-05;2020-05-04;2020-05-03;2020-05-02;2020-05-01;2020-04-30;2020-04-29;2020-04-28;2020-04-27;2020-04-26;2020-04-25;2020-04-24;2020-04-23;2020-04-22;2020-04-21;2020-04-20;2020-04-19;2020-04-18;2020-04-17;2020-04-16;2020-04-15;2020-04-14;2020-04-13;2020-04-12;2020-04-11;2020-04-10;2020-04-09;2020-04-08;2020-04-07;2020-04-06;2020-04-05;2020-04-04;2020-04-03;2020-04-02;2020-04-01;2020-03-31;2020-03-30;2020-03-29;2020-03-28;2020-03-27;2020-03-26;2020-03-25;2020-03-24;2020-03-23;2020-03-22;2020-03-21;2020-03-20;2020-03-19;2020-03-18;2020-03-17;2020-03-16;2020-03-15;2020-03-14;2020-03-13;2020-03-12;2020-03-11;2020-03-10;2020-03-09;2020-03-08;2020-03-07;2020-03-06;2020-03-05;2020-03-04;2020-03-03;2020-03-02;2020-03-01;2020-02-28;2020-02-27;2020-02-26
Danmark_0-4;60,4115782;58,1380242;57,4884374;56,1892636;55,8644702;60,0867848;59,4371979;60,7363717;61,7107520;59,1124045;58,7876111;54,5652965;49,0438081;44,8214935;36,7016577;30,2057891;31,8297563;29,2314088;32,1545497;34,1033103;35,4024840;37,0264512;39,9495921;40,2743855;42,8727329;40,9239724;38,6504183;39,3000052;45,4710804;51,3173622;56,1892636;55,5396768;61,3859585;66,2578600;66,2578600;63,9843060;65,6082731;67,5570337;72,4289352;73,0785221;72,1041418;76,9760432;82,8223250;83,7967053;83,4719119;85,0958790;91,2669542;99,7115834;103,6091046;103,9338980;111,4041470;112,7033207;119,5239827;113,3529076;109,4553864;114,0024944;122,1223302;126,3446448;134,1396872;138,6867952;147,7810113;150,7041522;168,2429975;179,6107676;188,7049836;192,9272982;190,6537442;202,9958946;219,2355662;214,0388713;208,5173829;202,3463077;197,7991997;197,1496128;189,0297771;172,7901055;159,7983682;147,1314244;135,1140675;124,0710908;113,3529076;102,9595177;98,4124097;88,9934002;84,1214987;76,6512498;77,9504235;75,0272826;67,5570337;64,3090994;60,4115782;55,2148833;51,9669490;46,1206673;43,8471132;47,7446344;49,0438081;50,6677753;54,2405030;59,4371979;63,9843060;65,9330666;62,3603388;63,0099257;63,6595126;60,4115782;57,8132308;55,8644702;56,5140571;57,4884374;55,2148833;58,7876111;67,8818272;73,4033155;73,7281089;72,4289352;71,4545549;72,1041418;67,5570337;57,8132308;49,3686016;49,6933950;48,3942213;45,7958738;43,5223198;41,2487658;39,6247986;41,2487658;36,3768643;33,4537234;31,8297563;27,2826482;25,0090942;22,4107468;19,4876059;17,8636387;16,5644650;15,9148781;16,8892584;17,2140519;17,2140519;15,5900847;17,2140519;20,4619862;20,7867796;21,7611599;21,1115730;23,0603336;25,0090942;24,6843008;23,0603336;22,4107468;23,0603336;23,7099205;23,3851271;21,4363665;20,7867796;20,1371927;21,1115730;19,8123993;16,8892584;14,2909110;14,6157044;14,2909110;14,2909110;12,6669438;12,0173570;12,6669438;15,9148781;14,2909110;15,5900847;14,2909110;14,2909110;12,3421504;12,3421504;8,7694226;7,7950424;5,1966949;4,2223146;3,2479343;2,9231409;3,2479343;2,5983475;2,5983475;2,5983475;3,5727277;3,5727277;3,8975212;3,2479343;4,8719015;6,4958686;7,1454555;8,1198358;8,1198358;8,4446292;8,1198358;7,1454555;7,1454555;8,1198358;6,4958686;6,4958686;7,7950424;7,4702489;6,8206621;5,1966949;3,8975212;3,8975212;3,8975212;2,9231409;2,5983475;2,5983475;2,9231409;2,9231409;2,9231409;2,5983475;1,6239672;1,6239672;1,2991737;1,2991737;0,9743803;1,2991737;1,2991737;1,2991737;1,6239672;1,9487606;1,2991737;1,6239672;1,2991737;1,2991737;1,6239672;1,2991737;0,9743803;0,9743803;0,6495869;0,9743803;0,9743803;0,6495869;0,9743803;0,9743803;0,9743803;0,9743803;0,3247934;0,6495869;1,9487606;1,9487606;1,9487606;3,5727277;3,5727277;3,8975212;3,8975212;2,5983475;2,5983475;2,5983475;0,9743803;0,9743803;0,9743803;0,6495869;1,6239672;1,2991737;1,6239672;2,2735540;2,5983475;2,9231409;3,2479343;2,5983475;3,2479343;3,5727277;2,9231409;2,9231409;2,2735540;1,9487606;1,9487606;2,2735540;2,5983475;2,5983475;2,5983475;2,9231409;3,5727277;3,5727277;3,2479343;2,9231409;4,2223146;5,1966949;5,1966949;5,8462818;5,5214883;5,1966949;5,5214883;4,5471080;3,5727277;3,5727277;2,5983475;2,9231409;3,2479343;4,8719015;5,5214883;5,8462818;7,1454555;7,7950424;8,4446292;8,4446292;6,8206621;8,4446292;8,1198358;6,4958686;6,1710752;5,8462818;5,8462818;5,5214883;3,2479343;2,9231409;2,9231409;2,5983475;2,5983475;2,9231409;3,2479343;3,2479343;3,8975212;3,8975212;3,5727277;3,2479343;4,2223146;4,2223146;4,5471080;4,5471080;4,8719015;5,5214883;5,1966949;3,2479343;2,9231409;2,5983475;1,9487606;2,2735540;1,9487606;2,5983475;2,5983475;1,9487606;1,6239672;1,6239672;0,9743803;0,6495869;0,0000000;0,3247934;0,3247934;0,6495869;0,6495869;0,9743803;0,9743803;0,9743803;1,2991737;1,6239672;1,2991737;1,2991737;0,9743803;0,9743803;0,9743803;0,3247934;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;NA;NA;NA;NA;NA;NA
Danmark_5-9;86,7577079;82,1915127;81,8653560;81,8653560;80,2345720;80,5607288;81,8653560;84,4746103;80,8868856;76,9730040;75,0160632;75,0160632;69,7975545;63,9267321;53,8158714;52,5112443;52,1850875;50,2281467;49,2496763;46,3142651;46,3142651;46,6404219;46,9665787;46,9665787;43,3788540;45,6619515;49,5758331;50,8804603;55,1204986;57,7297530;58,3820666;60,3390074;61,9697914;64,5790457;66,5359865;67,1883001;68,4929273;71,4283385;78,9299448;77,2991608;73,0591224;77,6253176;79,9084152;85,4530807;91,9762166;98,4993526;109,2625269;120,3518580;129,4842483;132,7458162;146,4444017;149,7059696;160,7953007;160,1429871;154,5983216;166,6661231;186,8878445;195,6940780;205,1526251;222,7650921;231,2451688;244,6175975;274,9501795;293,8672738;312,1320544;334,9630301;342,1384797;373,1233753;398,2374487;403,4559574;401,4990166;395,3020375;390,7358423;379,9726681;364,6432986;347,6831452;321,9167583;308,2181728;291,9103330;272,3409252;254,4023014;236,4636775;222,4389353;199,6079595;182,9739629;168,9492206;160,1429871;154,2721648;150,0321264;147,7490289;146,7705585;136,3335410;131,1150322;129,8104051;123,9395827;118,7210740;115,4595060;110,5671541;118,3949172;116,7641332;114,1548788;111,2194676;112,1979380;112,1979380;109,5886837;101,4347637;103,3917045;97,8470390;101,1086070;96,8685686;95,2377846;96,5424118;98,4993526;101,4347637;105,0224885;102,4132341;101,4347637;95,2377846;99,8039798;97,8470390;91,9762166;90,3454327;86,4315511;82,8438263;84,1484535;72,4068088;63,9267321;57,0774394;49,5758331;47,6188923;43,7050107;37,8341884;34,8987772;32,9418365;32,9418365;33,9203068;31,6372093;31,6372093;30,0064253;27,3971709;29,3541117;28,0494845;29,6802685;30,6587389;32,2895229;36,8557180;36,5295612;37,8341884;38,1603452;34,5726204;35,5510908;32,6156797;31,6372093;37,1818748;38,4865020;38,8126588;40,4434428;37,1818748;40,7695996;39,4649724;35,2249340;29,3541117;26,7448573;24,4617597;24,1356029;20,8740350;19,5694078;19,8955646;20,8740350;25,1140733;24,4617597;23,1571326;22,1786622;19,8955646;18,2647806;16,3078398;10,4370175;10,1108607;9,4585471;8,4800767;7,8277631;5,8708223;4,8923519;5,2185087;5,5446655;6,5231359;7,1754495;7,8277631;9,1323903;10,7631743;12,3939583;11,7416447;11,0893311;11,4154879;11,0893311;11,7416447;11,7416447;11,0893311;11,0893311;11,0893311;11,0893311;13,3724287;13,0462719;12,0678015;11,4154879;10,7631743;10,1108607;7,8277631;5,2185087;3,5877248;2,6092544;1,3046272;1,9569408;1,3046272;1,3046272;1,3046272;2,2830976;2,6092544;2,9354112;2,6092544;3,5877248;3,9138816;3,9138816;2,9354112;2,6092544;2,6092544;1,9569408;1,3046272;0,9784704;0,9784704;1,3046272;1,3046272;0,9784704;1,3046272;1,3046272;1,3046272;0,9784704;0,6523136;0,9784704;1,3046272;0,9784704;0,9784704;1,3046272;2,2830976;2,6092544;2,2830976;2,6092544;2,9354112;2,9354112;3,2615680;2,9354112;3,2615680;3,5877248;3,9138816;3,5877248;3,5877248;3,2615680;3,9138816;4,5661952;4,8923519;4,5661952;4,5661952;4,5661952;5,2185087;3,9138816;3,2615680;3,9138816;3,5877248;3,5877248;3,2615680;2,2830976;2,9354112;3,2615680;1,9569408;2,2830976;2,6092544;2,6092544;3,2615680;3,5877248;3,2615680;4,2400384;4,2400384;4,8923519;5,2185087;5,2185087;5,5446655;5,5446655;4,5661952;4,8923519;5,8708223;5,8708223;5,5446655;4,8923519;5,2185087;5,8708223;5,8708223;4,8923519;7,1754495;9,4585471;10,1108607;9,7847039;10,1108607;11,4154879;11,0893311;8,4800767;6,1969791;6,8492927;7,8277631;7,5016063;5,8708223;5,8708223;5,8708223;5,8708223;4,5661952;3,2615680;2,9354112;2,9354112;2,2830976;2,9354112;2,6092544;1,9569408;2,9354112;4,8923519;5,5446655;5,5446655;6,1969791;6,8492927;7,8277631;6,5231359;4,2400384;2,9354112;2,9354112;1,6307840;0,9784704;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;0,3261568;0,9784704;1,3046272;2,2830976;2,2830976;2,2830976;2,2830976;1,9569408;1,3046272;0,9784704;0,0000000;0,0000000;0,0000000;0,0000000;0,0000000;NA;NA;NA;NA;NA;NA
Danmark_10-14;79,1426606;78,2567352;78,2567352;80,3238943;80,3238943;78,2567352;76,1895762;69,3974822;63,1960051;57,8804532;56,1086026;53,1555183;50,7930508;50,2024339;51,3836677;54,3367520;55,2226773;53,7461352;52,5649014;49,0212002;44,5915737;44,8868821;44,8868821;46,3634243;44,0009568;46,6587327;52,8602098;56,4039111;54,9273689;56,1086026;54,6320605;60,2429207;64,3772388;65,8537810;67,6256316;72,3505665;71,7599497;76,4848846;75,3036509;72,6458750;77,6661184;85,0488292;89,1831473;95,3846245;100,4048679;109,5594293;120,7811499;129,6404029;132,5934873;144,9964415;161,5337139;166,8492657;177,7756778;175,7085188;168,3258079;187,5208562;193,1317164;210,2596056;224,1391021;240,6763744;247,7637769;260,7573480;281,7242469;296,4896686;296,4896686;310,3691651;318,9331097;350,2358038;383,3103485;401,3241630;438,2377174;469,2451030;488,1448429;501,1384140;515,3132189;517,0850695;501,1384140;496,7087875;487,5542260;482,5339826;465,4060934;440,6001849;419,3379776;397,7804618;360,2762906;321,2955772;290,5834999;274,0462276;255,4417962;237,7232901;219,1188587;207,0112129;203,1722032;199,6285020;190,4739405;197,8566514;198,4472682;205,8299791;203,4675116;207,3065213;196,6754176;194,6082586;186,9302393;181,9099959;181,9099959;184,5677718;178,9569115;179,2522200;184,2724634;183,9771549;188,1114730;189,5880152;196,3801092;201,1050442;207,0112129;208,1924466;208,7830635;209,3736803;200,5144273;192,5410996;192,8364080;193,1317164;184,5677718;173,6413597;163,6008729;152,0838440;132,5934873;111,9218968;95,3846245;86,2300630;78,8473521;67,9209400;63,1960051;58,7663785;53,7461352;49,9071255;45,7728074;46,0681158;48,7258918;46,0681158;46,3634243;52,8602098;52,8602098;53,1555183;51,6789761;51,9742845;54,9273689;56,1086026;56,1086026;59,6523038;59,0616870;60,5382292;68,2162485;72,9411834;78,2567352;76,1895762;76,1895762;75,5989593;71,1693328;64,9678557;59,9476123;51,9742845;47,8399665;45,7728074;48,4305833;52,5649014;51,0883592;48,4305833;51,3836677;55,5179858;54,6320605;50,4977424;44,2962652;38,9807134;37,2088628;32,4839278;23,6246748;20,3762820;17,1278892;15,6513470;14,1748049;12,4029543;8,2686362;9,1545615;8,5639446;8,8592530;9,4498699;9,7451784;10,0404868;12,1076458;12,6982627;13,8794964;17,1278892;15,9466555;15,3560386;16,8325808;17,1278892;19,1950483;18,3091230;14,7654217;17,1278892;18,8997398;18,6044314;18,0138145;16,5372724;16,2419639;15,3560386;13,2888796;10,9264121;9,4498699;7,3827109;5,9061687;4,4296265;4,1343181;2,9530843;3,2483928;2,9530843;2,6577759;2,3624675;2,0671590;3,2483928;3,5437012;2,6577759;3,8390097;4,1343181;4,4296265;5,6108603;4,4296265;5,0202434;5,3155518;3,8390097;3,5437012;2,6577759;1,4765422;1,7718506;0,8859253;0,5906169;0,5906169;0,5906169;1,1812337;1,1812337;0,8859253;1,1812337;1,1812337;1,7718506;2,6577759;2,6577759;3,5437012;4,7249350;5,3155518;5,3155518;4,7249350;4,4296265;4,1343181;3,5437012;2,3624675;1,7718506;1,4765422;1,7718506;1,7718506;2,3624675;2,6577759;2,9530843;2,6577759;3,2483928;3,2483928;4,1343181;3,2483928;2,6577759;2,3624675;2,6577759;2,0671590;2,0671590;1,4765422;2,9530843;3,5437012;3,8390097;3,8390097;4,4296265;5,3155518;4,7249350;4,4296265;4,4296265;4,4296265;5,0202434;5,0202434;4,4296265;4,7249350;5,0202434;5,3155518;5,3155518;6,7920940;8,5639446;8,5639446;10,0404868;10,3357952;10,0404868;10,6311037;10,6311037;9,4498699;10,9264121;10,9264121;10,6311037;10,9264121;10,9264121;9,4498699;11,5170290;11,2217205;10,9264121;10,3357952;10,0404868;9,7451784;9,4498699;7,0874024;6,2014771;6,2014771;5,9061687;5,6108603;5,0202434;4,4296265;4,1343181;4,7249350;4,4296265;5,0202434;5,0202434;5,3155518;5,9061687;6,4967856;5,6108603;4,1343181;2,9530843;2,9530843;2,9530843;2,3624675;1,1812337;0,5906169;0,5906169;0,8859253;0,5906169;0,2953084;0,2953084;0,2953084;0,5906169;0,5906169;0,2953084;0,2953084;0,2953084;0,2953084;0,2953084;0,8859253;1,7718506;2,0671590;2,3624675;2,3624675;2,3624675;2,3624675;1,4765422;0,5906169;0,2953084;0,2953084;0,2953084;0,2953084;0,2953084;NA;NA;NA;NA;NA;NA
Danmark_15-19;78,9438421;77,4873136;79,5264535;80,6916762;80,1090649;76,3220909;76,0307852;74,2829510;70,4959771;65,2524746;61,7568064;57,3872210;54,4741641;53,0176356;52,7263300;53,3089413;55,6393869;58,2611381;59,1350551;60,3002779;58,2611381;54,7654698;53,0176356;53,6002470;48,9393560;48,6480503;47,4828275;48,3567446;54,4741641;60,5915836;61,4655007;68,4568372;71,0785884;79,8177592;81,5655933;78,6525364;80,4003705;82,7308161;83,3134274;92,3439038;96,4221835;102,2482973;112,1526908;120,6005558;128,1745038;138,9528143;147,9832907;161,6746582;178,8616939;203,9139833;248,7750596;269,1664579;292,1796074;285,4795766;275,8664888;300,3361668;313,1536171;303,2492237;309,9492545;328,3015130;342,2841862;347,2363829;349,2755227;351,0233569;363,5495016;369,3756154;384,5235113;422,6845567;489,9761712;552,8982003;628,6376798;675,5378960;713,4076357;727,0990032;751,2773755;752,7339039;715,7380812;687,4814293;656,0204147;642,9116586;603,5853904;589,0201059;560,1808426;540,3720556;501,6283988;470,7499956;437,5411469;416,2758315;382,1930658;353,0624967;328,3015130;308,7840318;296,2578871;284,0230481;285,7708822;270,3316807;265,0881782;261,3012043;255,1837848;261,8838156;266,5447067;265,0881782;263,0490384;258,3881474;249,9402823;233,6271637;217,3140450;201,5835377;191,6791443;183,8138906;179,1529996;186,4356418;193,7182841;195,4661182;205,6618174;212,0705426;224,8879930;231,0054125;226,0532157;240,6185002;240,9098059;240,9098059;238,8706661;236,5402206;228,6749669;231,2967182;214,6922938;202,7487605;190,5139215;175,6573313;158,1789899;146,8180679;122,0570843;99,3352404;88,8482356;79,5264535;75,1568681;72,8264226;73,4090340;81,5655933;85,9351787;88,8482356;87,3917071;92,0525982;90,8873754;93,2178209;90,8873754;91,7612925;97,8787120;102,5396030;103,9961315;113,0266079;116,2309705;125,2614469;131,3788664;129,3397265;127,8831981;129,6310322;121,7657786;122,9310013;118,2701103;108,6570225;100,7917689;99,3352404;90,3047640;86,2264843;76,0307852;65,2524746;62,9220291;61,4655007;58,2611381;55,6393869;51,2698015;45,4436877;38,7436568;33,5001544;27,0914292;23,0131495;20,3913983;18,6435642;16,6044244;16,8957300;17,7696471;17,4783414;19,8087869;20,9740097;20,9740097;23,3044552;23,3044552;23,8870666;25,0522894;25,0522894;28,5479577;30,5870975;28,8392633;33,2088487;33,7914601;35,5392942;35,2479885;33,2088487;30,8784032;34,0827658;29,4218747;27,9653463;25,9262064;23,8870666;21,2653154;18,6435642;15,4392016;13,1087561;9,6130878;7,2826423;6,4087252;4,9521967;4,9521967;4,3695854;5,5348081;6,9913366;7,2826423;6,9913366;8,1565593;9,0304764;8,1565593;6,7000309;6,4087252;6,9913366;7,5739479;6,9913366;7,2826423;6,4087252;6,4087252;5,2435024;3,7869740;2,6217512;2,3304455;1,1652228;0,8739171;0,8739171;1,4565285;1,7478341;1,7478341;1,4565285;0,8739171;0,8739171;0,8739171;0,8739171;1,1652228;1,4565285;2,3304455;2,9130569;4,6608910;6,4087252;6,4087252;6,4087252;6,4087252;5,5348081;5,2435024;4,9521967;3,4956683;3,4956683;4,0782797;4,0782797;4,3695854;4,0782797;3,7869740;4,0782797;3,7869740;2,9130569;3,4956683;4,3695854;5,5348081;4,9521967;5,2435024;5,5348081;6,1174195;5,8261138;4,6608910;4,3695854;4,0782797;4,0782797;4,0782797;3,7869740;3,4956683;3,4956683;5,2435024;5,5348081;6,1174195;6,7000309;7,5739479;8,1565593;9,0304764;6,4087252;8,1565593;7,8652536;7,8652536;6,9913366;7,2826423;7,2826423;9,9043935;9,0304764;8,4478650;10,1956992;11,3609219;12,5261447;13,1087561;11,6522276;14,2739788;16,0218130;14,5652845;15,1478959;13,6913674;13,1087561;13,6913674;11,9435333;10,4870049;11,3609219;9,3217821;10,1956992;10,7783105;10,4870049;9,0304764;11,6522276;12,8174504;16,0218130;15,4392016;15,7305073;18,0609528;19,8087869;17,4783414;14,2739788;11,3609219;10,7783105;9,0304764;5,8261138;3,4956683;2,3304455;2,9130569;2,6217512;2,0391398;2,0391398;1,4565285;1,1652228;1,4565285;0,5826114;0,2913057;0,2913057;0,5826114;1,1652228;1,1652228;3,2043626;5,2435024;6,4087252;6,4087252;6,4087252;5,8261138;5,8261138;3,4956683;1,7478341;0,5826114;0,5826114;0,2913057;0,2913057;0,2913057;NA;NA;NA;NA;NA;NA
Danmark_20-24;79,0801564;85,6265269;86,9358011;90,0780589;93,2203168;95,0533005;91,9110427;91,3873330;81,1749950;79,8657208;78,0327371;71,7482214;70,9626569;69,6533828;67,5585442;67,8203990;63,3688670;63,3688670;68,3441087;67,2966894;64,6781411;67,2966894;70,1770924;71,7482214;71,2245117;66,7729797;65,2018508;66,2492701;69,3915279;73,5812051;77,2471726;83,7935432;89,8162041;97,4099940;102,1233808;105,5274934;108,9316061;107,0986224;105,0037838;106,8367676;109,1934610;120,1913635;124,1191858;132,7603950;139,8304752;149,2572488;167,0633767;186,4406336;203,7230519;238,5497433;279,1372407;304,7990133;329,6752215;321,2958671;306,1082874;318,9391737;314,2257869;311,3453839;321,5577220;334,3886083;344,0772367;354,0277200;369,2152997;381,7843311;379,6894926;380,4750570;378,6420733;421,5862641;484,1695667;550,1569820;608,8124622;659,3504429;692,3441506;727,6945516;743,4058409;742,3584216;708,3172947;678,9895546;636,3072186;594,4104470;547,2765789;515,0684358;478,9324703;427,0852154;379,4276377;354,5514296;336,2215920;319,2010286;294,3248204;271,8053057;256,3558712;240,3827270;223,3621635;218,9106316;208,6982935;203,9849067;195,8674072;199,5333747;207,3890194;211,0549869;211,0549869;217,3395026;217,0776478;219,4343412;211,8405514;201,8900681;193,5107138;192,9870041;189,8447463;186,9643432;180,9416823;181,4653920;178,8468437;183,2983757;183,2983757;183,5602305;185,3932143;186,7024884;186,9643432;198,4859554;191,4158752;194,5581331;196,1292620;188,7973270;192,7251493;183,8220854;169,4200701;168,6345057;153,9706356;143,2345879;136,4263625;121,2387828;117,3109605;104,2182193;98,1955584;93,4821716;88,2450752;83,5316884;81,9605594;76,4616082;81,1749950;80,1275757;82,2224142;83,7935432;81,4368498;79,6038660;81,6987046;80,3894305;84,3172528;89,0306396;94,2677361;105,7893483;118,0965249;130,1418468;138,7830559;142,1871686;142,9727331;142,9727331;139,5686204;137,4737818;128,0470082;116,5253960;108,6697513;102,3852356;95,3151554;86,6739462;76,7234630;65,4637056;60,7503188;54,9895127;54,7276579;49,7524163;49,7524163;47,3957229;45,5627391;49,7524163;47,6575777;44,2534650;43,9916102;39,8019330;33,5174173;29,8514498;24,0906437;23,3050792;23,0432244;24,8762081;25,1380630;28,0184660;30,6370142;31,1607239;31,1607239;31,1607239;29,8514498;30,3751594;30,3751594;33,7792721;32,7318528;33,5174173;36,6596751;36,3978203;37,1833848;36,1359655;31,6844335;30,1133046;28,8040305;24,6143533;23,8287888;21,2102406;19,3772569;18,8535472;17,0205635;15,4494345;12,8308863;10,7360477;8,9030640;8,3793543;6,5463706;5,7608061;5,7608061;6,0226609;6,0226609;6,8082254;8,6412091;7,8556447;7,3319350;7,5937899;8,1174995;8,6412091;9,9504833;8,9030640;9,6886284;9,4267736;7,5937899;6,8082254;5,7608061;3,6659675;2,0948386;2,0948386;2,0948386;3,1422579;3,9278223;4,4515320;4,1896772;4,1896772;3,6659675;4,4515320;3,6659675;3,1422579;3,9278223;4,9752416;6,0226609;6,5463706;6,0226609;7,0700802;7,3319350;6,0226609;6,5463706;5,4989513;6,5463706;6,2845157;6,5463706;6,2845157;6,2845157;6,0226609;5,7608061;4,7133868;5,7608061;4,4515320;4,1896772;5,4989513;4,4515320;4,4515320;3,9278223;4,1896772;4,9752416;4,9752416;5,4989513;7,3319350;7,5937899;7,3319350;6,5463706;7,0700802;7,5937899;6,0226609;5,7608061;6,5463706;7,0700802;6,8082254;5,7608061;6,2845157;7,0700802;8,3793543;8,3793543;10,2123381;11,7834670;14,4020152;15,9731442;16,7587086;15,1875797;17,5442731;19,3772569;19,9009665;20,9483858;20,4246762;21,2102406;21,9958051;22,2576599;22,5195147;23,8287888;21,4720954;21,4720954;21,2102406;21,2102406;20,1628213;19,3772569;20,4246762;21,4720954;22,2576599;20,9483858;20,9483858;20,6865310;21,9958051;23,0432244;26,9710467;26,1854822;29,8514498;34,0411269;35,6122559;32,4699980;28,2803208;22,2576599;21,2102406;16,7587086;12,0453218;8,6412091;7,0700802;5,7608061;5,2370964;3,9278223;3,9278223;2,0948386;2,0948386;2,0948386;1,8329838;1,5711289;1,8329838;1,8329838;2,6185482;2,8804030;9,9504833;15,1875797;19,6391117;19,9009665;20,1628213;19,3772569;18,8535472;11,7834670;6,2845157;1,8329838;1,3092741;0,7855645;0,7855645;0,2618548;NA;NA;NA;NA;NA;NA
