"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;3;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;2706;1358
Hovedstaden;3-5;M;2911;1487
Hovedstaden;6-11;K;25851;16073
Hovedstaden;6-11;M;27122;16889
Hovedstaden;12-15;K;34180;32596
Hovedstaden;12-15;M;36153;34450
Hovedstaden;16-19;K;35892;35160
Hovedstaden;16-19;M;36101;35154
Hovedstaden;20-39;K;232814;227353
Hovedstaden;20-39;M;223698;217864
Hovedstaden;40-64;K;272460;270305
Hovedstaden;40-64;M;267821;265577
Hovedstaden;65-79;K;124732;124376
Hovedstaden;65-79;M;106868;106566
Hovedstaden;80+;K;43456;43276
Hovedstaden;80+;M;26233;26147
Midtjylland;0-2;K;3;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;2295;1136
Midtjylland;3-5;M;2527;1288
Midtjylland;6-11;K;23333;16250
Midtjylland;6-11;M;24643;17141
Midtjylland;12-15;K;29340;28370
Midtjylland;12-15;M;30499;29463
Midtjylland;16-19;K;30330;29968
Midtjylland;16-19;M;30708;30219
Midtjylland;20-39;K;147872;144915
Midtjylland;20-39;M;150423;147066
Midtjylland;40-64;K;200466;199461
Midtjylland;40-64;M;199478;198440
Midtjylland;65-79;K;100132;99975
Midtjylland;65-79;M;94372;94202
Midtjylland;80+;K;32877;32782
Midtjylland;80+;M;23040;22986
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;907;466
Nordjylland;3-5;M;967;501
Nordjylland;6-11;K;9398;6481
Nordjylland;6-11;M;9794;6727
Nordjylland;12-15;K;12217;11733
Nordjylland;12-15;M;13009;12534
Nordjylland;16-19;K;12640;12479
Nordjylland;16-19;M;13107;12852
Nordjylland;20-39;K;59319;57940
Nordjylland;20-39;M;64093;62358
Nordjylland;40-64;K;89353;88845
Nordjylland;40-64;M;89702;89140
Nordjylland;65-79;K;49068;48960
Nordjylland;65-79;M;46902;46796
Nordjylland;80+;K;16676;16626
Nordjylland;80+;M;11839;11806
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;1152;587
Sjælland;3-5;M;1280;686
Sjælland;6-11;K;11835;7905
Sjælland;6-11;M;12653;8497
Sjælland;12-15;K;17712;17126
Sjælland;12-15;M;18655;18024
Sjælland;16-19;K;17890;17638
Sjælland;16-19;M;19137;18750
Sjælland;20-39;K;67453;65671
Sjælland;20-39;M;69060;67129
Sjælland;40-64;K;137793;136915
Sjælland;40-64;M;135317;134444
Sjælland;65-79;K;75035;74861
Sjælland;65-79;M;69597;69437
Sjælland;80+;K;23371;23284
Sjælland;80+;M;16350;16314
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1864;961
Syddanmark;3-5;M;2005;1047
Syddanmark;6-11;K;19731;13819
Syddanmark;6-11;M;21014;14830
Syddanmark;12-15;K;26117;25174
Syddanmark;12-15;M;27276;26293
Syddanmark;16-19;K;27360;26963
Syddanmark;16-19;M;27797;27245
Syddanmark;20-39;K;114451;111666
Syddanmark;20-39;M;118894;115714
Syddanmark;40-64;K;191003;189902
Syddanmark;40-64;M;190016;188776
Syddanmark;65-79;K;101024;100818
Syddanmark;65-79;M;95204;94984
Syddanmark;80+;K;35369;35251
Syddanmark;80+;M;24403;24336
