"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;506994;492093;645036
Frederiksberg;86683;84482;103541
Ballerup;38968;37788;49203
Brøndby;25817;24896;35748
Dragør;12270;11857;14631
Gentofte;62177;60327;74251
Gladsaxe;55457;53590;69280
Glostrup;18239;17674;23465
Herlev;22610;21821;28800
Albertslund;20598;19820;27615
Hvidovre;41447;39958;53220
Høje-Taastrup;39610;38252;53035
Lyngby-Taarbæk;48618;47070;57756
Rødovre;32107;30975;41456
Ishøj;16130;15548;23209
Tårnby;34174;33048;42662
Vallensbæk;12547;12127;16500
Furesø;34216;33158;41377
Allerød;21990;21411;25843
Fredensborg;33512;32568;41202
Helsingør;51697;50402;62845
Hillerød;44045;42882;53283
Hørsholm;21114;20585;24733
Rudersdal;48448;47105;57251
Egedal;36896;35859;44374
Frederikssund;38480;37511;45789
Greve;40698;39535;50804
Køge;50371;48832;61656
Frederiksværk-Hundested;25988;25296;31361
Roskilde;74943;73047;89466
Solrød;19483;18938;23812
Gribskov;34142;33324;41161
Odsherred;27610;27079;32826
Holbæk;60599;59133;72851
Faxe;30386;29620;37154
Kalundborg;39737;38864;48366
Ringsted;28153;27406;35136
Slagelse;64893;63202;79672
Stevns;19425;18931;23491
Sorø;25167;24601;30017
Lejre;23719;23168;28585
Lolland;32804;32093;40089
Næstved;69180;67544;83840
Guldborgsund;49691;48675;60265
Vordingborg;37431;36600;45335
Bornholm;34027;33204;39642
Middelfart;33898;33104;39625
Assens;34944;33985;40925
Faaborg-Midtfyn;44180;42984;51822
Kerteminde;20503;19959;24018
Nyborg;27528;26785;32117
Odense;172142;167297;206004
Svendborg;50525;49366;59165
Nordfyns;24955;24226;29729
Langeland;10556;10355;12303
Ærø;5280;5142;6025
Haderslev;45583;44453;55311
Billund;22179;21676;26661
Sønderborg;61612;60074;73732
Tønder;29920;29172;36819
Esbjerg;95650;93352;115473
Fanø;2970;2914;3427
Varde;41166;40136;49647
Vejen;34964;34046;42597
Aabenraa;47244;46162;58669
Fredericia;43000;41965;51593
Horsens;76819;74794;94528
Kolding;76919;75123;93539
Vejle;97812;95504;119104
Herning;74572;72838;89228
Holstebro;49361;48160;58526
Lemvig;16563;16221;19399
Struer;17850;17460;20801
Syddjurs;36877;35909;43602
Norddjurs;31261;30533;36916
Favrskov;41396;40187;48887
Odder;19939;19354;23303
Randers;82536;80431;98992
Silkeborg;80843;78737;97407
Samsø;3247;3203;3712
Skanderborg;53903;52209;64345
Århus;295689;287927;355293
Ikast-Brande;34314;33522;41874
Ringkøbing-Skjern;46858;45686;56192
Hedensted;39544;38641;47086
Morsø;17029;16534;20053
Skive;38823;37934;45084
Thisted;36313;35404;43089
Viborg;81944;79917;96838
Brønderslev-Dronninglund;30462;29632;36207
Frederikshavn;50107;49023;58862
Vesthimmerlands;30051;29276;36327
Læsø;1530;1502;1773
Rebild;25478;24804;30667
Mariagerfjord;35206;34237;41635
Jammerbugt;32275;31416;38160
Ålborg;186122;181243;221101
Hjørring;54418;53173;63837
