"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2022-01-18;København;K;260049;252739;166192;259982;252571;163891;67;168;2301
2022-01-18;København;M;246945;239354;156940;246902;239173;154331;43;181;2609
2022-01-18;Frederiksberg;K;46131;45044;32444;46124;45008;32084;7;36;360
2022-01-18;Frederiksberg;M;40552;39438;27860;40553;39432;27527;-1;6;333
2022-01-18;Ballerup;K;20200;19632;14462;20196;19617;14342;4;15;120
2022-01-18;Ballerup;M;18768;18156;12843;18764;18136;12685;4;20;158
2022-01-18;Brøndby;K;13395;12928;9036;13393;12915;8977;2;13;59
2022-01-18;Brøndby;M;12422;11968;8103;12422;11955;8021;0;13;82
2022-01-18;Dragør;K;6343;6125;4645;6342;6119;4621;1;6;24
2022-01-18;Dragør;M;5927;5732;4176;5928;5726;4141;-1;6;35
2022-01-18;Gentofte;K;32738;31825;23539;32731;31799;23393;7;26;146
2022-01-18;Gentofte;M;29439;28502;20555;29432;28469;20395;7;33;160
2022-01-18;Gladsaxe;K;28213;27319;19384;28200;27293;19235;13;26;149
2022-01-18;Gladsaxe;M;27244;26271;17897;27236;26240;17701;8;31;196
2022-01-18;Glostrup;K;9303;9028;6447;9301;9020;6395;2;8;52
2022-01-18;Glostrup;M;8936;8646;5834;8934;8637;5768;2;9;66
2022-01-18;Herlev;K;11767;11384;8250;11765;11371;8189;2;13;61
2022-01-18;Herlev;M;10843;10437;7201;10844;10428;7124;-1;9;77
2022-01-18;Albertslund;K;10518;10155;6865;10517;10145;6808;1;10;57
2022-01-18;Albertslund;M;10080;9665;6303;10077;9653;6234;3;12;69
2022-01-18;Hvidovre;K;21246;20504;14249;21242;20484;14144;4;20;105
2022-01-18;Hvidovre;M;20201;19454;13097;20196;19425;12949;5;29;148
2022-01-18;Høje Tåstrup;K;19979;19328;13453;19976;19310;13347;3;18;106
2022-01-18;Høje Tåstrup;M;19631;18924;12769;19624;18908;12619;7;16;150
2022-01-18;Lyngby-Taarbæk;K;24868;24155;17835;24858;24134;17731;10;21;104
2022-01-18;Lyngby-Taarbæk;M;23750;22915;16222;23747;22899;16080;3;16;142
2022-01-18;Rødovre;K;16678;16130;11438;16674;16124;11344;4;6;94
2022-01-18;Rødovre;M;15429;14845;10040;15424;14838;9949;5;7;91
2022-01-18;Ishøj;K;8203;7929;5141;8201;7920;5070;2;9;71
2022-01-18;Ishøj;M;7927;7619;4874;7924;7612;4803;3;7;71
2022-01-18;Tårnby;K;17528;16987;12335;17522;16965;12247;6;22;88
2022-01-18;Tårnby;M;16646;16061;11198;16649;16049;11093;-3;12;105
2022-01-18;Vallensbæk;K;6372;6165;4286;6371;6160;4269;1;5;17
2022-01-18;Vallensbæk;M;6175;5962;4059;6172;5958;4019;3;4;40
2022-01-18;Furesø;K;17650;17115;12759;17649;17106;12698;1;9;61
2022-01-18;Furesø;M;16566;16043;11524;16564;16032;11436;2;11;88
2022-01-18;Allerød;K;11285;11005;8279;11284;10999;8223;1;6;56
2022-01-18;Allerød;M;10705;10406;7697;10706;10397;7633;-1;9;64
2022-01-18;Fredensborg;K;17464;17005;12641;17464;16987;12552;0;18;89
2022-01-18;Fredensborg;M;16048;15563;11360;16041;15552;11277;7;11;83
2022-01-18;Helsingør;K;26991;26359;20034;26988;26336;19851;3;23;183
2022-01-18;Helsingør;M;24706;24043;17638;24701;24020;17450;5;23;188
2022-01-18;Hillerød;K;22665;22113;16338;22663;22094;16209;2;19;129
2022-01-18;Hillerød;M;21380;20769;14878;21373;20744;14744;7;25;134
2022-01-18;Hørsholm;K;11310;11051;8506;11302;11045;8449;8;6;57
2022-01-18;Hørsholm;M;9804;9534;7186;9801;9527;7138;3;7;48
2022-01-18;Rudersdal;K;24942;24283;18311;24941;24269;18214;1;14;97
2022-01-18;Rudersdal;M;23506;22822;16771;23494;22805;16654;12;17;117
2022-01-18;Egedal;K;18764;18263;13226;18754;18255;13118;10;8;108
2022-01-18;Egedal;M;18132;17596;12504;18130;17585;12391;2;11;113
2022-01-18;Frederikssund;K;19687;19257;14508;19685;19249;14418;2;8;90
2022-01-18;Frederikssund;M;18793;18254;13209;18786;18247;13115;7;7;94
2022-01-18;Greve;K;20817;20245;14762;20814;20226;14672;3;19;90
2022-01-18;Greve;M;19881;19290;13752;19874;19279;13647;7;11;105
2022-01-18;Køge;K;25651;24907;18463;25642;24875;18313;9;32;150
2022-01-18;Køge;M;24720;23925;17031;24711;23888;16841;9;37;190
2022-01-18;Halsnæs;K;13229;12890;9873;13229;12887;9820;0;3;53
2022-01-18;Halsnæs;M;12759;12406;9258;12757;12402;9199;2;4;59
2022-01-18;Roskilde;K;38571;37656;28100;38568;37630;27900;3;26;200
2022-01-18;Roskilde;M;36372;35391;25479;36368;35361;25244;4;30;235
2022-01-18;Solrød;K;9982;9705;7025;9980;9692;6981;2;13;44
2022-01-18;Solrød;M;9501;9233;6542;9500;9224;6496;1;9;46
2022-01-18;Gribskov;K;17293;16893;13092;17291;16882;13007;2;11;85
2022-01-18;Gribskov;M;16849;16431;12400;16850;16424;12307;-1;7;93
2022-01-18;Odsherred;K;13894;13616;10645;13890;13610;10581;4;6;64
2022-01-18;Odsherred;M;13716;13463;10075;13716;13460;9969;0;3;106
2022-01-18;Holbæk;K;30820;30126;22426;30810;30105;22239;10;21;187
2022-01-18;Holbæk;M;29779;29007;20712;29759;28981;20458;20;26;254
2022-01-18;Faxe;K;15166;14795;11107;15166;14790;11023;0;5;84
2022-01-18;Faxe;M;15220;14825;10625;15217;14809;10535;3;16;90
2022-01-18;Kalundborg;K;19923;19509;14657;19920;19502;14488;3;7;169
2022-01-18;Kalundborg;M;19814;19355;13807;19806;19334;13620;8;21;187
2022-01-18;Ringsted;K;14242;13876;10194;14241;13862;10108;1;14;86
2022-01-18;Ringsted;M;13911;13530;9558;13910;13513;9439;1;17;119
2022-01-18;Slagelse;K;32967;32101;24161;32965;32073;23984;2;28;177
2022-01-18;Slagelse;M;31926;31101;22331;31926;31076;22124;0;25;207
2022-01-18;Stevns;K;9695;9467;7174;9690;9458;7142;5;9;32
2022-01-18;Stevns;M;9730;9464;6910;9729;9458;6868;1;6;42
2022-01-18;Sorø;K;12697;12443;9352;12696;12422;9308;1;21;44
2022-01-18;Sorø;M;12470;12158;8727;12466;12131;8650;4;27;77
2022-01-18;Lejre;K;12023;11732;8803;12019;11723;8732;4;9;71
