"Vaccinedato";"geo";"Antal færdigvacc. personer";"Antal borgere";"Færdigvacc. (%)";"Kumuleret antal færdigvacc."
2020-12-29;Nationalt;1;5873663;0.00;1
2021-01-01;Nationalt;1;5873663;0.00;2
2021-01-04;Nationalt;1;5873663;0.00;3
2021-01-05;Nationalt;1;5873663;0.00;4
2021-01-07;Nationalt;2;5873663;0.00;6
2021-01-08;Nationalt;1;5873663;0.00;7
2021-01-09;Nationalt;2;5873663;0.00;9
2021-01-12;Nationalt;2;5873663;0.00;11
2021-01-13;Nationalt;5;5873663;0.00;16
2021-01-14;Nationalt;1;5873663;0.00;17
2021-01-15;Nationalt;5;5873663;0.00;22
2021-01-16;Nationalt;10;5873663;0.00;32
2021-01-17;Nationalt;630;5873663;0.01;662
2021-01-18;Nationalt;1932;5873663;0.04;2594
2021-01-19;Nationalt;1877;5873663;0.08;4471
2021-01-20;Nationalt;1708;5873663;0.11;6179
2021-01-21;Nationalt;2148;5873663;0.14;8327
2021-01-22;Nationalt;5231;5873663;0.23;13558
2021-01-23;Nationalt;6379;5873663;0.34;19937
2021-01-24;Nationalt;5775;5873663;0.44;25712
2021-01-25;Nationalt;2264;5873663;0.48;27976
2021-01-26;Nationalt;1601;5873663;0.50;29577
2021-01-27;Nationalt;4055;5873663;0.57;33632
2021-01-28;Nationalt;7755;5873663;0.70;41387
2021-01-29;Nationalt;17048;5873663;0.99;58435
2021-01-30;Nationalt;11800;5873663;1.20;70235
2021-01-31;Nationalt;11128;5873663;1.39;81363
2021-02-01;Nationalt;7468;5873663;1.51;88831
2021-02-02;Nationalt;2849;5873663;1.56;91680
2021-02-03;Nationalt;5911;5873663;1.66;97591
2021-02-04;Nationalt;10381;5873663;1.84;107972
2021-02-05;Nationalt;12635;5873663;2.05;120607
2021-02-06;Nationalt;6382;5873663;2.16;126989
2021-02-07;Nationalt;3420;5873663;2.22;130409
2021-02-08;Nationalt;6697;5873663;2.33;137106
