"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;17563;10280
Hovedstaden;0-9;M;18684;10977
Hovedstaden;10-19;K;75701;69596
Hovedstaden;10-19;M;78630;72101
Hovedstaden;20-29;K;121157;118253
Hovedstaden;20-29;M;114396;111039
Hovedstaden;30-39;K;111213;108626
Hovedstaden;30-39;M;108870;106359
Hovedstaden;40-49;K;110699;109434
Hovedstaden;40-49;M;107647;106391
Hovedstaden;50-59;K;113815;113100
Hovedstaden;50-59;M;112953;112165
Hovedstaden;60-69;K;90244;89918
Hovedstaden;60-69;M;85625;85244
Hovedstaden;70-79;K;83674;83446
Hovedstaden;70-79;M;70335;70178
Hovedstaden;80-89;K;38950;38823
Hovedstaden;80-89;M;26449;26374
Hovedstaden;90+;K;9078;9021
Hovedstaden;90+;M;3318;3306
Midtjylland;0-9;K;15529;9672
Midtjylland;0-9;M;16564;10284
Midtjylland;10-19;K;65431;61735
Midtjylland;10-19;M;67811;63859
Midtjylland;20-29;K;80400;78754
Midtjylland;20-29;M;81782;79733
Midtjylland;30-39;K;67862;66551
Midtjylland;30-39;M;69198;67872
Midtjylland;40-49;K;76302;75744
Midtjylland;40-49;M;75171;74573
Midtjylland;50-59;K;84458;84109
Midtjylland;50-59;M;85044;84690
Midtjylland;60-69;K;74859;74671
Midtjylland;60-69;M;73099;72915
Midtjylland;70-79;K;65373;65285
Midtjylland;70-79;M;60963;60876
Midtjylland;80-89;K;29813;29739
Midtjylland;80-89;M;23039;22995
Midtjylland;90+;K;6621;6598
Midtjylland;90+;M;3020;3008
Nordjylland;0-9;K;6278;3906
Nordjylland;0-9;M;6564;4092
Nordjylland;10-19;K;27076;25458
Nordjylland;10-19;M;28545;26778
Nordjylland;20-29;K;31760;30976
Nordjylland;20-29;M;35490;34443
Nordjylland;30-39;K;27653;27052
Nordjylland;30-39;M;28919;28215
Nordjylland;40-49;K;31880;31622
Nordjylland;40-49;M;32009;31704
Nordjylland;50-59;K;38031;37841
Nordjylland;50-59;M;38429;38231
Nordjylland;60-69;K;36132;36019
Nordjylland;60-69;M;35517;35403
Nordjylland;70-79;K;32277;32217
Nordjylland;70-79;M;30514;30455
Nordjylland;80-89;K;15099;15061
Nordjylland;80-89;M;11829;11803
Nordjylland;90+;K;3392;3378
Nordjylland;90+;M;1597;1590
Sjælland;0-9;K;7715;4772
Sjælland;0-9;M;8355;5211
Sjælland;10-19;K;38648;36273
Sjælland;10-19;M;41024;38425
Sjælland;20-29;K;30713;29831
Sjælland;20-29;M;33713;32655
Sjælland;30-39;K;36632;35733
Sjælland;30-39;M;35717;34831
Sjælland;40-49;K;49138;48672
Sjælland;40-49;M;46847;46367
Sjælland;50-59;K;59872;59561
Sjælland;50-59;M;60174;59885
Sjælland;60-69;K;53197;53022
Sjælland;60-69;M;51669;51483
Sjælland;70-79;K;50235;50121
Sjælland;70-79;M;45858;45769
Sjælland;80-89;K;21685;21620
Sjælland;80-89;M;16739;16711
Sjælland;90+;K;4406;4382
Sjælland;90+;M;1953;1944
Syddanmark;0-9;K;12920;8172
Syddanmark;0-9;M;13892;8836
Syddanmark;10-19;K;58448;55053
Syddanmark;10-19;M;60609;57035
Syddanmark;20-29;K;57861;56360
Syddanmark;20-29;M;62169;60299
Syddanmark;30-39;K;56974;55685
Syddanmark;30-39;M;57434;56093
Syddanmark;40-49;K;69460;68868
Syddanmark;40-49;M;67561;66871
Syddanmark;50-59;K;81626;81239
Syddanmark;50-59;M;82688;82272
Syddanmark;60-69;K;74367;74157
Syddanmark;60-69;M;73183;72949
Syddanmark;70-79;K;66062;65937
Syddanmark;70-79;M;61358;61224
Syddanmark;80-89;K;32092;32021
Syddanmark;80-89;M;24559;24502
Syddanmark;90+;K;7111;7063
Syddanmark;90+;M;3156;3144
