"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;17924;10520
Hovedstaden;0-9;M;19036;11206
Hovedstaden;10-19;K;80708;74667
Hovedstaden;10-19;M;83251;76774
Hovedstaden;20-29;K;122120;119193
Hovedstaden;20-29;M;115596;112229
Hovedstaden;30-39;K;110694;108160
Hovedstaden;30-39;M;108102;105635
Hovedstaden;40-49;K;112661;111393
Hovedstaden;40-49;M;109454;108207
Hovedstaden;50-59;K;113256;112553
Hovedstaden;50-59;M;112440;111671
Hovedstaden;60-69;K;89031;88706
Hovedstaden;60-69;M;84411;84036
Hovedstaden;70-79;K;82244;82029
Hovedstaden;70-79;M;68384;68229
Hovedstaden;80-89;K;36078;35952
Hovedstaden;80-89;M;23650;23574
Hovedstaden;90+;K;7378;7324
Hovedstaden;90+;M;2583;2573
Midtjylland;0-9;K;15894;9977
Midtjylland;0-9;M;16982;10609
Midtjylland;10-19;K;69407;65748
Midtjylland;10-19;M;71396;67502
Midtjylland;20-29;K;79718;78074
Midtjylland;20-29;M;81433;79380
Midtjylland;30-39;K;68154;66841
Midtjylland;30-39;M;68990;67686
Midtjylland;40-49;K;77792;77245
Midtjylland;40-49;M;76879;76292
Midtjylland;50-59;K;84502;84158
Midtjylland;50-59;M;84956;84602
Midtjylland;60-69;K;74439;74255
Midtjylland;60-69;M;72934;72752
Midtjylland;70-79;K;63865;63778
Midtjylland;70-79;M;59081;58996
Midtjylland;80-89;K;27531;27457
Midtjylland;80-89;M;20742;20699
Midtjylland;90+;K;5346;5325
Midtjylland;90+;M;2298;2287
Nordjylland;0-9;K;6426;4034
Nordjylland;0-9;M;6718;4213
Nordjylland;10-19;K;28736;27125
Nordjylland;10-19;M;30159;28401
Nordjylland;20-29;K;31463;30679
Nordjylland;20-29;M;35278;34242
Nordjylland;30-39;K;27856;27261
Nordjylland;30-39;M;28815;28116
Nordjylland;40-49;K;32441;32186
Nordjylland;40-49;M;32601;32294
Nordjylland;50-59;K;38472;38280
Nordjylland;50-59;M;38904;38714
Nordjylland;60-69;K;35836;35727
Nordjylland;60-69;M;35329;35216
Nordjylland;70-79;K;31672;31612
Nordjylland;70-79;M;29770;29712
Nordjylland;80-89;K;13979;13942
Nordjylland;80-89;M;10641;10615
Nordjylland;90+;K;2697;2684
Nordjylland;90+;M;1198;1191
Sjælland;0-9;K;7883;4901
Sjælland;0-9;M;8546;5349
Sjælland;10-19;K;40706;38355
Sjælland;10-19;M;43179;40608
Sjælland;20-29;K;30178;29290
Sjælland;20-29;M;32980;31923
Sjælland;30-39;K;37275;36381
Sjælland;30-39;M;36080;35206
Sjælland;40-49;K;50591;50130
Sjælland;40-49;M;48449;47975
Sjælland;50-59;K;59992;59683
Sjælland;50-59;M;60184;59895
Sjælland;60-69;K;52850;52674
Sjælland;60-69;M;51399;51216
Sjælland;70-79;K;49395;49289
Sjælland;70-79;M;44882;44795
Sjælland;80-89;K;19853;19789
Sjælland;80-89;M;14892;14865
Sjælland;90+;K;3518;3495
Sjælland;90+;M;1458;1449
Syddanmark;0-9;K;13252;8432
Syddanmark;0-9;M;14246;9125
Syddanmark;10-19;K;61822;58486
Syddanmark;10-19;M;63846;60290
Syddanmark;20-29;K;57090;55568
Syddanmark;20-29;M;61433;59571
Syddanmark;30-39;K;57361;56098
Syddanmark;30-39;M;57461;56143
Syddanmark;40-49;K;71201;70600
Syddanmark;40-49;M;69570;68885
Syddanmark;50-59;K;81992;81611
Syddanmark;50-59;M;82810;82394
Syddanmark;60-69;K;73596;73394
Syddanmark;60-69;M;72741;72517
Syddanmark;70-79;K;65238;65115
Syddanmark;70-79;M;60099;59964
Syddanmark;80-89;K;29608;29536
Syddanmark;80-89;M;22025;21968
Syddanmark;90+;K;5761;5715
Syddanmark;90+;M;2378;2368
