"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,117402,69219,638676
Frederiksberg,26552,17223,103192
Ballerup,14143,9401,49066
Brøndby,10274,6902,35409
Dragør,4936,3245,14598
Gentofte,22439,14457,74269
Gladsaxe,18249,11380,68935
Glostrup,6718,4584,23495
Herlev,8371,5353,28804
Albertslund,7419,5148,27194
Hvidovre,14635,9699,53277
Høje-Taastrup,14008,9506,52313
Lyngby-Taarbæk,16308,10472,57069
Rødovre,11286,7012,41203
Ishøj,5807,3901,23081
Tårnby,12302,7689,42706
Vallensbæk,4688,3394,16567
Furesø,12723,8471,41078
Allerød,7908,5121,25926
Fredensborg,13523,8871,41035
Helsingør,21785,14502,63118
Hillerød,15769,10091,51855
Hørsholm,9230,6399,24840
Rudersdal,18194,12042,57083
Egedal,12475,8023,43956
Frederikssund,15879,10266,45721
Greve,13818,9288,50611
Køge,16483,10248,61558
Frederiksværk-Hundested,11855,7372,31482
Roskilde,24664,15341,88788
Solrød,6106,3972,23492
Gribskov,15593,9541,41096
Odsherred,12082,7754,32914
Holbæk,20967,13235,72220
Faxe,10178,6367,36864
Kalundborg,14502,9538,48396
Ringsted,8246,5267,35037
Slagelse,24012,15465,79440
Stevns,6908,4372,23259
Sorø,8804,5745,29928
Lejre,8591,5358,28470
Lolland,13140,8483,40356
Næstved,23939,14947,83406
Guldborgsund,20426,12719,60400
Vordingborg,14675,9352,45287
Bornholm,15858,10451,39747
Middelfart,11896,6759,39326
Assens,12324,6674,40873
Faaborg-Midtfyn,15645,8815,51704
Kerteminde,7540,4398,23872
Nyborg,9383,5580,32016
Odense,53129,29721,204874
Svendborg,18719,10575,58824
Nordfyns,8967,4889,29535
Langeland,4637,2448,12346
Ærø,2288,1160,6011
Haderslev,15228,7271,55354
Billund,6853,4323,26533
Sønderborg,22937,10523,73765
Tønder,10601,4980,37008
Esbjerg,33039,21853,115603
Fanø,1359,844,3442
Varde,14135,9454,49720
Vejen,11359,6673,42805
Aabenraa,17574,7380,58584
Fredericia,14093,8308,51439
Horsens,23494,13836,92800
Kolding,23632,13075,93087
Vejle,30537,17507,117748
Herning,24560,15037,89355
Holstebro,17364,9774,58684
Lemvig,6684,4082,19509
Struer,7151,4056,20830
Syddjurs,13829,8104,43422
Norddjurs,12111,7283,36991
Favrskov,12804,7754,48562
Odder,7092,4305,23061
Randers,27047,16899,98424
Silkeborg,26123,16175,96115
Samsø,1614,883,3703
Skanderborg,16279,9636,63622
Århus,79702,46625,352315
Ikast-Brande,11441,7008,41635
Ringkøbing-Skjern,17187,9931,56228
Hedensted,13186,7541,46971
Morsø,6719,4341,20078
Skive,14952,9800,45350
Thisted,12760,7466,43147
Viborg,28300,17636,96704
Brønderslev-Dronninglund,9786,6305,36085
Frederikshavn,18579,11052,58966
Vesthimmerlands,11008,7188,36355
Læsø,1340,540,1778
Rebild,8135,4513,30508
Mariagerfjord,12067,7769,41573
Jammerbugt,11666,6811,38172
Ålborg,54534,33151,219474
Hjørring,19374,10130,64084
