"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,117402,69219,18.4,10.8,638676
Frederiksberg,26552,17223,25.7,16.7,103192
Ballerup,14143,9401,28.8,19.2,49066
Brøndby,10274,6902,29.0,19.5,35409
Dragør,4936,3245,33.8,22.2,14598
Gentofte,22439,14457,30.2,19.5,74269
Gladsaxe,18249,11380,26.5,16.5,68935
Glostrup,6718,4584,28.6,19.5,23495
Herlev,8371,5353,29.1,18.6,28804
Albertslund,7419,5148,27.3,18.9,27194
Hvidovre,14635,9699,27.5,18.2,53277
Høje Tåstrup,14008,9506,26.8,18.2,52313
Lyngby-Taarbæk,16308,10472,28.6,18.3,57069
Rødovre,11286,7012,27.4,17.0,41203
Ishøj,5807,3901,25.2,16.9,23081
Tårnby,12302,7689,28.8,18.0,42706
Vallensbæk,4688,3394,28.3,20.5,16567
Furesø,12723,8471,31.0,20.6,41078
Allerød,7908,5121,30.5,19.8,25926
Fredensborg,13523,8871,33.0,21.6,41035
Helsingør,21785,14502,34.5,23.0,63118
Hillerød,15769,10091,30.4,19.5,51855
Hørsholm,9230,6399,37.2,25.8,24840
Rudersdal,18194,12042,31.9,21.1,57083
Egedal,12475,8023,28.4,18.3,43956
Frederikssund,15879,10266,34.7,22.5,45721
Greve,13818,9288,27.3,18.4,50611
Køge,16483,10248,26.8,16.6,61558
Halsnæs,11855,7372,37.7,23.4,31482
Roskilde,24664,15341,27.8,17.3,88788
Solrød,6106,3972,26.0,16.9,23492
Gribskov,15593,9541,37.9,23.2,41096
Odsherred,12082,7754,36.7,23.6,32914
Holbæk,20967,13235,29.0,18.3,72220
Faxe,10178,6367,27.6,17.3,36864
Kalundborg,14502,9538,30.0,19.7,48396
Ringsted,8246,5267,23.5,15.0,35037
Slagelse,24012,15465,30.2,19.5,79440
Stevns,6908,4372,29.7,18.8,23259
Sorø,8804,5745,29.4,19.2,29928
Lejre,8591,5358,30.2,18.8,28470
Lolland,13140,8483,32.6,21.0,40356
Næstved,23939,14947,28.7,17.9,83406
Guldborgsund,20426,12719,33.8,21.1,60400
Vordingborg,14675,9352,32.4,20.7,45287
Bornholm,15858,10451,39.9,26.3,39747
Middelfart,11896,6759,30.2,17.2,39326
Assens,12324,6674,30.2,16.3,40873
Faaborg-Midtfyn,15645,8815,30.3,17.0,51704
Kerteminde,7540,4398,31.6,18.4,23872
Nyborg,9383,5580,29.3,17.4,32016
Odense,53129,29721,25.9,14.5,204874
Svendborg,18719,10575,31.8,18.0,58824
Nordfyn,8967,4889,30.4,16.6,29535
Langeland,4637,2448,37.6,19.8,12346
Ærø,2288,1160,38.1,19.3,6011
Haderslev,15228,7271,27.5,13.1,55354
Billund,6853,4323,25.8,16.3,26533
Sønderborg,22937,10523,31.1,14.3,73765
Tønder,10601,4980,28.6,13.5,37008
Esbjerg,33039,21853,28.6,18.9,115603
Fanø,1359,844,39.5,24.5,3442
Varde,14135,9454,28.4,19.0,49720
Vejen,11359,6673,26.5,15.6,42805
Aabenraa,17574,7380,30.0,12.6,58584
Fredericia,14093,8308,27.4,16.2,51439
Horsens,23494,13836,25.3,14.9,92800
Kolding,23632,13075,25.4,14.0,93087
Vejle,30537,17507,25.9,14.9,117748
Herning,24560,15037,27.5,16.8,89355
Holstebro,17364,9774,29.6,16.7,58684
Lemvig,6684,4082,34.3,20.9,19509
Struer,7151,4056,34.3,19.5,20830
Syddjurs,13829,8104,31.8,18.7,43422
Norddjurs,12111,7283,32.7,19.7,36991
Favrskov,12804,7754,26.4,16.0,48562
Odder,7092,4305,30.8,18.7,23061
Randers,27047,16899,27.5,17.2,98424
Silkeborg,26123,16175,27.2,16.8,96115
Samsø,1614,883,43.6,23.8,3703
Skanderborg,16279,9636,25.6,15.1,63622
Århus,79702,46625,22.6,13.2,352315
Ikast-Brande,11441,7008,27.5,16.8,41635
Ringkøbing-Skjern,17187,9931,30.6,17.7,56228
Hedensted,13186,7541,28.1,16.1,46971
Morsø,6719,4341,33.5,21.6,20078
Skive,14952,9800,33.0,21.6,45350
Thisted,12760,7466,29.6,17.3,43147
Viborg,28300,17636,29.3,18.2,96704
Brønderslev,9786,6305,27.1,17.5,36085
Frederikshavn,18579,11052,31.5,18.7,58966
Vesthimmerland,11008,7188,30.3,19.8,36355
Læsø,1340,540,75.4,30.4,1778
Rebild,8135,4513,26.7,14.8,30508
Mariagerfjord,12067,7769,29.0,18.7,41573
Jammerbugt,11666,6811,30.6,17.8,38172
Aalborg,54534,33151,24.8,15.1,219474
Hjørring,19374,10130,30.2,15.8,64084
