"Dato";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2021-11-21;1329;829;7641;5882666;4526300;4401237;563368;76.9;74.8;9.58
2021-11-22;3101;2227;28398;5882666;4529401;4403464;591766;77.0;74.9;10.1
2021-11-23;3083;2192;31981;5882666;4532484;4405656;623747;77.0;74.9;10.6
2021-11-24;2819;2446;35183;5882666;4535303;4408102;658930;77.1;74.9;11.2
2021-11-25;2770;2131;33779;5882666;4538073;4410233;692709;77.1;75.0;11.8
2021-11-26;2733;2333;26026;5882666;4540806;4412566;718735;77.2;75.0;12.2
2021-11-27;2220;1668;17911;5882666;4543026;4414234;736646;77.2;75.0;12.5
2021-11-28;3265;1421;17024;5882666;4546291;4415655;753670;77.3;75.1;12.8
2021-11-29;4061;2997;29443;5882666;4550352;4418652;783113;77.4;75.1;13.3
2021-11-30;4891;3615;30410;5882666;4555243;4422267;813523;77.4;75.2;13.8
2021-12-01;5072;3916;33782;5882666;4560315;4426183;847305;77.5;75.2;14.4
2021-12-02;5576;3437;32882;5882666;4565891;4429620;880187;77.6;75.3;15.0
2021-12-03;5142;3594;28203;5882666;4571033;4433214;908390;77.7;75.4;15.4
2021-12-04;6192;2596;17772;5882666;4577225;4435810;926162;77.8;75.4;15.7
2021-12-05;9493;1968;14260;5882666;4586718;4437778;940422;78.0;75.4;16.0
2021-12-06;7608;4832;34819;5882666;4594326;4442610;975241;78.1;75.5;16.6
2021-12-07;10150;4705;38090;5882666;4604476;4447315;1013331;78.3;75.6;17.2
2021-12-08;10853;5212;46907;5882666;4615329;4452527;1060238;78.5;75.7;18.0
2021-12-09;11091;4149;47789;5882666;4626420;4456676;1108027;78.6;75.8;18.8
2021-12-10;10299;3955;49515;5882666;4636719;4460631;1157542;78.8;75.8;19.7
2021-12-11;9373;2358;33958;5882666;4646092;4462989;1191500;79.0;75.9;20.3
2021-12-12;12450;1962;32539;5882666;4658542;4464951;1224039;79.2;75.9;20.8
2021-12-13;8943;4248;83184;5882666;4667485;4469199;1307223;79.3;76.0;22.2
2021-12-14;11029;4297;108598;5882666;4678514;4473496;1415821;79.5;76.0;24.1
2021-12-15;14311;4564;133619;5882666;4692825;4478060;1549440;79.8;76.1;26.3
2021-12-16;14946;3941;147894;5882666;4707771;4482001;1697334;80.0;76.2;28.9
2021-12-17;13016;4085;145903;5882666;4720787;4486086;1843237;80.2;76.3;31.3
2021-12-18;10735;2819;82656;5882666;4731522;4488905;1925893;80.4;76.3;32.7
2021-12-19;9712;2987;70923;5882666;4741234;4491892;1996816;80.6;76.4;33.9
2021-12-20;10459;6197;133021;5882666;4751693;4498089;2129837;80.8;76.5;36.2
2021-12-21;9348;5585;108780;5882666;4761041;4503674;2238617;80.9;76.6;38.1
2021-12-22;6957;5251;93397;5882666;4767998;4508925;2332014;81.1;76.6;39.6
2021-12-23;2937;3005;75771;5882666;4770935;4511930;2407785;81.1;76.7;40.9
2021-12-24;282;227;9389;5882666;4771217;4512157;2417174;81.1;76.7;41.1
2021-12-25;620;449;17947;5882666;4771837;4512606;2435121;81.1;76.7;41.4
2021-12-26;1529;1418;27599;5882666;4773366;4514024;2462720;81.1;76.7;41.9
2021-12-27;6300;12447;91213;5882666;4779666;4526471;2553933;81.2;76.9;43.4
2021-12-28;5211;10245;85172;5882666;4784877;4536716;2639105;81.3;77.1;44.9
2021-12-29;5363;10034;74478;5882666;4790240;4546750;2713583;81.4;77.3;46.1
2021-12-30;2914;6490;43704;5882666;4793154;4553240;2757287;81.5;77.4;46.9
2021-12-31;289;555;4847;5882666;4793443;4553795;2762134;81.5;77.4;47.0
2022-01-01;351;905;6916;5882666;4793794;4554700;2769050;81.5;77.4;47.1
2022-01-02;2121;7559;32880;5882666;4795915;4562259;2801930;81.5;77.6;47.6
2022-01-03;3866;13983;56902;5882666;4799781;4576242;2858832;81.6;77.8;48.6
2022-01-04;3477;11771;53417;5882666;4803258;4588013;2912249;81.7;78.0;49.5
2022-01-05;2734;11235;46934;5882666;4805992;4599248;2959183;81.7;78.2;50.3
2022-01-06;2579;11196;43488;5882666;4808571;4610444;3002671;81.7;78.4;51.0
2022-01-07;3053;11966;45715;5882666;4811624;4622410;3048386;81.8;78.6;51.8
2022-01-08;2270;11115;24359;5882666;4813894;4633525;3072745;81.8;78.8;52.2
2022-01-09;1473;8969;21870;5882666;4815367;4642494;3094615;81.9;78.9;52.6
2022-01-10;1893;8794;35014;5882666;4817260;4651288;3129629;81.9;79.1;53.2
2022-01-11;1793;8420;27972;5882666;4819053;4659708;3157601;81.9;79.2;53.7
2022-01-12;1727;8085;31559;5882666;4820780;4667793;3189160;81.9;79.3;54.2
2022-01-13;1673;6464;35934;5882666;4822453;4674257;3225094;82.0;79.5;54.8
2022-01-14;1838;5581;36131;5882666;4824291;4679838;3261225;82.0;79.6;55.4
2022-01-15;1209;4193;19571;5882666;4825500;4684031;3280796;82.0;79.6;55.8
2022-01-16;731;3692;20689;5882666;4826231;4687723;3301485;82.0;79.7;56.1
2022-01-17;1146;4499;33179;5882666;4827377;4692222;3334664;82.1;79.8;56.7
2022-01-18;1066;4216;26337;5882666;4828443;4696438;3361001;82.1;79.8;57.1
2022-01-19;1091;4331;23020;5882666;4829534;4700769;3384021;82.1;79.9;57.5
2022-01-20;926;3887;19280;5882666;4830460;4704656;3403301;82.1;80.0;57.9
2022-01-21;1096;3600;21281;5882666;4831556;4708256;3424582;82.1;80.0;58.2
2022-01-22;638;2544;10101;5882666;4832194;4710800;3434683;82.1;80.1;58.4
2022-01-23;386;2157;10241;5882666;4832580;4712957;3444924;82.1;80.1;58.6
2022-01-24;525;2612;16196;5882666;4833105;4715569;3461120;82.2;80.2;58.8
2022-01-25;522;2683;12755;5882666;4833627;4718252;3473875;82.2;80.2;59.1
2022-01-26;468;2448;10950;5882666;4834095;4720700;3484825;82.2;80.2;59.2
2022-01-27;434;2275;9564;5882666;4834529;4722975;3494389;82.2;80.3;59.4
2022-01-28;493;2670;10229;5882666;4835022;4725645;3504618;82.2;80.3;59.6
2022-01-29;259;1899;4740;5882666;4835281;4727544;3509358;82.2;80.4;59.7
2022-01-30;182;1674;3518;5882666;4835463;4729218;3512876;82.2;80.4;59.7
2022-01-31;288;1588;7492;5882666;4835751;4730806;3520368;82.2;80.4;59.8
2022-02-01;269;1229;5265;5882666;4836020;4732035;3525633;82.2;80.4;59.9
2022-02-02;276;1194;5033;5882666;4836296;4733229;3530666;82.2;80.5;60.0
2022-02-03;231;1107;4470;5882666;4836527;4734336;3535136;82.2;80.5;60.1
2022-02-04;245;1309;4769;5882666;4836772;4735645;3539905;82.2;80.5;60.2
2022-02-05;151;1012;2518;5882666;4836923;4736657;3542423;82.2;80.5;60.2
2022-02-06;96;595;2208;5882666;4837019;4737252;3544631;82.2;80.5;60.3
2022-02-07;162;883;3943;5882666;4837181;4738135;3548574;82.2;80.5;60.3
2022-02-08;146;1015;3426;5882666;4837327;4739150;3552000;82.2;80.6;60.4
2022-02-09;159;911;3420;5882666;4837486;4740061;3555420;82.2;80.6;60.4
2022-02-10;147;808;3114;5882666;4837633;4740869;3558534;82.2;80.6;60.5
2022-02-11;154;983;3142;5882666;4837787;4741852;3561676;82.2;80.6;60.5
2022-02-12;97;748;1804;5882666;4837884;4742600;3563480;82.2;80.6;60.6
2022-02-13;70;503;1595;5882666;4837954;4743103;3565075;82.2;80.6;60.6
2022-02-14;120;484;2235;5882666;4838074;4743587;3567310;82.2;80.6;60.6
2022-02-15;106;456;1913;5882666;4838180;4744043;3569223;82.2;80.6;60.7
2022-02-16;130;549;1973;5882666;4838310;4744592;3571196;82.2;80.7;60.7
2022-02-17;140;496;1972;5882666;4838450;4745088;3573168;82.2;80.7;60.7
2022-02-18;126;524;1788;5882666;4838576;4745612;3574956;82.3;80.7;60.8
2022-02-19;73;312;868;5882666;4838649;4745924;3575824;82.3;80.7;60.8
2022-02-20;49;255;772;5882666;4838698;4746179;3576596;82.3;80.7;60.8
2022-02-21;87;396;1844;5882666;4838785;4746575;3578440;82.3;80.7;60.8
2022-02-22;113;432;1959;5882666;4838898;4747007;3580399;82.3;80.7;60.9
2022-02-23;95;446;1805;5882666;4838993;4747453;3582204;82.3;80.7;60.9
2022-02-24;114;480;1886;5882666;4839107;4747933;3584090;82.3;80.7;60.9
2022-02-25;93;417;1492;5882666;4839200;4748350;3585582;82.3;80.7;61.0
2022-02-26;73;306;864;5882666;4839273;4748656;3586446;82.3;80.7;61.0
2022-02-27;59;262;804;5882666;4839332;4748918;3587250;82.3;80.7;61.0
2022-02-28;75;333;1549;5882666;4839407;4749251;3588799;82.3;80.7;61.0
2022-03-01;98;308;1454;5882666;4839505;4749559;3590253;82.3;80.7;61.0
2022-03-02;83;372;1449;5882666;4839588;4749931;3591702;82.3;80.7;61.1
2022-03-03;83;259;1288;5882666;4839671;4750190;3592990;82.3;80.7;61.1
2022-03-04;67;278;1203;5882666;4839738;4750468;3594193;82.3;80.8;61.1
2022-03-05;61;219;839;5882666;4839799;4750687;3595032;82.3;80.8;61.1
2022-03-06;62;180;876;5882666;4839861;4750867;3595908;82.3;80.8;61.1
2022-03-07;76;245;1270;5882666;4839937;4751112;3597178;82.3;80.8;61.1
2022-03-08;59;197;1215;5882666;4839996;4751309;3598393;82.3;80.8;61.2
2022-03-09;60;223;1015;5882666;4840056;4751532;3599408;82.3;80.8;61.2
2022-03-10;89;238;1180;5882666;4840145;4751770;3600588;82.3;80.8;61.2
2022-03-11;75;185;1002;5882666;4840220;4751955;3601590;82.3;80.8;61.2
2022-03-12;30;112;422;5882666;4840250;4752067;3602012;82.3;80.8;61.2
2022-03-13;57;154;891;5882666;4840307;4752221;3602903;82.3;80.8;61.2
2022-03-14;80;167;1097;5882666;4840387;4752388;3604000;82.3;80.8;61.3
2022-03-15;63;212;1120;5882666;4840450;4752600;3605120;82.3;80.8;61.3
2022-03-16;60;187;933;5882666;4840510;4752787;3606053;82.3;80.8;61.3
2022-03-17;69;214;1060;5882666;4840579;4753001;3607113;82.3;80.8;61.3
2022-03-18;59;125;853;5882666;4840638;4753126;3607966;82.3;80.8;61.3
2022-03-19;29;112;419;5882666;4840667;4753238;3608385;82.3;80.8;61.3
2022-03-20;44;173;802;5882666;4840711;4753411;3609187;82.3;80.8;61.4
2022-03-21;64;141;938;5882666;4840775;4753552;3610125;82.3;80.8;61.4
2022-03-22;80;156;896;5882666;4840855;4753708;3611021;82.3;80.8;61.4
2022-03-23;48;116;758;5882666;4840903;4753824;3611779;82.3;80.8;61.4
2022-03-24;62;161;871;5882666;4840965;4753985;3612650;82.3;80.8;61.4
2022-03-25;84;161;764;5882666;4841049;4754146;3613414;82.3;80.8;61.4
2022-03-26;29;105;331;5882666;4841078;4754251;3613745;82.3;80.8;61.4
2022-03-27;63;119;584;5882666;4841141;4754370;3614329;82.3;80.8;61.4
2022-03-28;62;168;980;5882666;4841203;4754538;3615309;82.3;80.8;61.5
2022-03-29;56;113;727;5882666;4841259;4754651;3616036;82.3;80.8;61.5
