"Dato";"Aldersgruppe";"Region";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2020-12-08;40-64;Nordjylland;1;0;0;188521;1;0;0;0.00;0.00;0.00
2020-12-11;20-39;Nordjylland;1;0;0;144910;1;0;0;0.00;0.00;0.00
2020-12-16;20-39;Hovedstaden;1;0;0;553128;1;0;0;0.00;0.00;0.00
2020-12-17;20-39;Hovedstaden;1;0;0;553128;2;0;0;0.00;0.00;0.00
2020-12-18;16-19;Sjælland;1;0;0;41245;1;0;0;0.00;0.00;0.00
2020-12-18;20-39;Hovedstaden;1;0;0;553128;3;0;0;0.00;0.00;0.00
2020-12-19;80+;Hovedstaden;1;0;0;80867;1;0;0;0.00;0.00;0.00
2020-12-20;40-64;Hovedstaden;1;0;0;586823;1;0;0;0.00;0.00;0.00
2020-12-21;20-39;Midtjylland;1;0;0;350404;1;0;0;0.00;0.00;0.00
2020-12-21;40-64;Hovedstaden;2;0;0;586823;3;0;0;0.00;0.00;0.00
2020-12-22;20-39;Syddanmark;1;0;0;282652;1;0;0;0.00;0.00;0.00
2020-12-22;40-64;Midtjylland;2;0;0;422348;2;0;0;0.00;0.00;0.00
2020-12-22;40-64;Syddanmark;1;0;0;403500;1;0;0;0.00;0.00;0.00
2020-12-22;65-79;Hovedstaden;1;0;0;244543;1;0;0;0.00;0.00;0.00
2020-12-23;40-64;Hovedstaden;1;0;0;586823;4;0;0;0.00;0.00;0.00
2020-12-23;40-64;Midtjylland;1;0;0;422348;3;0;0;0.00;0.00;0.00
2020-12-23;80+;Hovedstaden;1;0;0;80867;2;0;0;0.00;0.00;0.00
2020-12-23;80+;Midtjylland;1;0;0;64353;1;0;0;0.00;0.00;0.00
2020-12-24;20-39;Hovedstaden;1;0;0;553128;4;0;0;0.00;0.00;0.00
2020-12-24;20-39;Sjælland;1;0;0;171550;1;0;0;0.00;0.00;0.00
2020-12-24;40-64;Hovedstaden;1;0;0;586823;5;0;0;0.00;0.00;0.00
2020-12-24;65-79;Hovedstaden;1;0;0;244543;2;0;0;0.00;0.00;0.00
2020-12-26;20-39;Hovedstaden;1;0;0;553128;5;0;0;0.00;0.00;0.00
2020-12-26;20-39;Sjælland;1;0;0;171550;2;0;0;0.00;0.00;0.00
2020-12-26;40-64;Sjælland;1;0;0;291844;1;0;0;0.00;0.00;0.00
2020-12-26;65-79;Hovedstaden;2;0;0;244543;4;0;0;0.00;0.00;0.00
2020-12-27;16-19;Hovedstaden;1;0;0;80663;1;0;0;0.00;0.00;0.00
2020-12-27;16-19;Midtjylland;4;0;0;65672;4;0;0;0.01;0.00;0.00
2020-12-27;16-19;Sjælland;1;0;0;41245;2;0;0;0.00;0.00;0.00
2020-12-27;20-39;Hovedstaden;454;0;0;553128;459;0;0;0.08;0.00;0.00
2020-12-27;20-39;Midtjylland;339;0;0;350404;340;0;0;0.10;0.00;0.00
2020-12-27;20-39;Nordjylland;238;0;0;144910;239;0;0;0.16;0.00;0.00
2020-12-27;20-39;Sjælland;147;0;0;171550;149;0;0;0.09;0.00;0.00
2020-12-27;20-39;Syddanmark;37;0;0;282652;38;0;0;0.01;0.00;0.00
2020-12-27;40-64;Hovedstaden;817;0;0;586823;822;0;0;0.14;0.00;0.00
2020-12-27;40-64;Midtjylland;714;0;0;422348;717;0;0;0.17;0.00;0.00
2020-12-27;40-64;Nordjylland;403;0;0;188521;404;0;0;0.21;0.00;0.00
2020-12-27;40-64;Sjælland;468;0;0;291844;469;0;0;0.16;0.00;0.00
2020-12-27;40-64;Syddanmark;154;0;0;403500;155;0;0;0.04;0.00;0.00
2020-12-27;65-79;Hovedstaden;162;0;0;244543;166;0;0;0.07;0.00;0.00
2020-12-27;65-79;Midtjylland;278;0;0;203643;278;0;0;0.14;0.00;0.00
2020-12-27;65-79;Nordjylland;115;0;0;100131;115;0;0;0.11;0.00;0.00
2020-12-27;65-79;Sjælland;208;0;0;151665;208;0;0;0.14;0.00;0.00
2020-12-27;65-79;Syddanmark;78;0;0;205144;78;0;0;0.04;0.00;0.00
2020-12-27;80+;Hovedstaden;125;0;0;80867;127;0;0;0.16;0.00;0.00
2020-12-27;80+;Midtjylland;360;0;0;64353;361;0;0;0.56;0.00;0.00
2020-12-27;80+;Nordjylland;180;0;0;32942;180;0;0;0.55;0.00;0.00
2020-12-27;80+;Sjælland;327;0;0;46575;327;0;0;0.70;0.00;0.00
2020-12-27;80+;Syddanmark;132;0;0;69197;132;0;0;0.19;0.00;0.00
2020-12-28;12-15;Syddanmark;1;0;0;58557;1;0;0;0.00;0.00;0.00
2020-12-28;16-19;Hovedstaden;1;0;0;80663;2;0;0;0.00;0.00;0.00
2020-12-28;16-19;Syddanmark;1;0;0;59628;1;0;0;0.00;0.00;0.00
2020-12-28;20-39;Hovedstaden;130;0;0;553128;589;0;0;0.11;0.00;0.00
2020-12-28;20-39;Midtjylland;56;0;0;350404;396;0;0;0.11;0.00;0.00
2020-12-28;20-39;Nordjylland;23;0;0;144910;262;0;0;0.18;0.00;0.00
2020-12-28;20-39;Sjælland;129;0;0;171550;278;0;0;0.16;0.00;0.00
2020-12-28;20-39;Syddanmark;107;0;0;282652;145;0;0;0.05;0.00;0.00
2020-12-28;40-64;Hovedstaden;201;0;0;586823;1023;0;0;0.17;0.00;0.00
2020-12-28;40-64;Midtjylland;126;0;0;422348;843;0;0;0.20;0.00;0.00
2020-12-28;40-64;Nordjylland;73;0;0;188521;477;0;0;0.25;0.00;0.00
2020-12-28;40-64;Sjælland;378;0;0;291844;847;0;0;0.29;0.00;0.00
2020-12-28;40-64;Syddanmark;310;0;0;403500;465;0;0;0.12;0.00;0.00
