"Region";"Aldersgruppe";"Køn";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Dækning 1. stik (%)";"Dækning 2. stik (%)";"Dækning 3. stik (%)"
Hovedstaden;00-02;K;2;0;0;31596;0.01;0.00;0.00
Hovedstaden;00-02;M;0;0;0;33500;0.00;0.00;0.00
Hovedstaden;03-04;K;9;4;0;20012;0.04;0.02;0.00
Hovedstaden;03-04;M;12;7;0;20951;0.06;0.03;0.00
Hovedstaden;05-11;K;29333;22922;2;68740;42.7;33.3;0.00
Hovedstaden;05-11;M;30823;24119;0;72061;42.8;33.5;0.00
Hovedstaden;12-15;K;34375;33397;227;44155;77.9;75.6;0.51
Hovedstaden;12-15;M;36341;35245;242;46819;77.6;75.3;0.52
Hovedstaden;16-19;K;36143;35562;18209;41064;88.0;86.6;44.3
Hovedstaden;16-19;M;36285;35534;16650;42051;86.3;84.5;39.6
Hovedstaden;20-39;K;233965;229183;155085;279725;83.6;81.9;55.4
Hovedstaden;20-39;M;224571;218215;137811;274750;81.7;79.4;50.2
Hovedstaden;40-64;K;272449;270654;240618;294725;92.4;91.8;81.6
Hovedstaden;40-64;M;267674;265750;234750;293142;91.3;90.7;80.1
Hovedstaden;65-79;K;124258;123970;120368;128783;96.5;96.3;93.5
Hovedstaden;65-79;M;106274;106048;102985;109917;96.7;96.5;93.7
Hovedstaden;80+;K;42597;42467;41146;44215;96.3;96.0;93.1
Hovedstaden;80+;M;25614;25559;24922;26378;97.1;96.9;94.5
Midtjylland;00-02;K;3;1;0;21537;0.01;0.00;0.00
Midtjylland;00-02;M;1;0;0;22723;0.00;0.00;0.00
Midtjylland;03-04;K;10;2;0;14176;0.07;0.01;0.00
Midtjylland;03-04;M;4;2;0;15148;0.03;0.01;0.00
Midtjylland;05-11;K;26160;21729;0;50608;51.7;42.9;0.00
Midtjylland;05-11;M;27727;22979;0;53188;52.1;43.2;0.00
Midtjylland;12-15;K;29481;28891;142;34620;85.2;83.5;0.41
Midtjylland;12-15;M;30655;30007;149;36067;85.0;83.2;0.41
Midtjylland;16-19;K;30489;30217;16277;33113;92.1;91.3;49.2
Midtjylland;16-19;M;30839;30459;15092;33968;90.8;89.7;44.4
Midtjylland;20-39;K;148305;146013;104800;170171;87.2;85.8;61.6
Midtjylland;20-39;M;150911;147693;98232;178985;84.3;82.5;54.9
Midtjylland;40-64;K;200483;199707;184859;212156;94.5;94.1;87.1
Midtjylland;40-64;M;199459;198564;181319;213392;93.5;93.1;85.0
Midtjylland;65-79;K;99831;99719;97901;102319;97.6;97.5;95.7
Midtjylland;65-79;M;93924;93812;92023;96303;97.5;97.4;95.6
Midtjylland;80+;K;32205;32138;31425;33092;97.3;97.1;95.0
Midtjylland;80+;M;22475;22443;22014;22945;98.0;97.8;95.9
Nordjylland;00-02;K;0;0;0;8594;0.00;0.00;0.00
Nordjylland;00-02;M;0;0;0;9008;0.00;0.00;0.00
Nordjylland;03-04;K;6;3;0;5891;0.10;0.05;0.00
Nordjylland;03-04;M;2;0;0;6117;0.03;0.00;0.00
Nordjylland;05-11;K;10596;8774;1;20757;51.0;42.3;0.00
Nordjylland;05-11;M;11065;9063;0;21847;50.6;41.5;0.00
Nordjylland;12-15;K;12267;11976;32;14395;85.2;83.2;0.22
Nordjylland;12-15;M;13070;12757;38;15326;85.3;83.2;0.25
Nordjylland;16-19;K;12660;12552;6602;13721;92.3;91.5;48.1
Nordjylland;16-19;M;13137;12934;6206;14374;91.4;90.0;43.2
Nordjylland;20-39;K;59525;58471;40687;68258;87.2;85.7;59.6
Nordjylland;20-39;M;64192;62540;39890;76147;84.3;82.1;52.4
Nordjylland;40-64;K;89376;89001;82398;94474;94.6;94.2;87.2
Nordjylland;40-64;M;89694;89241;81120;96136;93.3;92.8;84.4
Nordjylland;65-79;K;48883;48805;47801;50122;97.5;97.4;95.4
Nordjylland;65-79;M;46692;46622;45608;47934;97.4;97.3;95.1
Nordjylland;80+;K;16295;16269;15877;16794;97.0;96.9;94.5
Nordjylland;80+;M;11533;11514;11273;11848;97.3;97.2;95.1
