"Dato";"Aldersgruppe";"Region";"Antal 1. stik";"Antal 2. stik";"Antal 3. stik";"Antal borgere";"Samlet antal 1. stik";"Samlet antal 2. stik";"Samlet antal 3. stik";"Samlet dækning 1. stik (%)";"Samlet dækning 2. stik (%)";"Samlet dækning 3. stik (%)"
2020-12-08;40-49;Nordjylland;1;0;0;70723;1;0;0;0.00;0.00;0.00
2020-12-11;20-29;Nordjylland;1;0;0;77891;1;0;0;0.00;0.00;0.00
2020-12-16;20-29;Hovedstaden;1;0;0;291624;1;0;0;0.00;0.00;0.00
2020-12-17;30-39;Hovedstaden;1;0;0;262851;1;0;0;0.00;0.00;0.00
2020-12-18;10-19;Sjælland;1;0;0;104942;1;0;0;0.00;0.00;0.00
2020-12-18;30-39;Hovedstaden;1;0;0;262851;2;0;0;0.00;0.00;0.00
2020-12-19;80-89;Hovedstaden;1;0;0;60654;1;0;0;0.00;0.00;0.00
2020-12-20;40-49;Hovedstaden;1;0;0;247727;1;0;0;0.00;0.00;0.00
2020-12-21;30-39;Hovedstaden;1;0;0;262851;3;0;0;0.00;0.00;0.00
2020-12-21;30-39;Midtjylland;1;0;0;160173;1;0;0;0.00;0.00;0.00
2020-12-21;40-49;Hovedstaden;1;0;0;247727;2;0;0;0.00;0.00;0.00
2020-12-22;20-29;Syddanmark;1;0;0;143879;1;0;0;0.00;0.00;0.00
2020-12-22;30-39;Midtjylland;1;0;0;160173;2;0;0;0.00;0.00;0.00
2020-12-22;30-39;Syddanmark;1;0;0;137307;1;0;0;0.00;0.00;0.00
2020-12-22;40-49;Midtjylland;1;0;0;168172;1;0;0;0.00;0.00;0.00
2020-12-22;60-69;Hovedstaden;1;0;0;181668;1;0;0;0.00;0.00;0.00
2020-12-23;40-49;Midtjylland;1;0;0;168172;2;0;0;0.00;0.00;0.00
2020-12-23;50-59;Hovedstaden;1;0;0;242748;1;0;0;0.00;0.00;0.00
2020-12-23;90+;Hovedstaden;1;0;0;9939;1;0;0;0.01;0.00;0.00
2020-12-23;90+;Midtjylland;1;0;0;7549;1;0;0;0.01;0.00;0.00
2020-12-24;20-29;Hovedstaden;1;0;0;291624;2;0;0;0.00;0.00;0.00
