"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser"
Nordjylland;2021-01-03;F;110;7;8;1761;170144;9460
Sjælland;2021-01-03;F;114;2;8;1763;170258;9468
Syddanmark;2021-01-03;F;115;1;5;1764;170373;9473
Hovedstaden;2021-01-03;M;322;3;24;1767;170695;9497
Midtjylland;2021-01-03;M;145;0;6;1767;170840;9503
Nordjylland;2021-01-03;M;68;3;6;1770;170908;9509
Sjælland;2021-01-03;M;107;2;11;1772;171015;9520
Syddanmark;2021-01-03;M;111;0;9;1772;171126;9529
Hovedstaden;2021-01-04;F;581;16;31;1788;171707;9560
Midtjylland;2021-01-04;F;245;5;7;1793;171952;9567
Nordjylland;2021-01-04;F;108;2;6;1795;172060;9573
Sjælland;2021-01-04;F;219;1;8;1796;172279;9581
Syddanmark;2021-01-04;F;175;0;7;1796;172454;9588
Hovedstaden;2021-01-04;M;477;12;35;1808;172931;9623
Midtjylland;2021-01-04;M;213;3;11;1811;173144;9634
Nordjylland;2021-01-04;M;102;2;6;1813;173246;9640
Sjælland;2021-01-04;M;179;2;12;1815;173425;9652
Syddanmark;2021-01-04;M;172;1;6;1816;173597;9658
Hovedstaden;2021-01-05;F;447;0;24;1816;174044;9682
Midtjylland;2021-01-05;F;182;4;11;1820;174226;9693
Nordjylland;2021-01-05;F;85;2;4;1822;174311;9697
Sjælland;2021-01-05;F;205;3;10;1825;174516;9707
Syddanmark;2021-01-05;F;157;3;10;1828;174673;9717
Hovedstaden;2021-01-05;M;378;7;22;1835;175051;9739
Midtjylland;2021-01-05;M;133;0;11;1835;175184;9750
Nordjylland;2021-01-05;M;69;0;3;1835;175253;9753
Sjælland;2021-01-05;M;145;3;9;1838;175398;9762
Syddanmark;2021-01-05;M;122;1;11;1839;175520;9773
Hovedstaden;2021-01-06;F;402;9;31;1848;175922;9804
Midtjylland;2021-01-06;F;154;5;12;1853;176076;9816
Nordjylland;2021-01-06;F;89;0;3;1853;176165;9819
Sjælland;2021-01-06;F;142;3;17;1856;176307;9836
Syddanmark;2021-01-06;F;112;0;6;1856;176419;9842
Hovedstaden;2021-01-06;M;311;10;28;1866;176730;9870
Midtjylland;2021-01-06;M;124;3;10;1869;176854;9880
Nordjylland;2021-01-06;M;87;2;2;1871;176941;9882
Sjælland;2021-01-06;M;129;3;10;1874;177070;9892
Syddanmark;2021-01-06;M;100;0;2;1874;177170;9894
Hovedstaden;2021-01-07;F;318;6;18;1880;177488;9912
Midtjylland;2021-01-07;F;189;5;11;1885;177677;9923
Nordjylland;2021-01-07;F;70;1;4;1886;177747;9927
Sjælland;2021-01-07;F;152;3;15;1889;177899;9942
Syddanmark;2021-01-07;F;136;2;8;1891;178035;9950
Hovedstaden;2021-01-07;M;265;3;20;1894;178300;9970
Midtjylland;2021-01-07;M;147;8;16;1902;178447;9986
Nordjylland;2021-01-07;M;74;1;2;1903;178521;9988
Sjælland;2021-01-07;M;96;4;15;1907;178617;10003
Syddanmark;2021-01-07;M;136;3;9;1910;178753;10012
Hovedstaden;2021-01-08;F;338;5;26;1915;179091;10038
Midtjylland;2021-01-08;F;144;1;11;1916;179235;10049
Nordjylland;2021-01-08;F;57;1;2;1917;179292;10051
Sjælland;2021-01-08;F;107;1;5;1918;179399;10056
Syddanmark;2021-01-08;F;118;1;8;1919;179517;10064
Hovedstaden;2021-01-08;M;269;7;22;1926;179786;10086
Midtjylland;2021-01-08;M;109;3;10;1929;179895;10096
Nordjylland;2021-01-08;M;59;2;9;1931;179954;10105
Sjælland;2021-01-08;M;115;2;10;1933;180069;10115
Syddanmark;2021-01-08;M;110;1;6;1934;180179;10121
Hovedstaden;2021-01-09;F;255;3;20;1937;180434;10141
Midtjylland;2021-01-09;F;114;2;3;1939;180548;10144
Nordjylland;2021-01-09;F;51;0;2;1939;180599;10146
Sjælland;2021-01-09;F;113;3;12;1942;180712;10158
Syddanmark;2021-01-09;F;88;3;4;1945;180800;10162
Hovedstaden;2021-01-09;M;225;9;29;1954;181025;10191
Midtjylland;2021-01-09;M;109;3;6;1957;181134;10197
Nordjylland;2021-01-09;M;50;0;3;1957;181184;10200
Sjælland;2021-01-09;M;99;3;14;1960;181283;10214
Syddanmark;2021-01-09;M;86;3;6;1963;181369;10220
Hovedstaden;2021-01-10;F;210;2;17;1965;181579;10237
Midtjylland;2021-01-10;F;100;2;6;1967;181679;10243
Nordjylland;2021-01-10;F;45;0;3;1967;181724;10246
Sjælland;2021-01-10;F;86;3;13;1970;181810;10259
Syddanmark;2021-01-10;F;75;1;7;1971;181885;10266
Hovedstaden;2021-01-10;M;198;7;23;1978;182083;10289
Midtjylland;2021-01-10;M;85;1;7;1979;182168;10296
Nordjylland;2021-01-10;M;36;2;4;1981;182204;10300
Sjælland;2021-01-10;M;81;1;6;1982;182285;10306
Syddanmark;2021-01-10;M;74;1;4;1983;182359;10310
Hovedstaden;2021-01-11;F;365;7;31;1990;182724;10341
Midtjylland;2021-01-11;F;104;1;9;1991;182828;10350
Nordjylland;2021-01-11;F;57;1;1;1992;182885;10351
Sjælland;2021-01-11;F;126;4;11;1996;183011;10362
Syddanmark;2021-01-11;F;114;2;9;1998;183125;10371
Hovedstaden;2021-01-11;M;248;9;19;2007;183373;10390
Midtjylland;2021-01-11;M;91;3;7;2010;183464;10397
Nordjylland;2021-01-11;M;50;0;1;2010;183514;10398
Sjælland;2021-01-11;M;97;1;12;2011;183611;10410
Syddanmark;2021-01-11;M;92;2;10;2013;183703;10420
Hovedstaden;2021-01-12;F;317;10;28;2023;184020;10448
Midtjylland;2021-01-12;F;97;3;9;2026;184117;10457
Nordjylland;2021-01-12;F;53;1;2;2027;184170;10459
Sjælland;2021-01-12;F;124;1;7;2028;184294;10466
Syddanmark;2021-01-12;F;73;0;3;2028;184367;10469
Hovedstaden;2021-01-12;M;267;4;20;2032;184634;10489
Midtjylland;2021-01-12;M;81;2;5;2034;184715;10494
Nordjylland;2021-01-12;M;52;1;3;2035;184767;10497
Sjælland;2021-01-12;M;110;5;10;2040;184877;10507
Syddanmark;2021-01-12;M;76;2;6;2042;184953;10513
Hovedstaden;2021-01-13;F;269;7;25;2049;185222;10538
Midtjylland;2021-01-13;F;102;2;0;2051;185324;10538
Nordjylland;2021-01-13;F;65;2;4;2053;185389;10542
Sjælland;2021-01-13;F;76;2;12;2055;185465;10554
Syddanmark;2021-01-13;F;83;1;1;2056;185548;10555
Hovedstaden;2021-01-13;M;241;3;27;2059;185789;10582
Midtjylland;2021-01-13;M;69;0;4;2059;185858;10586
Nordjylland;2021-01-13;M;53;2;4;2061;185911;10590
Sjælland;2021-01-13;M;80;3;13;2064;185991;10603
Syddanmark;2021-01-13;M;68;0;2;2064;186059;10605
Hovedstaden;2021-01-14;F;222;4;16;2068;186281;10621
Midtjylland;2021-01-14;F;105;1;4;2069;186386;10625
Nordjylland;2021-01-14;F;49;0;1;2069;186435;10626
Sjælland;2021-01-14;F;97;1;7;2070;186532;10633
Syddanmark;2021-01-14;F;86;1;4;2071;186618;10637
Hovedstaden;2021-01-14;M;200;9;25;2080;186818;10662
Midtjylland;2021-01-14;M;82;1;7;2081;186900;10669
Nordjylland;2021-01-14;M;47;0;1;2081;186947;10670
Sjælland;2021-01-14;M;49;1;4;2082;186996;10674
Syddanmark;2021-01-14;M;64;0;2;2082;187060;10676
Hovedstaden;2021-01-15;F;200;2;13;2084;187260;10689
Midtjylland;2021-01-15;F;64;2;6;2086;187324;10695
Nordjylland;2021-01-15;F;33;0;1;2086;187357;10696
Sjælland;2021-01-15;F;67;2;5;2088;187424;10701
Syddanmark;2021-01-15;F;70;0;6;2088;187494;10707
Hovedstaden;2021-01-15;M;190;3;15;2091;187684;10722
Midtjylland;2021-01-15;M;54;2;8;2093;187738;10730
Nordjylland;2021-01-15;M;47;2;7;2095;187785;10737
Sjælland;2021-01-15;M;65;3;10;2098;187850;10747
Syddanmark;2021-01-15;M;58;2;7;2100;187908;10754
Hovedstaden;2021-01-16;F;176;5;11;2105;188084;10765
Midtjylland;2021-01-16;F;35;1;3;2106;188119;10768
Nordjylland;2021-01-16;F;37;0;1;2106;188156;10769
Sjælland;2021-01-16;F;50;1;2;2107;188206;10771
Syddanmark;2021-01-16;F;73;2;10;2109;188279;10781
Hovedstaden;2021-01-16;M;163;3;20;2112;188442;10801
Midtjylland;2021-01-16;M;37;0;3;2112;188479;10804
Nordjylland;2021-01-16;M;37;2;5;2114;188516;10809
Sjælland;2021-01-16;M;55;0;4;2114;188571;10813
Syddanmark;2021-01-16;M;54;0;6;2114;188625;10819
Hovedstaden;2021-01-17;F;170;2;16;2116;188795;10835
Midtjylland;2021-01-17;F;43;0;2;2116;188838;10837
Nordjylland;2021-01-17;F;29;2;2;2118;188867;10839
Sjælland;2021-01-17;F;63;0;9;2118;188930;10848
Syddanmark;2021-01-17;F;49;1;2;2119;188979;10850
Hovedstaden;2021-01-17;M;149;3;17;2122;189128;10867
Midtjylland;2021-01-17;M;35;0;1;2122;189163;10868
Nordjylland;2021-01-17;M;33;2;3;2124;189196;10871
Sjælland;2021-01-17;M;52;1;7;2125;189248;10878
Syddanmark;2021-01-17;M;48;0;4;2125;189296;10882
Hovedstaden;2021-01-18;F;235;6;23;2131;189531;10905
Midtjylland;2021-01-18;F;65;1;3;2132;189596;10908
Nordjylland;2021-01-18;F;42;0;4;2132;189638;10912
Sjælland;2021-01-18;F;78;2;6;2134;189716;10918
Syddanmark;2021-01-18;F;77;2;6;2136;189793;10924
Hovedstaden;2021-01-18;M;203;8;36;2144;189996;10960
Midtjylland;2021-01-18;M;54;1;5;2145;190050;10965
Nordjylland;2021-01-18;M;30;3;4;2148;190080;10969
Sjælland;2021-01-18;M;62;1;11;2149;190142;10980
Syddanmark;2021-01-18;M;75;0;3;2149;190217;10983
Hovedstaden;2021-01-19;F;188;2;18;2151;190405;11001
Midtjylland;2021-01-19;F;65;1;3;2152;190470;11004
Nordjylland;2021-01-19;F;43;1;6;2153;190513;11010
Sjælland;2021-01-19;F;84;1;6;2154;190597;11016
Syddanmark;2021-01-19;F;80;3;3;2157;190677;11019
Hovedstaden;2021-01-19;M;174;7;25;2164;190851;11044
Midtjylland;2021-01-19;M;47;2;7;2166;190898;11051
Nordjylland;2021-01-19;M;50;3;7;2169;190948;11058
Sjælland;2021-01-19;M;80;1;10;2170;191028;11068
Syddanmark;2021-01-19;M;101;3;7;2173;191129;11075
Hovedstaden;2021-01-20;F;163;3;10;2176;191292;11085
Midtjylland;2021-01-20;F;60;1;2;2177;191352;11087
Nordjylland;2021-01-20;F;41;2;5;2179;191393;11092
Sjælland;2021-01-20;F;70;1;7;2180;191463;11099
Syddanmark;2021-01-20;F;57;1;5;2181;191520;11104
Hovedstaden;2021-01-20;M;153;3;10;2184;191673;11114
Midtjylland;2021-01-20;M;50;0;8;2184;191723;11122
Nordjylland;2021-01-20;M;39;0;5;2184;191762;11127
Sjælland;2021-01-20;M;78;0;4;2184;191840;11131
Syddanmark;2021-01-20;M;61;0;5;2184;191901;11136
Hovedstaden;2021-01-21;F;190;5;19;2189;192091;11155
Midtjylland;2021-01-21;F;63;1;4;2190;192154;11159
Nordjylland;2021-01-21;F;46;0;3;2190;192200;11162
Sjælland;2021-01-21;F;75;0;5;2190;192275;11167
Syddanmark;2021-01-21;F;57;2;5;2192;192332;11172
Hovedstaden;2021-01-21;M;186;5;24;2197;192518;11196
Midtjylland;2021-01-21;M;57;0;5;2197;192575;11201
Nordjylland;2021-01-21;M;28;0;2;2197;192603;11203
Sjælland;2021-01-21;M;71;0;11;2197;192674;11214
Syddanmark;2021-01-21;M;76;2;5;2199;192750;11219
Hovedstaden;2021-01-22;F;148;5;8;2204;192898;11227
Midtjylland;2021-01-22;F;51;1;4;2205;192949;11231
Nordjylland;2021-01-22;F;40;1;3;2206;192989;11234
Sjælland;2021-01-22;F;74;2;9;2208;193063;11243
Syddanmark;2021-01-22;F;52;1;3;2209;193115;11246
Hovedstaden;2021-01-22;M;137;3;11;2212;193252;11257
Midtjylland;2021-01-22;M;44;1;2;2213;193296;11259
Nordjylland;2021-01-22;M;43;3;5;2216;193339;11264
Sjælland;2021-01-22;M;56;1;6;2217;193395;11270
Syddanmark;2021-01-22;M;64;0;2;2217;193459;11272
Hovedstaden;2021-01-23;F;137;2;12;2219;193596;11284
Midtjylland;2021-01-23;F;42;1;2;2220;193638;11286
Nordjylland;2021-01-23;F;20;0;1;2220;193658;11287
Sjælland;2021-01-23;F;54;2;5;2222;193712;11292
Syddanmark;2021-01-23;F;44;0;3;2222;193756;11295
Hovedstaden;2021-01-23;M;120;2;13;2224;193876;11308
Midtjylland;2021-01-23;M;42;0;5;2224;193918;11313
Nordjylland;2021-01-23;M;24;1;3;2225;193942;11316
Sjælland;2021-01-23;M;46;1;4;2226;193988;11320
Syddanmark;2021-01-23;M;59;1;3;2227;194047;11323
Hovedstaden;2021-01-24;F;124;0;12;2227;194171;11335
Midtjylland;2021-01-24;F;32;1;0;2228;194203;11335
Nordjylland;2021-01-24;F;28;1;4;2229;194231;11339
Sjælland;2021-01-24;F;42;3;4;2232;194273;11343
Syddanmark;2021-01-24;F;48;0;1;2232;194321;11344
Hovedstaden;2021-01-24;M;121;2;11;2234;194442;11355
Midtjylland;2021-01-24;M;23;1;2;2235;194465;11357
Nordjylland;2021-01-24;M;29;0;1;2235;194494;11358
Sjælland;2021-01-24;M;42;0;4;2235;194536;11362
Syddanmark;2021-01-24;M;23;0;1;2235;194559;11363
Hovedstaden;2021-01-25;F;160;5;11;2240;194719;11374
Midtjylland;2021-01-25;F;42;0;5;2240;194761;11379
Nordjylland;2021-01-25;F;28;0;2;2240;194789;11381
Sjælland;2021-01-25;F;67;1;8;2241;194856;11389
Syddanmark;2021-01-25;F;50;0;4;2241;194906;11393
Hovedstaden;2021-01-25;M;171;3;16;2244;195077;11409
Midtjylland;2021-01-25;M;41;0;2;2244;195118;11411
Nordjylland;2021-01-25;M;23;0;2;2244;195141;11413
Sjælland;2021-01-25;M;63;0;6;2244;195204;11419
Syddanmark;2021-01-25;M;72;0;6;2244;195276;11425
Hovedstaden;2021-01-26;F;140;1;8;2245;195416;11433
Midtjylland;2021-01-26;F;47;0;3;2245;195463;11436
Nordjylland;2021-01-26;F;34;0;0;2245;195497;11436
Sjælland;2021-01-26;F;69;0;5;2245;195566;11441
Syddanmark;2021-01-26;F;59;0;1;2245;195625;11442
Hovedstaden;2021-01-26;M;134;2;12;2247;195759;11454
Midtjylland;2021-01-26;M;47;3;4;2250;195806;11458
Nordjylland;2021-01-26;M;33;0;4;2250;195839;11462
Sjælland;2021-01-26;M;67;1;6;2251;195906;11468
Syddanmark;2021-01-26;M;47;0;0;2251;195953;11468
Hovedstaden;2021-01-27;F;139;1;12;2252;196092;11480
Midtjylland;2021-01-27;F;35;0;1;2252;196127;11481
Nordjylland;2021-01-27;F;13;0;1;2252;196140;11482
Sjælland;2021-01-27;F;50;1;3;2253;196190;11485
Syddanmark;2021-01-27;F;39;1;3;2254;196229;11488
Hovedstaden;2021-01-27;M;111;4;11;2258;196340;11499
Midtjylland;2021-01-27;M;28;1;3;2259;196368;11502
Nordjylland;2021-01-27;M;23;0;2;2259;196391;11504
Sjælland;2021-01-27;M;52;3;8;2262;196443;11512
Syddanmark;2021-01-27;M;40;0;3;2262;196483;11515
Hovedstaden;2021-01-28;F;131;2;11;2264;196614;11526
Midtjylland;2021-01-28;F;43;1;4;2265;196657;11530
Nordjylland;2021-01-28;F;22;0;0;2265;196679;11530
Sjælland;2021-01-28;F;50;0;5;2265;196729;11535
Syddanmark;2021-01-28;F;30;0;2;2265;196759;11537
Hovedstaden;2021-01-28;M;105;4;9;2269;196864;11546
Midtjylland;2021-01-28;M;28;0;1;2269;196892;11547
Nordjylland;2021-01-28;M;18;2;3;2271;196910;11550
Sjælland;2021-01-28;M;33;0;4;2271;196943;11554
Syddanmark;2021-01-28;M;39;1;1;2272;196982;11555
Hovedstaden;2021-01-29;F;99;4;6;2276;197081;11561
Midtjylland;2021-01-29;F;19;0;2;2276;197100;11563
Nordjylland;2021-01-29;F;17;0;2;2276;197117;11565
Sjælland;2021-01-29;F;38;1;5;2277;197155;11570
Syddanmark;2021-01-29;F;34;0;0;2277;197189;11570
Hovedstaden;2021-01-29;M;84;3;8;2280;197273;11578
Midtjylland;2021-01-29;M;26;1;3;2281;197299;11581
Nordjylland;2021-01-29;M;14;0;3;2281;197313;11584
Sjælland;2021-01-29;M;24;0;3;2281;197337;11587
Syddanmark;2021-01-29;M;46;1;0;2282;197383;11587
Hovedstaden;2021-01-30;F;74;4;8;2286;197457;11595
Midtjylland;2021-01-30;F;12;0;1;2286;197469;11596
Nordjylland;2021-01-30;F;12;0;1;2286;197481;11597
Sjælland;2021-01-30;F;31;0;3;2286;197512;11600
Syddanmark;2021-01-30;F;36;0;2;2286;197548;11602
Hovedstaden;2021-01-30;M;91;0;7;2286;197639;11609
Midtjylland;2021-01-30;M;26;0;0;2286;197665;11609
Nordjylland;2021-01-30;M;17;1;1;2287;197682;11610
Sjælland;2021-01-30;M;25;0;2;2287;197707;11612
Syddanmark;2021-01-30;M;34;0;1;2287;197741;11613
Hovedstaden;2021-01-31;F;85;3;7;2290;197826;11620
Midtjylland;2021-01-31;F;25;1;2;2291;197851;11622
Nordjylland;2021-01-31;F;12;0;0;2291;197863;11622
Sjælland;2021-01-31;F;25;0;3;2291;197888;11625
Syddanmark;2021-01-31;F;30;1;2;2292;197918;11627
Hovedstaden;2021-01-31;M;91;0;10;2292;198009;11637
Midtjylland;2021-01-31;M;20;0;3;2292;198029;11640
Nordjylland;2021-01-31;M;20;0;1;2292;198049;11641
Sjælland;2021-01-31;M;36;0;4;2292;198085;11645
Syddanmark;2021-01-31;M;36;0;3;2292;198121;11648
Hovedstaden;2021-02-01;F;99;1;8;2293;198220;11656
Midtjylland;2021-02-01;F;36;0;3;2293;198256;11659
Nordjylland;2021-02-01;F;24;0;2;2293;198280;11661
Sjælland;2021-02-01;F;52;0;3;2293;198332;11664
Syddanmark;2021-02-01;F;52;1;5;2294;198384;11669
Hovedstaden;2021-02-01;M;107;5;13;2299;198491;11682
Midtjylland;2021-02-01;M;29;0;3;2299;198520;11685
Nordjylland;2021-02-01;M;22;1;4;2300;198542;11689
Sjælland;2021-02-01;M;35;1;4;2301;198577;11693
Syddanmark;2021-02-01;M;41;1;4;2302;198618;11697
Hovedstaden;2021-02-02;F;93;0;8;2302;198711;11705
Midtjylland;2021-02-02;F;34;0;1;2302;198745;11706
Nordjylland;2021-02-02;F;22;0;1;2302;198767;11707
Sjælland;2021-02-02;F;42;0;3;2302;198809;11710
Syddanmark;2021-02-02;F;51;3;8;2305;198860;11718
Hovedstaden;2021-02-02;M;112;4;11;2309;198972;11729
Midtjylland;2021-02-02;M;28;0;1;2309;199000;11730
Nordjylland;2021-02-02;M;23;1;2;2310;199023;11732
Sjælland;2021-02-02;M;34;0;2;2310;199057;11734
Syddanmark;2021-02-02;M;42;1;5;2311;199099;11739
Hovedstaden;2021-02-03;F;74;0;4;2311;199173;11743
Midtjylland;2021-02-03;F;21;0;1;2311;199194;11744
Nordjylland;2021-02-03;F;23;1;1;2312;199217;11745
Sjælland;2021-02-03;F;41;1;4;2313;199258;11749
Syddanmark;2021-02-03;F;53;1;2;2314;199311;11751
Hovedstaden;2021-02-03;M;82;0;5;2314;199393;11756
Midtjylland;2021-02-03;M;34;0;1;2314;199427;11757
Nordjylland;2021-02-03;M;19;0;3;2314;199446;11760
Sjælland;2021-02-03;M;31;1;3;2315;199477;11763
Syddanmark;2021-02-03;M;46;1;4;2316;199523;11767
Hovedstaden;2021-02-04;F;93;2;7;2318;199616;11774
Midtjylland;2021-02-04;F;36;0;0;2318;199652;11774
Nordjylland;2021-02-04;F;17;1;2;2319;199669;11776
Sjælland;2021-02-04;F;31;1;2;2320;199700;11778
Syddanmark;2021-02-04;F;34;0;2;2320;199734;11780
Hovedstaden;2021-02-04;M;103;0;11;2320;199837;11791
Midtjylland;2021-02-04;M;32;0;1;2320;199869;11792
Nordjylland;2021-02-04;M;13;0;1;2320;199882;11793
Sjælland;2021-02-04;M;44;0;6;2320;199926;11799
Syddanmark;2021-02-04;M;35;0;0;2320;199961;11799
Hovedstaden;2021-02-05;F;88;0;5;2320;200049;11804
Midtjylland;2021-02-05;F;35;0;1;2320;200084;11805
Nordjylland;2021-02-05;F;21;0;1;2320;200105;11806
Sjælland;2021-02-05;F;25;2;4;2322;200130;11810
Syddanmark;2021-02-05;F;32;1;0;2323;200162;11810
Hovedstaden;2021-02-05;M;80;2;10;2325;200242;11820
Midtjylland;2021-02-05;M;32;0;2;2325;200274;11822
Nordjylland;2021-02-05;M;12;0;1;2325;200286;11823
Sjælland;2021-02-05;M;36;1;6;2326;200322;11829
Syddanmark;2021-02-05;M;43;1;1;2327;200365;11830
Hovedstaden;2021-02-06;F;96;0;9;2327;200461;11839
Midtjylland;2021-02-06;F;30;0;3;2327;200491;11842
Nordjylland;2021-02-06;F;19;1;4;2328;200510;11846
Sjælland;2021-02-06;F;36;0;2;2328;200546;11848
Syddanmark;2021-02-06;F;44;0;2;2328;200590;11850
Hovedstaden;2021-02-06;M;71;0;1;2328;200661;11851
Midtjylland;2021-02-06;M;39;0;2;2328;200700;11853
Nordjylland;2021-02-06;M;11;0;1;2328;200711;11854
Sjælland;2021-02-06;M;31;1;3;2329;200742;11857
Syddanmark;2021-02-06;M;50;1;3;2330;200792;11860
Hovedstaden;2021-02-07;F;100;6;14;2336;200892;11874
Midtjylland;2021-02-07;F;32;0;1;2336;200924;11875
Nordjylland;2021-02-07;F;20;0;1;2336;200944;11876
Sjælland;2021-02-07;F;26;0;3;2336;200970;11879
Syddanmark;2021-02-07;F;35;1;2;2337;201005;11881
Hovedstaden;2021-02-07;M;70;2;8;2339;201075;11889
Midtjylland;2021-02-07;M;44;0;2;2339;201119;11891
Nordjylland;2021-02-07;M;13;0;2;2339;201132;11893
Sjælland;2021-02-07;M;20;0;0;2339;201152;11893
Syddanmark;2021-02-07;M;27;1;0;2340;201179;11893
Hovedstaden;2021-02-08;F;89;1;11;2341;201268;11904
Midtjylland;2021-02-08;F;28;0;1;2341;201296;11905
Nordjylland;2021-02-08;F;25;0;1;2341;201321;11906
Sjælland;2021-02-08;F;55;0;8;2341;201376;11914
Syddanmark;2021-02-08;F;40;0;6;2341;201416;11920
Hovedstaden;2021-02-08;M;71;1;4;2342;201487;11924
Midtjylland;2021-02-08;M;39;0;2;2342;201526;11926
Nordjylland;2021-02-08;M;13;1;3;2343;201539;11929
Sjælland;2021-02-08;M;47;1;6;2344;201586;11935
Syddanmark;2021-02-08;M;29;0;2;2344;201615;11937
Hovedstaden;2021-02-09;F;90;2;11;2346;201705;11948
Midtjylland;2021-02-09;F;25;0;0;2346;201730;11948
Nordjylland;2021-02-09;F;22;0;2;2346;201752;11950
Sjælland;2021-02-09;F;37;0;3;2346;201789;11953
Syddanmark;2021-02-09;F;45;1;3;2347;201834;11956
Hovedstaden;2021-02-09;M;88;0;5;2347;201922;11961
Midtjylland;2021-02-09;M;47;0;1;2347;201969;11962
Nordjylland;2021-02-09;M;14;0;2;2347;201983;11964
Sjælland;2021-02-09;M;35;0;5;2347;202018;11969
Syddanmark;2021-02-09;M;53;1;3;2348;202071;11972
Hovedstaden;2021-02-10;F;81;0;7;2348;202152;11979
Midtjylland;2021-02-10;F;43;2;3;2350;202195;11982
Nordjylland;2021-02-10;F;21;0;3;2350;202216;11985
Sjælland;2021-02-10;F;36;0;4;2350;202252;11989
Syddanmark;2021-02-10;F;35;0;1;2350;202287;11990
Hovedstaden;2021-02-10;M;94;1;6;2351;202381;11996
Midtjylland;2021-02-10;M;45;0;3;2351;202426;11999
Nordjylland;2021-02-10;M;23;0;3;2351;202449;12002
Sjælland;2021-02-10;M;27;0;2;2351;202476;12004
Syddanmark;2021-02-10;M;40;1;1;2352;202516;12005
Hovedstaden;2021-02-11;F;82;2;1;2354;202598;12006
Midtjylland;2021-02-11;F;32;0;0;2354;202630;12006
Nordjylland;2021-02-11;F;11;0;0;2354;202641;12006
Sjælland;2021-02-11;F;43;0;2;2354;202684;12008
Syddanmark;2021-02-11;F;36;0;2;2354;202720;12010
Hovedstaden;2021-02-11;M;66;1;4;2355;202786;12014
Midtjylland;2021-02-11;M;27;0;3;2355;202813;12017
Nordjylland;2021-02-11;M;9;1;1;2356;202822;12018
Sjælland;2021-02-11;M;39;1;5;2357;202861;12023
Syddanmark;2021-02-11;M;23;0;0;2357;202884;12023
Hovedstaden;2021-02-12;F;68;1;5;2358;202952;12028
Midtjylland;2021-02-12;F;18;0;1;2358;202970;12029
Nordjylland;2021-02-12;F;17;0;0;2358;202987;12029
Sjælland;2021-02-12;F;25;0;2;2358;203012;12031
Syddanmark;2021-02-12;F;20;0;0;2358;203032;12031
Hovedstaden;2021-02-12;M;77;0;8;2358;203109;12039
Midtjylland;2021-02-12;M;19;0;2;2358;203128;12041
Nordjylland;2021-02-12;M;16;0;1;2358;203144;12042
Sjælland;2021-02-12;M;27;0;2;2358;203171;12044
Syddanmark;2021-02-12;M;26;0;2;2358;203197;12046
Hovedstaden;2021-02-13;F;62;0;3;2358;203259;12049
Midtjylland;2021-02-13;F;25;0;3;2358;203284;12052
Nordjylland;2021-02-13;F;16;0;3;2358;203300;12055
Sjælland;2021-02-13;F;19;0;1;2358;203319;12056
Syddanmark;2021-02-13;F;42;0;3;2358;203361;12059
Hovedstaden;2021-02-13;M;63;1;5;2359;203424;12064
Midtjylland;2021-02-13;M;31;1;0;2360;203455;12064
Nordjylland;2021-02-13;M;15;0;0;2360;203470;12064
Sjælland;2021-02-13;M;12;0;0;2360;203482;12064
Syddanmark;2021-02-13;M;46;0;3;2360;203528;12067
Hovedstaden;2021-02-14;F;58;0;3;2360;203586;12070
Midtjylland;2021-02-14;F;18;0;2;2360;203604;12072
Nordjylland;2021-02-14;F;15;0;2;2360;203619;12074
Sjælland;2021-02-14;F;25;0;2;2360;203644;12076
Syddanmark;2021-02-14;F;48;0;1;2360;203692;12077
Hovedstaden;2021-02-14;M;65;1;3;2361;203757;12080
Midtjylland;2021-02-14;M;26;0;1;2361;203783;12081
Nordjylland;2021-02-14;M;19;0;0;2361;203802;12081
Sjælland;2021-02-14;M;21;1;2;2362;203823;12083
Syddanmark;2021-02-14;M;43;0;3;2362;203866;12086
Hovedstaden;2021-02-15;F;82;0;2;2362;203948;12088
Midtjylland;2021-02-15;F;34;0;1;2362;203982;12089
Nordjylland;2021-02-15;F;22;0;2;2362;204004;12091
Sjælland;2021-02-15;F;26;0;0;2362;204030;12091
Syddanmark;2021-02-15;F;49;0;2;2362;204079;12093
Hovedstaden;2021-02-15;M;78;1;7;2363;204157;12100
Midtjylland;2021-02-15;M;29;2;2;2365;204186;12102
Nordjylland;2021-02-15;M;11;0;1;2365;204197;12103
Sjælland;2021-02-15;M;22;0;2;2365;204219;12105
Syddanmark;2021-02-15;M;44;0;6;2365;204263;12111
Hovedstaden;2021-02-16;F;86;0;5;2365;204349;12116
Midtjylland;2021-02-16;F;35;0;0;2365;204384;12116
Nordjylland;2021-02-16;F;11;0;0;2365;204395;12116
Sjælland;2021-02-16;F;31;0;3;2365;204426;12119
Syddanmark;2021-02-16;F;89;0;4;2365;204515;12123
Hovedstaden;2021-02-16;M;78;0;5;2365;204593;12128
Midtjylland;2021-02-16;M;50;1;3;2366;204643;12131
Nordjylland;2021-02-16;M;10;0;0;2366;204653;12131
Sjælland;2021-02-16;M;30;0;3;2366;204683;12134
Syddanmark;2021-02-16;M;95;0;4;2366;204778;12138
