"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference"
2021-09-18;København;K;238222;228680;238079;228289;143;391
2021-09-18;København;M;226898;218550;226806;218279;92;271
2021-09-18;Frederiksberg;K;42796;41437;42767;41379;29;58
2021-09-18;Frederiksberg;M;37528;36451;37497;36406;31;45
2021-09-18;Ballerup;K;18655;18187;18651;18165;4;22
2021-09-18;Ballerup;M;17307;16849;17288;16826;19;23
2021-09-18;Brøndby;K;12304;11873;12304;11866;0;7
2021-09-18;Brøndby;M;11358;10947;11356;10940;2;7
2021-09-18;Dragør;K;5783;5646;5783;5643;0;3
2021-09-18;Dragør;M;5390;5268;5390;5262;0;6
2021-09-18;Gentofte;K;29933;29149;29921;29120;12;29
2021-09-18;Gentofte;M;26781;26099;26776;26088;5;11
2021-09-18;Gladsaxe;K;25769;25013;25756;24983;13;30
2021-09-18;Gladsaxe;M;24788;24037;24778;24018;10;19
2021-09-18;Glostrup;K;8671;8415;8668;8406;3;9
2021-09-18;Glostrup;M;8257;8009;8257;8010;0;-1
2021-09-18;Herlev;K;10832;10521;10826;10509;6;12
2021-09-18;Herlev;M;9942;9641;9939;9632;3;9
2021-09-18;Albertslund;K;9522;9166;9516;9161;6;5
2021-09-18;Albertslund;M;9078;8720;9068;8712;10;8
2021-09-18;Hvidovre;K;19498;18894;19492;18880;6;14
2021-09-18;Hvidovre;M;18430;17889;18422;17879;8;10
2021-09-18;Høje Tåstrup;K;18065;17474;18047;17442;18;32
2021-09-18;Høje Tåstrup;M;17688;17137;17679;17122;9;15
2021-09-18;Lyngby-Taarbæk;K;22731;22181;22724;22153;7;28
2021-09-18;Lyngby-Taarbæk;M;21470;20944;21464;20918;6;26
2021-09-18;Rødovre;K;15231;14768;15225;14747;6;21
2021-09-18;Rødovre;M;14002;13585;13996;13570;6;15
2021-09-18;Ishøj;K;7419;7120;7414;7105;5;15
2021-09-18;Ishøj;M;7137;6818;7134;6811;3;7
2021-09-18;Tårnby;K;16117;15700;16113;15687;4;13
2021-09-18;Tårnby;M;15193;14761;15195;14743;-2;18
2021-09-18;Vallensbæk;K;5794;5612;5790;5601;4;11
2021-09-18;Vallensbæk;M;5616;5446;5610;5441;6;5
2021-09-18;Furesø;K;16106;15741;16102;15725;4;16
2021-09-18;Furesø;M;14904;14591;14902;14577;2;14
2021-09-18;Allerød;K;10368;10166;10368;10157;0;9
2021-09-18;Allerød;M;9826;9652;9823;9643;3;9
2021-09-18;Fredensborg;K;16107;15737;16098;15717;9;20
2021-09-18;Fredensborg;M;14661;14320;14657;14302;4;18
2021-09-18;Helsingør;K;25106;24463;25098;24456;8;7
2021-09-18;Helsingør;M;22919;22376;22917;22371;2;5
2021-09-18;Hillerød;K;20616;20203;20598;20180;18;23
2021-09-18;Hillerød;M;19455;19039;19448;19022;7;17
2021-09-18;Hørsholm;K;10575;10355;10574;10352;1;3
2021-09-18;Hørsholm;M;9075;8907;9068;8903;7;4
2021-09-18;Rudersdal;K;23019;22467;23018;22452;1;15
2021-09-18;Rudersdal;M;21445;20943;21441;20934;4;9
2021-09-18;Egedal;K;17227;16828;17221;16813;6;15
2021-09-18;Egedal;M;16576;16222;16570;16207;6;15
2021-09-18;Frederikssund;K;18400;18007;18392;17984;8;23
2021-09-18;Frederikssund;M;17467;17074;17462;17062;5;12
