"Vaccinedato";"geo";"Antal påbegyndt vacc. personer";"Antal borgere";"Påbegyndtvacc. (%)";"Kumuleret antal påbegyndt vacc."
2020-12-01;Nationalt;1;5861085;0.00;1
2020-12-16;Nationalt;1;5861085;0.00;2
2020-12-17;Nationalt;1;5861085;0.00;3
2020-12-19;Nationalt;1;5861085;0.00;4
2020-12-21;Nationalt;2;5861085;0.00;6
2020-12-22;Nationalt;3;5861085;0.00;9
2020-12-23;Nationalt;3;5861085;0.00;12
2020-12-24;Nationalt;4;5861085;0.00;16
2020-12-26;Nationalt;2;5861085;0.00;18
2020-12-27;Nationalt;6098;5861085;0.10;6116
2020-12-28;Nationalt;1963;5861085;0.14;8079
2020-12-29;Nationalt;8530;5861085;0.28;16609
2020-12-30;Nationalt;10900;5861085;0.47;27509
2020-12-31;Nationalt;5775;5861085;0.57;33284
2021-01-01;Nationalt;2196;5861085;0.61;35480
2021-01-02;Nationalt;8276;5861085;0.75;43756
2021-01-03;Nationalt;5540;5861085;0.84;49296
2021-01-04;Nationalt;2376;5861085;0.88;51672
2021-01-05;Nationalt;12792;5861085;1.10;64464
2021-01-06;Nationalt;18562;5861085;1.42;83026
2021-01-07;Nationalt;16471;5861085;1.70;99497
2021-01-08;Nationalt;7983;5861085;1.83;107480
2021-01-09;Nationalt;1858;5861085;1.87;109338
2021-01-10;Nationalt;819;5861085;1.88;110157
2021-01-11;Nationalt;659;5861085;1.89;110816
2021-01-12;Nationalt;463;5861085;1.90;111279
2021-01-13;Nationalt;12365;5861085;2.11;123644
2021-01-14;Nationalt;17289;5861085;2.40;140933
2021-01-15;Nationalt;14604;5861085;2.65;155537
2021-01-16;Nationalt;4436;5861085;2.73;159973
2021-01-17;Nationalt;2369;5861085;2.77;162342
2021-01-18;Nationalt;3705;5861085;2.83;166047
2021-01-19;Nationalt;2386;5861085;2.87;168433
2021-01-20;Nationalt;1463;5861085;2.90;169896
2021-01-21;Nationalt;1486;5861085;2.92;171382
2021-01-22;Nationalt;643;5861085;2.94;172025
2021-01-23;Nationalt;701;5861085;2.95;172726
2021-01-24;Nationalt;573;5861085;2.96;173299
2021-01-25;Nationalt;276;5861085;2.96;173575
2021-01-26;Nationalt;209;5861085;2.97;173784
2021-01-27;Nationalt;203;5861085;2.97;173987
2021-01-28;Nationalt;223;5861085;2.97;174210
2021-01-29;Nationalt;1063;5861085;2.99;175273
2021-01-30;Nationalt;1145;5861085;3.01;176418
2021-01-31;Nationalt;1160;5861085;3.03;177578
2021-02-01;Nationalt;738;5861085;3.04;178316
2021-02-02;Nationalt;1929;5861085;3.08;180245
2021-02-03;Nationalt;1463;5861085;3.10;181708
2021-02-04;Nationalt;1380;5861085;3.12;183088
2021-02-05;Nationalt;1544;5861085;3.15;184632
2021-02-06;Nationalt;984;5861085;3.17;185616
2021-02-07;Nationalt;1818;5861085;3.20;187434
2021-02-08;Nationalt;2437;5861085;3.24;189871
2021-02-09;Nationalt;3454;5861085;3.30;193325
2021-02-10;Nationalt;3233;5861085;3.35;196558
2021-02-11;Nationalt;5652;5861085;3.45;202210
2021-02-12;Nationalt;11976;5861085;3.65;214186
2021-02-13;Nationalt;6451;5861085;3.76;220637
2021-02-14;Nationalt;6146;5861085;3.87;226783
2021-02-15;Nationalt;13538;5861085;4.10;240321
2021-02-16;Nationalt;12999;5861085;4.32;253320
2021-02-17;Nationalt;10276;5861085;4.50;263596
2021-02-18;Nationalt;11339;5861085;4.69;274935
2021-02-19;Nationalt;13715;5861085;4.92;288650
2021-02-20;Nationalt;10299;5861085;5.10;298949
2021-02-21;Nationalt;10615;5861085;5.28;309564
2021-02-22;Nationalt;13334;5861085;5.51;322898
2021-02-23;Nationalt;14217;5861085;5.75;337115
2021-02-24;Nationalt;13548;5861085;5.98;350663
2021-02-25;Nationalt;14437;5861085;6.23;365100
2021-02-26;Nationalt;35708;5861085;6.84;400808
2021-02-27;Nationalt;6559;5861085;6.95;407367
2021-02-28;Nationalt;10787;5861085;7.13;418154
2021-03-01;Nationalt;19504;5861085;7.47;437658
2021-03-02;Nationalt;16565;5861085;7.75;454223
2021-03-03;Nationalt;12915;5861085;7.97;467138
2021-03-04;Nationalt;17366;5861085;8.27;484504
2021-03-05;Nationalt;16456;5861085;8.55;500960
2021-03-06;Nationalt;14496;5861085;8.79;515456
2021-03-07;Nationalt;11888;5861085;9.00;527344
2021-03-08;Nationalt;9502;5861085;9.16;536846
2021-03-09;Nationalt;10812;5861085;9.34;547658
2021-03-10;Nationalt;11970;5861085;9.55;559628
2021-03-11;Nationalt;4507;5861085;9.63;564135
2021-03-12;Nationalt;3308;5861085;9.68;567443
2021-03-13;Nationalt;4494;5861085;9.76;571937
2021-03-14;Nationalt;1221;5861085;9.78;573158
2021-03-15;Nationalt;2783;5861085;9.83;575941
2021-03-16;Nationalt;6757;5861085;9.94;582698
2021-03-17;Nationalt;10673;5861085;10.1;593371
2021-03-18;Nationalt;14581;5861085;10.4;607952
2021-03-19;Nationalt;7792;5861085;10.5;615744
2021-03-20;Nationalt;2955;5861085;10.6;618699
