"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;465120;447230;641357
Frederiksberg;80324;77888;103495
Ballerup;35962;35036;49126
Brøndby;23662;22820;35495
Dragør;11173;10914;14603
Gentofte;56714;55248;74279
Gladsaxe;50557;49050;69021
Glostrup;16928;16424;23549
Herlev;20774;20162;28803
Albertslund;18600;17886;27344
Hvidovre;37928;36783;53226
Høje-Taastrup;35753;34611;52621
Lyngby-Taarbæk;44201;43125;57428
Rødovre;29233;28353;41202
Ishøj;14556;13938;23050
Tårnby;31310;30461;42672
Vallensbæk;11410;11058;16493
Furesø;31010;30332;41308
Allerød;20194;19818;25882
Fredensborg;30768;30057;41120
Helsingør;48025;46839;63070
Hillerød;40071;39242;52593
Hørsholm;19650;19262;24777
Rudersdal;44464;43410;57292
Egedal;33803;33050;44149
Frederikssund;35867;35081;45783
Greve;37202;36246;50661
Køge;46475;45439;61631
Frederiksværk-Hundested;24339;23833;31495
Roskilde;68845;67402;89156
Solrød;17708;17362;23583
Gribskov;31981;31312;41207
Odsherred;25999;25556;32968
Holbæk;55824;54540;72648
Faxe;28004;27481;37048
Kalundborg;36968;36218;48427
Ringsted;25759;25256;35137
Slagelse;59706;58311;79612
Stevns;17941;17657;23334
Sorø;23092;22660;29991
Lejre;21839;21435;28615
Lolland;30606;30002;40223
Næstved;63619;62290;83622
Guldborgsund;46380;45352;60324
Vordingborg;34980;34226;45332
Bornholm;31782;31122;39715
Middelfart;31033;30400;39492
Assens;32254;31523;40835
Faaborg-Midtfyn;40482;39719;51812
Kerteminde;18999;18592;23987
Nyborg;25360;24853;32101
Odense;158269;153698;205839
Svendborg;46283;45271;59046
Nordfyns;22858;22380;29632
Langeland;9951;9760;12319
Ærø;5003;4926;6008
Haderslev;41689;40717;55293
Billund;20253;19910;26559
Sønderborg;56896;55491;73630
Tønder;27712;27090;36896
Esbjerg;87854;85504;115468
Fanø;2780;2718;3439
Varde;37813;37041;49652
Vejen;31662;31004;42697
Aabenraa;43401;42369;58480
Fredericia;39167;38302;51533
Horsens;69414;67630;93418
Kolding;69598;67658;93323
Vejle;88483;85912;118238
Herning;67994;66323;89155
Holstebro;45007;43912;58548
Lemvig;15409;15063;19390
Struer;16437;16065;20787
Syddjurs;34194;33502;43558
Norddjurs;29127;28575;37045
Favrskov;37401;36656;48712
Odder;18373;18053;23177
Randers;75644;73787;98728
Silkeborg;73300;71547;96683
Samsø;3039;2996;3711
Skanderborg;48617;47766;63968
Århus;272586;264652;355034
Ikast-Brande;31185;30474;41858
Ringkøbing-Skjern;42971;42081;56154
Hedensted;36135;35479;47047
Morsø;15786;15413;20046
Skive;35664;34938;45097
Thisted;33475;32716;43110
Viborg;74754;73197;96809
Brønderslev-Dronninglund;27762;27062;36202
Frederikshavn;46543;45714;58876
Vesthimmerlands;27761;27256;36339
Læsø;1473;1456;1795
Rebild;23120;22629;30641
Mariagerfjord;32544;31911;41538
Jammerbugt;29529;28809;38140
Ålborg;171429;166132;220933
Hjørring;50136;48916;63840
