"Vaccinedato";"Regionsnavn";"Kumulerede antal færdigvacc.";"Antal borgere";"Vaccinations dækning (%)"
2021-01-01;Hovedstaden;0;1862155;0.00
2021-01-04;Hovedstaden;0;1862155;0.00
2021-01-07;Hovedstaden;0;1862155;0.00
2021-01-09;Hovedstaden;2;1862155;0.00
2021-01-12;Hovedstaden;2;1862155;0.00
2021-01-13;Hovedstaden;3;1862155;0.00
2021-01-14;Hovedstaden;4;1862155;0.00
2021-01-15;Hovedstaden;9;1862155;0.00
2021-01-16;Hovedstaden;9;1862155;0.00
2021-01-17;Hovedstaden;50;1862155;0.00
2021-01-18;Hovedstaden;187;1862155;0.01
2021-01-19;Hovedstaden;358;1862155;0.02
2021-01-20;Hovedstaden;488;1862155;0.03
2021-01-21;Hovedstaden;608;1862155;0.03
2021-01-22;Hovedstaden;689;1862155;0.04
2021-01-23;Hovedstaden;4644;1862155;0.25
2021-01-24;Hovedstaden;8464;1862155;0.45
2021-01-25;Hovedstaden;8703;1862155;0.47
2021-01-26;Hovedstaden;8838;1862155;0.47
2021-01-27;Hovedstaden;9468;1862155;0.51
2021-01-28;Hovedstaden;13206;1862155;0.71
2021-01-29;Hovedstaden;20535;1862155;1.10
2021-01-30;Hovedstaden;24981;1862155;1.34
2021-01-31;Hovedstaden;27511;1862155;1.48
2021-02-01;Hovedstaden;29396;1862155;1.58
2021-02-02;Hovedstaden;29509;1862155;1.58
2021-02-03;Hovedstaden;32427;1862155;1.74
2021-02-04;Hovedstaden;38804;1862155;2.08
2021-02-05;Hovedstaden;43610;1862155;2.34
2021-02-06;Hovedstaden;46589;1862155;2.50
2021-02-07;Hovedstaden;47158;1862155;2.53
2021-02-08;Hovedstaden;48289;1862155;2.59
2021-02-09;Hovedstaden;48330;1862155;2.60
2021-02-10;Hovedstaden;49266;1862155;2.65
2021-02-11;Hovedstaden;49507;1862155;2.66
2021-02-12;Hovedstaden;53654;1862155;2.88
2021-02-13;Hovedstaden;53664;1862155;2.88
2021-02-14;Hovedstaden;53677;1862155;2.88
2021-02-15;Hovedstaden;55048;1862155;2.96
2021-02-16;Hovedstaden;55455;1862155;2.98
2021-02-17;Hovedstaden;55488;1862155;2.98
2021-02-18;Hovedstaden;55566;1862155;2.98
2021-02-19;Hovedstaden;55612;1862155;2.99
2021-02-20;Hovedstaden;55714;1862155;2.99
2021-02-21;Hovedstaden;55819;1862155;3.00
2021-02-22;Hovedstaden;55964;1862155;3.01
2021-02-23;Hovedstaden;56122;1862155;3.01
2021-02-24;Hovedstaden;56197;1862155;3.02
2021-02-25;Hovedstaden;56232;1862155;3.02
2021-02-26;Hovedstaden;56297;1862155;3.02
2021-02-27;Hovedstaden;57369;1862155;3.08
2021-02-28;Hovedstaden;58477;1862155;3.14
2021-03-01;Hovedstaden;58699;1862155;3.15
2021-03-02;Hovedstaden;58953;1862155;3.17
2021-03-03;Hovedstaden;58996;1862155;3.17
2021-03-04;Hovedstaden;59195;1862155;3.18
