"Vaccinedato";"Regionsnavn";"Kumulerede antal 2. stik";"Antal borgere";"Vaccinations dækning (%)"
2021-03-19;Syddanmark;55741;1229260;4.53
2021-03-20;Syddanmark;58257;1229260;4.74
2021-03-21;Syddanmark;60656;1229260;4.93
2021-03-22;Syddanmark;62807;1229260;5.11
2021-03-23;Syddanmark;64126;1229260;5.22
2021-03-24;Syddanmark;65305;1229260;5.31
2021-03-25;Syddanmark;66540;1229260;5.41
2021-03-26;Syddanmark;69755;1229260;5.67
2021-03-27;Syddanmark;72020;1229260;5.86
2021-03-28;Syddanmark;74508;1229260;6.06
2021-03-29;Syddanmark;76923;1229260;6.26
2021-03-30;Syddanmark;78837;1229260;6.41
2021-03-31;Syddanmark;80033;1229260;6.51
2021-04-01;Syddanmark;80812;1229260;6.57
2021-04-02;Syddanmark;82669;1229260;6.73
2021-04-03;Syddanmark;83672;1229260;6.81
2021-04-04;Syddanmark;84573;1229260;6.88
2021-04-05;Syddanmark;85083;1229260;6.92
2021-04-06;Syddanmark;86892;1229260;7.07
2021-04-07;Syddanmark;88376;1229260;7.19
2021-04-08;Syddanmark;89884;1229260;7.31
2021-04-09;Syddanmark;91522;1229260;7.45
2021-04-10;Syddanmark;92768;1229260;7.55
2021-04-11;Syddanmark;93807;1229260;7.63
2021-04-12;Syddanmark;95326;1229260;7.75
2021-04-13;Syddanmark;96510;1229260;7.85
2021-04-14;Syddanmark;98010;1229260;7.97
2021-04-15;Syddanmark;99348;1229260;8.08
2021-04-16;Syddanmark;100881;1229260;8.21
2021-04-17;Syddanmark;101774;1229260;8.28
2021-04-18;Syddanmark;102394;1229260;8.33
2021-04-19;Syddanmark;103931;1229260;8.45
2021-04-20;Syddanmark;105682;1229260;8.60
2021-04-21;Syddanmark;106673;1229260;8.68
2021-04-22;Syddanmark;108178;1229260;8.80
2021-04-23;Syddanmark;110097;1229260;8.96
2021-04-24;Syddanmark;111689;1229260;9.09
2021-04-25;Syddanmark;112598;1229260;9.16
2021-04-26;Syddanmark;114213;1229260;9.29
2021-04-27;Syddanmark;116154;1229260;9.45
2021-04-28;Syddanmark;119897;1229260;9.75
2021-04-29;Syddanmark;122093;1229260;9.93
2021-04-30;Syddanmark;123934;1229260;10.1
2021-05-01;Syddanmark;126086;1229260;10.3
2021-05-02;Syddanmark;128038;1229260;10.4
2021-05-03;Syddanmark;132088;1229260;10.7
2021-05-04;Syddanmark;136063;1229260;11.1
2021-05-05;Syddanmark;140247;1229260;11.4
2021-05-06;Syddanmark;145341;1229260;11.8
2021-05-07;Syddanmark;150851;1229260;12.3
2021-05-08;Syddanmark;154675;1229260;12.6
2021-05-09;Syddanmark;157563;1229260;12.8
2021-05-10;Syddanmark;171687;1229260;14.0
2021-05-11;Syddanmark;177387;1229260;14.4
2021-05-12;Syddanmark;183636;1229260;14.9
2021-05-13;Syddanmark;185968;1229260;15.1
2021-05-14;Syddanmark;192960;1229260;15.7
2021-05-15;Syddanmark;197545;1229260;16.1
2021-05-16;Syddanmark;201368;1229260;16.4
2021-05-17;Syddanmark;208096;1229260;16.9
2021-05-18;Syddanmark;217384;1229260;17.7
2021-05-19;Syddanmark;222180;1229260;18.1
2021-05-20;Syddanmark;227427;1229260;18.5
2021-05-21;Syddanmark;234131;1229260;19.0
2021-05-22;Syddanmark;238462;1229260;19.4
2021-05-23;Syddanmark;241887;1229260;19.7
2021-05-24;Syddanmark;245554;1229260;20.0
2021-05-25;Syddanmark;251787;1229260;20.5
2021-05-26;Syddanmark;257140;1229260;20.9
2021-05-27;Syddanmark;260578;1229260;21.2
2021-05-28;Syddanmark;263305;1229260;21.4
2021-05-29;Syddanmark;264953;1229260;21.6
2021-05-30;Syddanmark;266422;1229260;21.7
2021-05-31;Syddanmark;269020;1229260;21.9
2021-06-01;Syddanmark;273022;1229260;22.2
2021-06-02;Syddanmark;275572;1229260;22.4
2021-06-03;Syddanmark;277965;1229260;22.6
2021-06-04;Syddanmark;280835;1229260;22.8
2021-06-05;Syddanmark;282292;1229260;23.0
2021-06-06;Syddanmark;283935;1229260;23.1
2021-06-07;Syddanmark;286330;1229260;23.3
2021-06-08;Syddanmark;289240;1229260;23.5
2021-06-09;Syddanmark;292756;1229260;23.8
2021-06-10;Syddanmark;296740;1229260;24.1
2021-06-11;Syddanmark;300649;1229260;24.5
2021-06-12;Syddanmark;303339;1229260;24.7
2021-06-13;Syddanmark;306355;1229260;24.9
2021-06-14;Syddanmark;309067;1229260;25.1
2021-06-15;Syddanmark;312883;1229260;25.5
2021-06-16;Syddanmark;317700;1229260;25.8
2021-06-17;Syddanmark;322429;1229260;26.2
2021-06-18;Syddanmark;326911;1229260;26.6
2021-06-19;Syddanmark;330860;1229260;26.9
2021-06-20;Syddanmark;335392;1229260;27.3
2021-06-21;Syddanmark;341149;1229260;27.8
2021-06-22;Syddanmark;346962;1229260;28.2
2021-06-23;Syddanmark;353722;1229260;28.8
2021-06-24;Syddanmark;360850;1229260;29.4
2021-06-25;Syddanmark;366300;1229260;29.8
2021-06-26;Syddanmark;370610;1229260;30.1
2021-06-27;Syddanmark;375710;1229260;30.6
2021-06-28;Syddanmark;382381;1229260;31.1
2021-06-29;Syddanmark;387869;1229260;31.6
2021-06-30;Syddanmark;394045;1229260;32.1
2021-07-01;Syddanmark;404127;1229260;32.9
2021-07-02;Syddanmark;413540;1229260;33.6
2021-07-03;Syddanmark;418844;1229260;34.1
2021-07-04;Syddanmark;424184;1229260;34.5
2021-07-05;Syddanmark;432447;1229260;35.2
2021-07-06;Syddanmark;440069;1229260;35.8
2021-07-07;Syddanmark;448196;1229260;36.5
2021-07-08;Syddanmark;456487;1229260;37.1
2021-07-09;Syddanmark;464263;1229260;37.8
2021-07-10;Syddanmark;470688;1229260;38.3
2021-07-11;Syddanmark;477525;1229260;38.8
2021-07-12;Syddanmark;485969;1229260;39.5
2021-07-13;Syddanmark;494316;1229260;40.2
2021-07-14;Syddanmark;501830;1229260;40.8
2021-07-15;Syddanmark;510733;1229260;41.5
2021-07-16;Syddanmark;520190;1229260;42.3
2021-07-17;Syddanmark;527223;1229260;42.9
2021-07-18;Syddanmark;534449;1229260;43.5
2021-07-19;Syddanmark;545944;1229260;44.4
2021-07-20;Syddanmark;555952;1229260;45.2
2021-07-21;Syddanmark;565910;1229260;46.0
2021-07-22;Syddanmark;575780;1229260;46.8
2021-07-23;Syddanmark;585338;1229260;47.6
2021-07-24;Syddanmark;591395;1229260;48.1
2021-07-25;Syddanmark;597784;1229260;48.6
2021-07-26;Syddanmark;606137;1229260;49.3
2021-07-27;Syddanmark;615267;1229260;50.1
2021-07-28;Syddanmark;622907;1229260;50.7
2021-07-29;Syddanmark;630418;1229260;51.3
2021-07-30;Syddanmark;638026;1229260;51.9
2021-07-31;Syddanmark;641968;1229260;52.2
2021-08-01;Syddanmark;645633;1229260;52.5
2021-08-02;Syddanmark;653923;1229260;53.2
2021-08-03;Syddanmark;663447;1229260;54.0
2021-08-04;Syddanmark;672719;1229260;54.7
2021-08-05;Syddanmark;680406;1229260;55.4
2021-08-06;Syddanmark;688702;1229260;56.0
2021-08-07;Syddanmark;692367;1229260;56.3
2021-08-08;Syddanmark;697010;1229260;56.7
2021-08-09;Syddanmark;707948;1229260;57.6
2021-08-10;Syddanmark;719912;1229260;58.6
2021-08-11;Syddanmark;731443;1229260;59.5
2021-08-12;Syddanmark;743293;1229260;60.5
2021-08-13;Syddanmark;755709;1229260;61.5
2021-08-14;Syddanmark;762670;1229260;62.0
2021-08-15;Syddanmark;769931;1229260;62.6
2021-08-16;Syddanmark;781627;1229260;63.6
2021-08-17;Syddanmark;791416;1229260;64.4
2021-08-18;Syddanmark;802518;1229260;65.3
2021-08-19;Syddanmark;810952;1229260;66.0
2021-08-20;Syddanmark;819529;1229260;66.7
2021-08-21;Syddanmark;824709;1229260;67.1
2021-08-22;Syddanmark;829451;1229260;67.5
2021-08-23;Syddanmark;836957;1229260;68.1
2021-08-24;Syddanmark;844104;1229260;68.7
2021-08-25;Syddanmark;849021;1229260;69.1
2021-08-26;Syddanmark;853747;1229260;69.5
2021-08-27;Syddanmark;859047;1229260;69.9
2021-08-28;Syddanmark;861822;1229260;70.1
2021-08-29;Syddanmark;864615;1229260;70.3
2021-08-30;Syddanmark;871389;1229260;70.9
2021-08-31;Syddanmark;874836;1229260;71.2
2021-09-01;Syddanmark;876900;1229260;71.3
2021-09-02;Syddanmark;879249;1229260;71.5
2021-09-03;Syddanmark;881690;1229260;71.7
2021-09-04;Syddanmark;883202;1229260;71.8
2021-09-05;Syddanmark;884205;1229260;71.9
2021-09-06;Syddanmark;886642;1229260;72.1
2021-09-07;Syddanmark;888331;1229260;72.3
2021-09-08;Syddanmark;889910;1229260;72.4
2021-09-09;Syddanmark;892184;1229260;72.6
2021-09-10;Syddanmark;893915;1229260;72.7
2021-09-11;Syddanmark;894993;1229260;72.8
2021-09-12;Syddanmark;895838;1229260;72.9
2021-09-13;Syddanmark;897295;1229260;73.0
2021-09-14;Syddanmark;898503;1229260;73.1
2021-09-15;Syddanmark;899809;1229260;73.2
2021-09-16;Syddanmark;900979;1229260;73.3
2021-09-17;Syddanmark;902023;1229260;73.4
2021-09-18;Syddanmark;902846;1229260;73.4
2021-09-19;Syddanmark;903553;1229260;73.5
2021-09-20;Syddanmark;904864;1229260;73.6
2021-09-21;Syddanmark;906013;1229260;73.7
2021-09-22;Syddanmark;906874;1229260;73.8
2021-09-23;Syddanmark;907773;1229260;73.8
2021-09-24;Syddanmark;908394;1229260;73.9
2021-09-25;Syddanmark;908718;1229260;73.9
2021-09-26;Syddanmark;909063;1229260;74.0
2021-09-27;Syddanmark;909872;1229260;74.0
2021-09-28;Syddanmark;910638;1229260;74.1
2021-09-29;Syddanmark;911370;1229260;74.1
2021-09-30;Syddanmark;912170;1229260;74.2
2021-10-01;Syddanmark;912741;1229260;74.3
2021-10-02;Syddanmark;913205;1229260;74.3
2021-10-03;Syddanmark;913600;1229260;74.3
2021-10-04;Syddanmark;914330;1229260;74.4
2021-10-05;Syddanmark;915051;1229260;74.4
2021-10-06;Syddanmark;915702;1229260;74.5
2021-10-07;Syddanmark;916227;1229260;74.5
2021-10-08;Syddanmark;916758;1229260;74.6
2021-10-09;Syddanmark;917083;1229260;74.6
2021-10-10;Syddanmark;917351;1229260;74.6
2021-10-11;Syddanmark;917846;1229260;74.7
2021-10-12;Syddanmark;918347;1229260;74.7
2021-10-13;Syddanmark;918733;1229260;74.7
2021-10-14;Syddanmark;919054;1229260;74.8
2021-10-15;Syddanmark;919489;1229260;74.8
2021-10-16;Syddanmark;919735;1229260;74.8
2021-10-17;Syddanmark;919906;1229260;74.8
2021-10-18;Syddanmark;920268;1229260;74.9
2021-10-19;Syddanmark;920614;1229260;74.9
2021-10-20;Syddanmark;920871;1229260;74.9
2021-10-21;Syddanmark;921135;1229260;74.9
2021-10-22;Syddanmark;921456;1229260;75.0
2021-10-23;Syddanmark;921671;1229260;75.0
2021-10-24;Syddanmark;921864;1229260;75.0
2021-10-25;Syddanmark;922205;1229260;75.0
2021-10-26;Syddanmark;922560;1229260;75.1
2021-10-27;Syddanmark;922944;1229260;75.1
2021-10-28;Syddanmark;923270;1229260;75.1
2021-10-29;Syddanmark;923648;1229260;75.1
2021-10-30;Syddanmark;923909;1229260;75.2
2021-10-31;Syddanmark;924162;1229260;75.2
2021-11-01;Syddanmark;924401;1229260;75.2
2021-11-02;Syddanmark;924668;1229260;75.2
2021-11-03;Syddanmark;924955;1229260;75.2
2021-11-04;Syddanmark;925207;1229260;75.3
2021-11-05;Syddanmark;925514;1229260;75.3
2021-11-06;Syddanmark;925714;1229260;75.3
2021-11-07;Syddanmark;925862;1229260;75.3
2021-11-08;Syddanmark;926178;1229260;75.3
2021-11-09;Syddanmark;926687;1229260;75.4
2021-11-10;Syddanmark;927154;1229260;75.4
2021-11-11;Syddanmark;927560;1229260;75.5
2021-11-12;Syddanmark;928032;1229260;75.5
2021-11-13;Syddanmark;928260;1229260;75.5
2021-11-14;Syddanmark;928586;1229260;75.5
2021-11-15;Syddanmark;929016;1229260;75.6
2021-11-16;Syddanmark;929497;1229260;75.6
2021-11-17;Syddanmark;929930;1229260;75.6
2021-11-18;Syddanmark;930277;1229260;75.7
2021-11-19;Syddanmark;930656;1229260;75.7
2021-11-20;Syddanmark;930936;1229260;75.7
2021-11-21;Syddanmark;931182;1229260;75.8
2021-11-22;Syddanmark;931531;1229260;75.8
2021-11-23;Syddanmark;931964;1229260;75.8
2021-11-24;Syddanmark;932385;1229260;75.8
2021-11-25;Syddanmark;932850;1229260;75.9
2021-11-26;Syddanmark;933373;1229260;75.9
2021-11-27;Syddanmark;933757;1229260;76.0
2021-11-28;Syddanmark;934125;1229260;76.0
2021-11-29;Syddanmark;934632;1229260;76.0
2021-11-30;Syddanmark;935497;1229260;76.1
2021-12-01;Syddanmark;936303;1229260;76.2
2021-12-02;Syddanmark;937056;1229260;76.2
2021-12-03;Syddanmark;937856;1229260;76.3
2021-12-04;Syddanmark;938500;1229260;76.3
2021-12-05;Syddanmark;939171;1229260;76.4
2021-12-06;Syddanmark;940030;1229260;76.5
2021-12-07;Syddanmark;940988;1229260;76.5
2021-12-08;Syddanmark;941791;1229260;76.6
2021-12-09;Syddanmark;942528;1229260;76.7
2021-12-10;Syddanmark;943404;1229260;76.7
2021-12-11;Syddanmark;943861;1229260;76.8
2021-12-12;Syddanmark;944402;1229260;76.8
2021-12-13;Syddanmark;945147;1229260;76.9
2021-12-14;Syddanmark;945884;1229260;76.9
2021-12-15;Syddanmark;946574;1229260;77.0
2021-12-16;Syddanmark;947324;1229260;77.1
2021-12-17;Syddanmark;948163;1229260;77.1
2021-12-18;Syddanmark;948720;1229260;77.2
2021-12-19;Syddanmark;949409;1229260;77.2
2021-12-20;Syddanmark;950887;1229260;77.4
2021-12-21;Syddanmark;952200;1229260;77.5
2021-12-22;Syddanmark;953353;1229260;77.6
2021-12-23;Syddanmark;954157;1229260;77.6
2021-12-24;Syddanmark;954158;1229260;77.6
2021-12-25;Syddanmark;954169;1229260;77.6
2021-12-26;Syddanmark;954309;1229260;77.6
2021-12-27;Syddanmark;958030;1229260;77.9
2021-12-28;Syddanmark;961012;1229260;78.2
2021-12-29;Syddanmark;963437;1229260;78.4
2021-12-30;Syddanmark;965409;1229260;78.5
2021-12-31;Syddanmark;965661;1229260;78.6
2022-01-01;Syddanmark;965664;1229260;78.6
2022-01-02;Syddanmark;967218;1229260;78.7
2022-01-03;Syddanmark;970433;1229260;78.9
2022-01-04;Syddanmark;972908;1229260;79.1
2022-01-05;Syddanmark;974734;1229260;79.3
2022-01-06;Syddanmark;976786;1229260;79.5
2022-01-07;Syddanmark;979840;1229260;79.7
2022-01-08;Syddanmark;982311;1229260;79.9
2022-01-09;Syddanmark;984395;1229260;80.1
2022-01-10;Syddanmark;986294;1229260;80.2
2022-01-11;Syddanmark;987916;1229260;80.4
2022-01-12;Syddanmark;989431;1229260;80.5
2022-01-13;Syddanmark;990959;1229260;80.6
2022-01-14;Syddanmark;992134;1229260;80.7
2022-01-15;Syddanmark;992761;1229260;80.8
2022-01-16;Syddanmark;993451;1229260;80.8
2022-01-17;Syddanmark;994518;1229260;80.9
2022-01-18;Syddanmark;995551;1229260;81.0
2022-01-19;Syddanmark;996654;1229260;81.1
2022-01-20;Syddanmark;997573;1229260;81.2
2022-01-21;Syddanmark;998393;1229260;81.2
2022-01-22;Syddanmark;998827;1229260;81.3
2022-01-23;Syddanmark;999239;1229260;81.3
2022-01-24;Syddanmark;999854;1229260;81.3
2022-01-25;Syddanmark;1000405;1229260;81.4
2022-01-26;Syddanmark;1000951;1229260;81.4
2022-01-27;Syddanmark;1001430;1229260;81.5
2022-01-28;Syddanmark;1002093;1229260;81.5
2022-01-29;Syddanmark;1002554;1229260;81.6
2022-01-30;Syddanmark;1002904;1229260;81.6
2022-01-31;Syddanmark;1003243;1229260;81.6
2022-02-01;Syddanmark;1003473;1229260;81.6
2022-02-02;Syddanmark;1003716;1229260;81.7
2022-02-03;Syddanmark;1003955;1229260;81.7
2022-02-04;Syddanmark;1004233;1229260;81.7
2022-02-05;Syddanmark;1004407;1229260;81.7
2022-02-06;Syddanmark;1004514;1229260;81.7
2022-02-07;Syddanmark;1004683;1229260;81.7
2022-02-08;Syddanmark;1004903;1229260;81.7
2022-02-09;Syddanmark;1005060;1229260;81.8
2022-02-10;Syddanmark;1005224;1229260;81.8
2022-02-11;Syddanmark;1005423;1229260;81.8
2022-02-12;Syddanmark;1005538;1229260;81.8
2022-02-13;Syddanmark;1005608;1229260;81.8
2022-02-14;Syddanmark;1005722;1229260;81.8
2022-02-15;Syddanmark;1005825;1229260;81.8
2022-02-16;Syddanmark;1005923;1229260;81.8
2022-02-17;Syddanmark;1005992;1229260;81.8
2022-02-18;Syddanmark;1006098;1229260;81.8
2022-02-19;Syddanmark;1006162;1229260;81.9
2022-02-20;Syddanmark;1006200;1229260;81.9
2022-02-21;Syddanmark;1006280;1229260;81.9
2022-02-22;Syddanmark;1006381;1229260;81.9
2022-02-23;Syddanmark;1006466;1229260;81.9
2022-02-24;Syddanmark;1006563;1229260;81.9
2022-02-25;Syddanmark;1006662;1229260;81.9
2022-02-26;Syddanmark;1006741;1229260;81.9
2022-02-27;Syddanmark;1006778;1229260;81.9
2022-02-28;Syddanmark;1006860;1229260;81.9
2022-03-01;Syddanmark;1006936;1229260;81.9
2022-03-02;Syddanmark;1006998;1229260;81.9
2022-03-03;Syddanmark;1007059;1229260;81.9
2022-03-04;Syddanmark;1007124;1229260;81.9
2022-03-05;Syddanmark;1007166;1229260;81.9
2022-03-06;Syddanmark;1007185;1229260;81.9
2022-03-07;Syddanmark;1007216;1229260;81.9
2022-03-08;Syddanmark;1007252;1229260;81.9
2022-03-09;Syddanmark;1007304;1229260;81.9
2022-03-10;Syddanmark;1007355;1229260;81.9
2022-03-11;Syddanmark;1007402;1229260;82.0
2022-03-12;Syddanmark;1007434;1229260;82.0
2022-03-13;Syddanmark;1007449;1229260;82.0
2022-03-14;Syddanmark;1007484;1229260;82.0
