"Vaccinedato";"Regionsnavn";"Kumulerede antal 2. stik";"Antal borgere";"Vaccinations dækning (%)"
2020-12-29;Hovedstaden;0;1871386;0.00
2021-01-08;Hovedstaden;1;1871386;0.00
2021-01-09;Hovedstaden;3;1871386;0.00
2021-01-12;Hovedstaden;3;1871386;0.00
2021-01-13;Hovedstaden;5;1871386;0.00
2021-01-14;Hovedstaden;6;1871386;0.00
2021-01-15;Hovedstaden;11;1871386;0.00
2021-01-16;Hovedstaden;13;1871386;0.00
2021-01-17;Hovedstaden;55;1871386;0.00
2021-01-18;Hovedstaden;192;1871386;0.01
2021-01-19;Hovedstaden;364;1871386;0.02
2021-01-20;Hovedstaden;500;1871386;0.03
2021-01-21;Hovedstaden;617;1871386;0.03
2021-01-22;Hovedstaden;699;1871386;0.04
2021-01-23;Hovedstaden;4367;1871386;0.23
2021-01-24;Hovedstaden;7881;1871386;0.42
2021-01-25;Hovedstaden;8107;1871386;0.43
2021-01-26;Hovedstaden;8245;1871386;0.44
2021-01-27;Hovedstaden;8863;1871386;0.47
2021-01-28;Hovedstaden;12526;1871386;0.67
2021-01-29;Hovedstaden;19516;1871386;1.04
2021-01-30;Hovedstaden;23661;1871386;1.26
2021-01-31;Hovedstaden;26024;1871386;1.39
2021-02-01;Hovedstaden;27897;1871386;1.49
2021-02-02;Hovedstaden;28010;1871386;1.50
2021-02-03;Hovedstaden;30789;1871386;1.65
2021-02-04;Hovedstaden;36928;1871386;1.97
2021-02-05;Hovedstaden;41591;1871386;2.22
2021-02-06;Hovedstaden;44472;1871386;2.38
2021-02-07;Hovedstaden;45036;1871386;2.41
2021-02-08;Hovedstaden;46172;1871386;2.47
2021-02-09;Hovedstaden;46219;1871386;2.47
2021-02-10;Hovedstaden;47133;1871386;2.52
2021-02-11;Hovedstaden;47378;1871386;2.53
2021-02-12;Hovedstaden;51504;1871386;2.75
2021-02-13;Hovedstaden;51515;1871386;2.75
2021-02-14;Hovedstaden;51528;1871386;2.75
2021-02-15;Hovedstaden;52885;1871386;2.83
2021-02-16;Hovedstaden;53290;1871386;2.85
2021-02-17;Hovedstaden;53327;1871386;2.85
2021-02-18;Hovedstaden;53408;1871386;2.85
2021-02-19;Hovedstaden;53463;1871386;2.86
2021-02-20;Hovedstaden;53567;1871386;2.86
2021-02-21;Hovedstaden;53672;1871386;2.87
2021-02-22;Hovedstaden;53820;1871386;2.88
2021-02-23;Hovedstaden;53992;1871386;2.89
2021-02-24;Hovedstaden;54075;1871386;2.89
2021-02-25;Hovedstaden;54117;1871386;2.89
2021-02-26;Hovedstaden;54188;1871386;2.90
2021-02-27;Hovedstaden;55186;1871386;2.95
2021-02-28;Hovedstaden;56216;1871386;3.00
2021-03-01;Hovedstaden;56429;1871386;3.02
2021-03-02;Hovedstaden;56679;1871386;3.03
2021-03-03;Hovedstaden;56726;1871386;3.03
2021-03-04;Hovedstaden;56927;1871386;3.04
2021-03-05;Hovedstaden;57196;1871386;3.06
2021-03-06;Hovedstaden;57289;1871386;3.06
2021-03-07;Hovedstaden;57598;1871386;3.08
2021-03-08;Hovedstaden;57837;1871386;3.09
2021-03-09;Hovedstaden;59180;1871386;3.16
2021-03-10;Hovedstaden;60775;1871386;3.25
2021-03-11;Hovedstaden;64881;1871386;3.47
2021-03-12;Hovedstaden;69437;1871386;3.71
2021-03-13;Hovedstaden;69528;1871386;3.72
2021-03-14;Hovedstaden;72656;1871386;3.88
2021-03-15;Hovedstaden;75324;1871386;4.03
2021-03-16;Hovedstaden;78689;1871386;4.20
2021-03-17;Hovedstaden;82879;1871386;4.43
2021-03-18;Hovedstaden;87091;1871386;4.65
2021-03-19;Hovedstaden;88227;1871386;4.71
2021-03-20;Hovedstaden;88318;1871386;4.72
2021-03-21;Hovedstaden;90348;1871386;4.83
2021-03-22;Hovedstaden;90432;1871386;4.83
2021-03-23;Hovedstaden;90557;1871386;4.84
2021-03-24;Hovedstaden;98828;1871386;5.28
2021-03-25;Hovedstaden;103189;1871386;5.51
2021-03-26;Hovedstaden;105760;1871386;5.65
2021-03-27;Hovedstaden;105805;1871386;5.65
2021-03-28;Hovedstaden;105848;1871386;5.66
2021-03-29;Hovedstaden;106376;1871386;5.68
2021-03-30;Hovedstaden;106642;1871386;5.70
2021-03-31;Hovedstaden;110287;1871386;5.89
2021-04-01;Hovedstaden;114819;1871386;6.14
2021-04-02;Hovedstaden;118418;1871386;6.33
2021-04-03;Hovedstaden;118514;1871386;6.33
2021-04-04;Hovedstaden;118565;1871386;6.34
2021-04-05;Hovedstaden;118606;1871386;6.34
2021-04-06;Hovedstaden;118812;1871386;6.35
2021-04-07;Hovedstaden;119372;1871386;6.38
2021-04-08;Hovedstaden;120967;1871386;6.46
2021-04-09;Hovedstaden;124254;1871386;6.64
2021-04-10;Hovedstaden;125519;1871386;6.71
2021-04-11;Hovedstaden;125657;1871386;6.71
2021-04-12;Hovedstaden;132371;1871386;7.07
2021-04-13;Hovedstaden;133425;1871386;7.13
2021-04-14;Hovedstaden;137877;1871386;7.37
2021-04-15;Hovedstaden;139417;1871386;7.45
2021-04-16;Hovedstaden;142357;1871386;7.61
2021-04-17;Hovedstaden;142572;1871386;7.62
2021-04-18;Hovedstaden;142760;1871386;7.63
2021-04-19;Hovedstaden;144829;1871386;7.74
2021-04-20;Hovedstaden;149747;1871386;8.00
2021-04-21;Hovedstaden;153445;1871386;8.20
2021-04-22;Hovedstaden;153593;1871386;8.21
2021-04-23;Hovedstaden;160449;1871386;8.57
2021-04-24;Hovedstaden;162422;1871386;8.68
2021-04-25;Hovedstaden;162758;1871386;8.70
2021-04-26;Hovedstaden;165887;1871386;8.86
2021-04-27;Hovedstaden;175436;1871386;9.37
2021-04-28;Hovedstaden;183509;1871386;9.81
2021-04-29;Hovedstaden;190613;1871386;10.2
2021-04-30;Hovedstaden;190860;1871386;10.2
2021-05-01;Hovedstaden;191347;1871386;10.2
2021-05-02;Hovedstaden;199841;1871386;10.7
2021-05-03;Hovedstaden;207786;1871386;11.1
2021-05-04;Hovedstaden;216364;1871386;11.6
2021-05-05;Hovedstaden;228259;1871386;12.2
2021-05-06;Hovedstaden;238232;1871386;12.7
2021-05-07;Hovedstaden;245743;1871386;13.1
2021-05-08;Hovedstaden;265273;1871386;14.2
2021-05-09;Hovedstaden;273389;1871386;14.6
2021-05-10;Hovedstaden;278935;1871386;14.9
2021-05-11;Hovedstaden;285094;1871386;15.2
2021-05-12;Hovedstaden;290659;1871386;15.5
2021-05-13;Hovedstaden;301218;1871386;16.1
2021-05-14;Hovedstaden;308977;1871386;16.5
2021-05-15;Hovedstaden;315820;1871386;16.9
2021-05-16;Hovedstaden;319272;1871386;17.1
2021-05-17;Hovedstaden;326386;1871386;17.4
2021-05-18;Hovedstaden;335250;1871386;17.9
2021-05-19;Hovedstaden;338024;1871386;18.1
2021-05-20;Hovedstaden;343881;1871386;18.4
2021-05-21;Hovedstaden;350715;1871386;18.7
2021-05-22;Hovedstaden;353710;1871386;18.9
2021-05-23;Hovedstaden;354984;1871386;19.0
2021-05-24;Hovedstaden;355986;1871386;19.0
2021-05-25;Hovedstaden;358269;1871386;19.1
2021-05-26;Hovedstaden;361096;1871386;19.3
2021-05-27;Hovedstaden;364005;1871386;19.5
2021-05-28;Hovedstaden;365523;1871386;19.5
2021-05-29;Hovedstaden;367186;1871386;19.6
2021-05-30;Hovedstaden;371198;1871386;19.8
2021-05-31;Hovedstaden;379574;1871386;20.3
2021-06-01;Hovedstaden;385997;1871386;20.6
2021-06-02;Hovedstaden;392377;1871386;21.0
2021-06-03;Hovedstaden;402354;1871386;21.5
2021-06-04;Hovedstaden;403812;1871386;21.6
2021-06-05;Hovedstaden;404050;1871386;21.6
2021-06-06;Hovedstaden;411631;1871386;22.0
2021-06-07;Hovedstaden;421902;1871386;22.5
2021-06-08;Hovedstaden;429003;1871386;22.9
2021-06-09;Hovedstaden;437343;1871386;23.4
2021-06-10;Hovedstaden;438190;1871386;23.4
2021-06-11;Hovedstaden;439364;1871386;23.5
2021-06-12;Hovedstaden;439750;1871386;23.5
2021-06-13;Hovedstaden;440075;1871386;23.5
2021-06-14;Hovedstaden;440981;1871386;23.6
2021-06-15;Hovedstaden;441805;1871386;23.6
2021-06-16;Hovedstaden;448656;1871386;24.0
2021-06-17;Hovedstaden;455631;1871386;24.3
2021-06-18;Hovedstaden;465079;1871386;24.9
2021-06-19;Hovedstaden;471635;1871386;25.2
2021-06-20;Hovedstaden;476786;1871386;25.5
2021-06-21;Hovedstaden;484132;1871386;25.9
2021-06-22;Hovedstaden;491894;1871386;26.3
2021-06-23;Hovedstaden;503312;1871386;26.9
2021-06-24;Hovedstaden;515506;1871386;27.5
2021-06-25;Hovedstaden;523499;1871386;28.0
2021-06-26;Hovedstaden;533923;1871386;28.5
2021-06-27;Hovedstaden;542727;1871386;29.0
2021-06-28;Hovedstaden;558819;1871386;29.9
2021-06-29;Hovedstaden;575575;1871386;30.8
2021-06-30;Hovedstaden;587757;1871386;31.4
2021-07-01;Hovedstaden;596151;1871386;31.9
2021-07-02;Hovedstaden;608703;1871386;32.5
2021-07-03;Hovedstaden;624256;1871386;33.4
2021-07-04;Hovedstaden;637547;1871386;34.1
2021-07-05;Hovedstaden;650690;1871386;34.8
2021-07-06;Hovedstaden;663685;1871386;35.5
2021-07-07;Hovedstaden;671006;1871386;35.9
2021-07-08;Hovedstaden;678000;1871386;36.2
2021-07-09;Hovedstaden;687147;1871386;36.7
2021-07-10;Hovedstaden;695596;1871386;37.2
2021-07-11;Hovedstaden;700930;1871386;37.5
2021-07-12;Hovedstaden;716449;1871386;38.3
2021-07-13;Hovedstaden;732331;1871386;39.1
2021-07-14;Hovedstaden;743806;1871386;39.7
2021-07-15;Hovedstaden;757860;1871386;40.5
2021-07-16;Hovedstaden;771000;1871386;41.2
2021-07-17;Hovedstaden;783400;1871386;41.9
2021-07-18;Hovedstaden;800356;1871386;42.8
2021-07-19;Hovedstaden;819333;1871386;43.8
2021-07-20;Hovedstaden;838599;1871386;44.8
2021-07-21;Hovedstaden;856946;1871386;45.8
2021-07-22;Hovedstaden;872942;1871386;46.6
2021-07-23;Hovedstaden;888063;1871386;47.5
2021-07-24;Hovedstaden;899248;1871386;48.1
2021-07-25;Hovedstaden;912023;1871386;48.7
2021-07-26;Hovedstaden;922724;1871386;49.3
2021-07-27;Hovedstaden;936000;1871386;50.0
2021-07-28;Hovedstaden;948744;1871386;50.7
2021-07-29;Hovedstaden;958928;1871386;51.2
2021-07-30;Hovedstaden;968443;1871386;51.8
2021-07-31;Hovedstaden;976153;1871386;52.2
2021-08-01;Hovedstaden;982744;1871386;52.5
2021-08-02;Hovedstaden;992085;1871386;53.0
2021-08-03;Hovedstaden;1005168;1871386;53.7
2021-08-04;Hovedstaden;1018105;1871386;54.4
2021-08-05;Hovedstaden;1028420;1871386;55.0
2021-08-06;Hovedstaden;1040174;1871386;55.6
2021-08-07;Hovedstaden;1053131;1871386;56.3
2021-08-08;Hovedstaden;1070402;1871386;57.2
2021-08-09;Hovedstaden;1086947;1871386;58.1
2021-08-10;Hovedstaden;1101478;1871386;58.9
2021-08-11;Hovedstaden;1117390;1871386;59.7
2021-08-12;Hovedstaden;1131540;1871386;60.5
2021-08-13;Hovedstaden;1144827;1871386;61.2
2021-08-14;Hovedstaden;1158791;1871386;61.9
2021-08-15;Hovedstaden;1172387;1871386;62.6
2021-08-16;Hovedstaden;1183567;1871386;63.2
2021-08-17;Hovedstaden;1192305;1871386;63.7
2021-08-18;Hovedstaden;1201482;1871386;64.2
2021-08-19;Hovedstaden;1206620;1871386;64.5
2021-08-20;Hovedstaden;1210881;1871386;64.7
2021-08-21;Hovedstaden;1216626;1871386;65.0
2021-08-22;Hovedstaden;1221121;1871386;65.3
2021-08-23;Hovedstaden;1228341;1871386;65.6
2021-08-24;Hovedstaden;1236053;1871386;66.1
2021-08-25;Hovedstaden;1239808;1871386;66.3
2021-08-26;Hovedstaden;1244200;1871386;66.5
2021-08-27;Hovedstaden;1248850;1871386;66.7
2021-08-28;Hovedstaden;1252104;1871386;66.9
2021-08-29;Hovedstaden;1257174;1871386;67.2
2021-08-30;Hovedstaden;1264102;1871386;67.5
2021-08-31;Hovedstaden;1269260;1871386;67.8
2021-09-01;Hovedstaden;1272609;1871386;68.0
2021-09-02;Hovedstaden;1275816;1871386;68.2
2021-09-03;Hovedstaden;1277368;1871386;68.3
2021-09-04;Hovedstaden;1279628;1871386;68.4
2021-09-05;Hovedstaden;1282408;1871386;68.5
2021-09-06;Hovedstaden;1285256;1871386;68.7
2021-09-07;Hovedstaden;1288000;1871386;68.8
2021-09-08;Hovedstaden;1289771;1871386;68.9
2021-09-09;Hovedstaden;1291650;1871386;69.0
2021-09-10;Hovedstaden;1293534;1871386;69.1
2021-09-11;Hovedstaden;1295265;1871386;69.2
2021-09-12;Hovedstaden;1297217;1871386;69.3
2021-09-13;Hovedstaden;1299880;1871386;69.5
2021-09-14;Hovedstaden;1301630;1871386;69.6
2021-09-15;Hovedstaden;1303127;1871386;69.6
2021-09-16;Hovedstaden;1304504;1871386;69.7
2021-09-17;Hovedstaden;1306032;1871386;69.8
2021-09-18;Hovedstaden;1307392;1871386;69.9
2021-09-19;Hovedstaden;1308717;1871386;69.9
2021-09-20;Hovedstaden;1310460;1871386;70.0
2021-09-21;Hovedstaden;1311998;1871386;70.1
2021-09-22;Hovedstaden;1313207;1871386;70.2
2021-09-23;Hovedstaden;1314387;1871386;70.2
2021-09-24;Hovedstaden;1315679;1871386;70.3
2021-09-25;Hovedstaden;1316822;1871386;70.4
2021-09-26;Hovedstaden;1318168;1871386;70.4
2021-09-27;Hovedstaden;1319310;1871386;70.5
2021-09-28;Hovedstaden;1320316;1871386;70.6
2021-09-29;Hovedstaden;1321206;1871386;70.6
2021-09-30;Hovedstaden;1322209;1871386;70.7
2021-10-01;Hovedstaden;1323345;1871386;70.7
2021-10-02;Hovedstaden;1324931;1871386;70.8
2021-10-03;Hovedstaden;1325112;1871386;70.8
2021-10-04;Hovedstaden;1325458;1871386;70.8
2021-10-05;Hovedstaden;1326920;1871386;70.9
2021-10-06;Hovedstaden;1328551;1871386;71.0
2021-10-07;Hovedstaden;1329782;1871386;71.1
2021-10-08;Hovedstaden;1330814;1871386;71.1
2021-10-09;Hovedstaden;1332186;1871386;71.2
2021-10-10;Hovedstaden;1332249;1871386;71.2
2021-10-11;Hovedstaden;1332535;1871386;71.2
2021-10-12;Hovedstaden;1334043;1871386;71.3
2021-10-13;Hovedstaden;1335437;1871386;71.4
2021-10-14;Hovedstaden;1336387;1871386;71.4
2021-10-15;Hovedstaden;1337331;1871386;71.5
2021-10-16;Hovedstaden;1338425;1871386;71.5
2021-10-17;Hovedstaden;1338466;1871386;71.5
2021-10-18;Hovedstaden;1338680;1871386;71.5
2021-10-19;Hovedstaden;1339843;1871386;71.6
2021-10-20;Hovedstaden;1340910;1871386;71.7
2021-10-21;Hovedstaden;1341662;1871386;71.7
2021-10-22;Hovedstaden;1342461;1871386;71.7
2021-10-23;Hovedstaden;1343305;1871386;71.8
2021-10-24;Hovedstaden;1343354;1871386;71.8
2021-10-25;Hovedstaden;1343689;1871386;71.8
2021-10-26;Hovedstaden;1344396;1871386;71.8
2021-10-27;Hovedstaden;1345201;1871386;71.9
2021-10-28;Hovedstaden;1345827;1871386;71.9
2021-10-29;Hovedstaden;1346465;1871386;72.0
2021-10-30;Hovedstaden;1346991;1871386;72.0
2021-10-31;Hovedstaden;1347055;1871386;72.0
2021-11-01;Hovedstaden;1347696;1871386;72.0
2021-11-02;Hovedstaden;1348471;1871386;72.1
2021-11-03;Hovedstaden;1349262;1871386;72.1
2021-11-04;Hovedstaden;1349876;1871386;72.1
2021-11-05;Hovedstaden;1350622;1871386;72.2
2021-11-06;Hovedstaden;1351171;1871386;72.2
2021-11-07;Hovedstaden;1351223;1871386;72.2
2021-11-08;Hovedstaden;1351843;1871386;72.2
2021-11-09;Hovedstaden;1352689;1871386;72.3
2021-11-10;Hovedstaden;1353597;1871386;72.3
2021-11-11;Hovedstaden;1354377;1871386;72.4
2021-11-12;Hovedstaden;1355107;1871386;72.4
2021-11-13;Hovedstaden;1355714;1871386;72.4
2021-11-14;Hovedstaden;1355767;1871386;72.4
2021-11-15;Hovedstaden;1356597;1871386;72.5
2021-11-16;Hovedstaden;1357393;1871386;72.5
2021-11-17;Hovedstaden;1358199;1871386;72.6
2021-11-18;Hovedstaden;1358886;1871386;72.6
2021-11-19;Hovedstaden;1359497;1871386;72.6
2021-11-20;Hovedstaden;1360014;1871386;72.7
2021-11-21;Hovedstaden;1360157;1871386;72.7
2021-11-22;Hovedstaden;1361026;1871386;72.7
2021-11-23;Hovedstaden;1361866;1871386;72.8
2021-11-24;Hovedstaden;1362784;1871386;72.8
2021-11-25;Hovedstaden;1363563;1871386;72.9
2021-11-26;Hovedstaden;1364373;1871386;72.9
2021-11-27;Hovedstaden;1365079;1871386;72.9
2021-11-28;Hovedstaden;1365555;1871386;73.0
2021-11-29;Hovedstaden;1366547;1871386;73.0
2021-11-30;Hovedstaden;1367598;1871386;73.1
2021-12-01;Hovedstaden;1368816;1871386;73.1
2021-12-02;Hovedstaden;1370063;1871386;73.2
2021-12-03;Hovedstaden;1371177;1871386;73.3
2021-12-04;Hovedstaden;1372101;1871386;73.3
2021-12-05;Hovedstaden;1372387;1871386;73.3
2021-12-06;Hovedstaden;1374072;1871386;73.4
2021-12-07;Hovedstaden;1375574;1871386;73.5
2021-12-08;Hovedstaden;1377385;1871386;73.6
2021-12-09;Hovedstaden;1378894;1871386;73.7
2021-12-10;Hovedstaden;1380178;1871386;73.8
2021-12-11;Hovedstaden;1381107;1871386;73.8
2021-12-12;Hovedstaden;1381469;1871386;73.8
2021-12-13;Hovedstaden;1383105;1871386;73.9
2021-12-14;Hovedstaden;1384698;1871386;74.0
2021-12-15;Hovedstaden;1386460;1871386;74.1
2021-12-16;Hovedstaden;1388030;1871386;74.2
2021-12-17;Hovedstaden;1389437;1871386;74.2
2021-12-18;Hovedstaden;1390530;1871386;74.3
2021-12-19;Hovedstaden;1391283;1871386;74.3
2021-12-20;Hovedstaden;1393335;1871386;74.5
2021-12-21;Hovedstaden;1394690;1871386;74.5
2021-12-22;Hovedstaden;1396003;1871386;74.6
2021-12-23;Hovedstaden;1396863;1871386;74.6
2021-12-24;Hovedstaden;1396976;1871386;74.6
2021-12-25;Hovedstaden;1397145;1871386;74.7
2021-12-26;Hovedstaden;1397990;1871386;74.7
2021-12-27;Hovedstaden;1400460;1871386;74.8
2021-12-28;Hovedstaden;1402385;1871386;74.9
2021-12-29;Hovedstaden;1404095;1871386;75.0
2021-12-30;Hovedstaden;1405480;1871386;75.1
2021-12-31;Hovedstaden;1405612;1871386;75.1
2022-01-01;Hovedstaden;1405923;1871386;75.1
2022-01-02;Hovedstaden;1408476;1871386;75.3
2022-01-03;Hovedstaden;1412730;1871386;75.5
2022-01-04;Hovedstaden;1415873;1871386;75.7
2022-01-05;Hovedstaden;1419611;1871386;75.9
2022-01-06;Hovedstaden;1423420;1871386;76.1
2022-01-07;Hovedstaden;1427202;1871386;76.3
2022-01-08;Hovedstaden;1431761;1871386;76.5
2022-01-09;Hovedstaden;1434851;1871386;76.7
2022-01-10;Hovedstaden;1437418;1871386;76.8
2022-01-11;Hovedstaden;1439734;1871386;76.9
2022-01-12;Hovedstaden;1441952;1871386;77.1
2022-01-13;Hovedstaden;1443425;1871386;77.1
2022-01-14;Hovedstaden;1445048;1871386;77.2
2022-01-15;Hovedstaden;1446517;1871386;77.3
2022-01-16;Hovedstaden;1447699;1871386;77.4
2022-01-17;Hovedstaden;1448984;1871386;77.4
2022-01-18;Hovedstaden;1450071;1871386;77.5
2022-01-19;Hovedstaden;1451123;1871386;77.5
2022-01-20;Hovedstaden;1452135;1871386;77.6
2022-01-21;Hovedstaden;1453154;1871386;77.7
2022-01-22;Hovedstaden;1454127;1871386;77.7
2022-01-23;Hovedstaden;1455005;1871386;77.8
2022-01-24;Hovedstaden;1455819;1871386;77.8
2022-01-25;Hovedstaden;1456629;1871386;77.8
2022-01-26;Hovedstaden;1457397;1871386;77.9
2022-01-27;Hovedstaden;1458034;1871386;77.9
2022-01-28;Hovedstaden;1458812;1871386;78.0
2022-01-29;Hovedstaden;1459544;1871386;78.0
2022-01-30;Hovedstaden;1460086;1871386;78.0
2022-01-31;Hovedstaden;1460621;1871386;78.1
2022-02-01;Hovedstaden;1461058;1871386;78.1
2022-02-02;Hovedstaden;1461433;1871386;78.1
2022-02-03;Hovedstaden;1461747;1871386;78.1
2022-02-04;Hovedstaden;1462183;1871386;78.1
2022-02-05;Hovedstaden;1462548;1871386;78.2
2022-02-06;Hovedstaden;1462837;1871386;78.2
2022-02-07;Hovedstaden;1463163;1871386;78.2
2022-02-08;Hovedstaden;1463506;1871386;78.2
2022-02-09;Hovedstaden;1463797;1871386;78.2
2022-02-10;Hovedstaden;1464032;1871386;78.2
2022-02-11;Hovedstaden;1464432;1871386;78.3
2022-02-12;Hovedstaden;1464746;1871386;78.3
2022-02-13;Hovedstaden;1464967;1871386;78.3
2022-02-14;Hovedstaden;1465089;1871386;78.3
2022-02-15;Hovedstaden;1465222;1871386;78.3
2022-02-16;Hovedstaden;1465395;1871386;78.3
2022-02-17;Hovedstaden;1465543;1871386;78.3
2022-02-18;Hovedstaden;1465701;1871386;78.3
2022-02-19;Hovedstaden;1465812;1871386;78.3
2022-02-20;Hovedstaden;1465919;1871386;78.3
2022-02-21;Hovedstaden;1466030;1871386;78.3
2022-02-22;Hovedstaden;1466185;1871386;78.3
2022-02-23;Hovedstaden;1466353;1871386;78.4
2022-02-24;Hovedstaden;1466496;1871386;78.4
2022-02-25;Hovedstaden;1466610;1871386;78.4
2022-02-26;Hovedstaden;1466725;1871386;78.4
2022-02-27;Hovedstaden;1466829;1871386;78.4
2022-02-28;Hovedstaden;1466933;1871386;78.4
2022-03-01;Hovedstaden;1467049;1871386;78.4
2022-03-02;Hovedstaden;1467194;1871386;78.4
2022-03-03;Hovedstaden;1467302;1871386;78.4
2022-03-04;Hovedstaden;1467370;1871386;78.4
2022-03-05;Hovedstaden;1467459;1871386;78.4
2022-03-06;Hovedstaden;1467563;1871386;78.4
2022-03-07;Hovedstaden;1467651;1871386;78.4
2022-03-08;Hovedstaden;1467754;1871386;78.4
2022-03-09;Hovedstaden;1467837;1871386;78.4
2022-03-10;Hovedstaden;1467917;1871386;78.4
2022-03-11;Hovedstaden;1467974;1871386;78.4
2022-03-12;Hovedstaden;1468015;1871386;78.4
2022-03-13;Hovedstaden;1468125;1871386;78.5
2022-03-14;Hovedstaden;1468172;1871386;78.5
2020-12-29;Midtjylland;0;1343954;0.00
2021-01-08;Midtjylland;0;1343954;0.00
2021-01-09;Midtjylland;0;1343954;0.00
2021-01-12;Midtjylland;1;1343954;0.00
2021-01-13;Midtjylland;4;1343954;0.00
2021-01-14;Midtjylland;4;1343954;0.00
2021-01-15;Midtjylland;4;1343954;0.00
2021-01-16;Midtjylland;11;1343954;0.00
2021-01-17;Midtjylland;14;1343954;0.00
2021-01-18;Midtjylland;180;1343954;0.01
2021-01-19;Midtjylland;191;1343954;0.01
2021-01-20;Midtjylland;290;1343954;0.02
2021-01-21;Midtjylland;866;1343954;0.06
2021-01-22;Midtjylland;1861;1343954;0.14
2021-01-23;Midtjylland;2724;1343954;0.20
2021-01-24;Midtjylland;3813;1343954;0.28
2021-01-25;Midtjylland;3960;1343954;0.29
2021-01-26;Midtjylland;4006;1343954;0.30
2021-01-27;Midtjylland;5094;1343954;0.38
2021-01-28;Midtjylland;6790;1343954;0.51
2021-01-29;Midtjylland;10286;1343954;0.77
2021-01-30;Midtjylland;12568;1343954;0.94
2021-01-31;Midtjylland;17899;1343954;1.33
2021-02-01;Midtjylland;19315;1343954;1.44
2021-02-02;Midtjylland;20263;1343954;1.51
2021-02-03;Midtjylland;21578;1343954;1.61
2021-02-04;Midtjylland;23231;1343954;1.73
2021-02-05;Midtjylland;25462;1343954;1.89
2021-02-06;Midtjylland;25930;1343954;1.93
2021-02-07;Midtjylland;26005;1343954;1.93
2021-02-08;Midtjylland;28480;1343954;2.12
2021-02-09;Midtjylland;30918;1343954;2.30
2021-02-10;Midtjylland;32701;1343954;2.43
2021-02-11;Midtjylland;34210;1343954;2.55
2021-02-12;Midtjylland;35170;1343954;2.62
2021-02-13;Midtjylland;35210;1343954;2.62
2021-02-14;Midtjylland;35239;1343954;2.62
2021-02-15;Midtjylland;35684;1343954;2.66
2021-02-16;Midtjylland;35894;1343954;2.67
2021-02-17;Midtjylland;36002;1343954;2.68
2021-02-18;Midtjylland;36067;1343954;2.68
2021-02-19;Midtjylland;36170;1343954;2.69
2021-02-20;Midtjylland;36177;1343954;2.69
2021-02-21;Midtjylland;36213;1343954;2.69
2021-02-22;Midtjylland;36553;1343954;2.72
2021-02-23;Midtjylland;36820;1343954;2.74
2021-02-24;Midtjylland;37035;1343954;2.76
2021-02-25;Midtjylland;37176;1343954;2.77
2021-02-26;Midtjylland;37559;1343954;2.79
2021-02-27;Midtjylland;37561;1343954;2.79
2021-02-28;Midtjylland;37565;1343954;2.80
2021-03-01;Midtjylland;37705;1343954;2.81
2021-03-02;Midtjylland;37882;1343954;2.82
2021-03-03;Midtjylland;38092;1343954;2.83
2021-03-04;Midtjylland;38694;1343954;2.88
2021-03-05;Midtjylland;41190;1343954;3.06
2021-03-06;Midtjylland;42644;1343954;3.17
2021-03-07;Midtjylland;43704;1343954;3.25
2021-03-08;Midtjylland;46996;1343954;3.50
2021-03-09;Midtjylland;49652;1343954;3.69
2021-03-10;Midtjylland;51320;1343954;3.82
2021-03-11;Midtjylland;52533;1343954;3.91
2021-03-12;Midtjylland;53506;1343954;3.98
2021-03-13;Midtjylland;54063;1343954;4.02
2021-03-14;Midtjylland;54266;1343954;4.04
2021-03-15;Midtjylland;56944;1343954;4.24
2021-03-16;Midtjylland;60326;1343954;4.49
2021-03-17;Midtjylland;63037;1343954;4.69
2021-03-18;Midtjylland;64145;1343954;4.77
2021-03-19;Midtjylland;67093;1343954;4.99
2021-03-20;Midtjylland;67124;1343954;4.99
2021-03-21;Midtjylland;67140;1343954;5.00
2021-03-22;Midtjylland;69811;1343954;5.19
2021-03-23;Midtjylland;73063;1343954;5.44
2021-03-24;Midtjylland;74711;1343954;5.56
2021-03-25;Midtjylland;76401;1343954;5.68
2021-03-26;Midtjylland;77750;1343954;5.79
2021-03-27;Midtjylland;77925;1343954;5.80
2021-03-28;Midtjylland;78079;1343954;5.81
2021-03-29;Midtjylland;80410;1343954;5.98
2021-03-30;Midtjylland;83283;1343954;6.20
2021-03-31;Midtjylland;84894;1343954;6.32
2021-04-01;Midtjylland;85264;1343954;6.34
2021-04-02;Midtjylland;85595;1343954;6.37
2021-04-03;Midtjylland;85642;1343954;6.37
2021-04-04;Midtjylland;85699;1343954;6.38
2021-04-05;Midtjylland;85842;1343954;6.39
2021-04-06;Midtjylland;87760;1343954;6.53
2021-04-07;Midtjylland;91486;1343954;6.81
2021-04-08;Midtjylland;93871;1343954;6.98
2021-04-09;Midtjylland;95137;1343954;7.08
2021-04-10;Midtjylland;95857;1343954;7.13
2021-04-11;Midtjylland;96648;1343954;7.19
2021-04-12;Midtjylland;98512;1343954;7.33
2021-04-13;Midtjylland;100207;1343954;7.46
2021-04-14;Midtjylland;102569;1343954;7.63
2021-04-15;Midtjylland;105584;1343954;7.86
2021-04-16;Midtjylland;106997;1343954;7.96
2021-04-17;Midtjylland;107044;1343954;7.96
2021-04-18;Midtjylland;107081;1343954;7.97
2021-04-19;Midtjylland;111844;1343954;8.32
2021-04-20;Midtjylland;116276;1343954;8.65
