"3. stik dato";"Regionsnavn";"Antal 3. stik"
2021-09-02;Hovedstaden;2
2021-09-02;Sjælland;2
2021-09-03;Midtjylland;3
2021-09-03;Syddanmark;1
2021-09-03;Hovedstaden;9
2021-09-04;Nordjylland;1
2021-09-04;Midtjylland;2
2021-09-04;Syddanmark;2
2021-09-04;Hovedstaden;2
2021-09-04;Sjælland;1
2021-09-05;Nordjylland;2
2021-09-05;Syddanmark;2
2021-09-05;Hovedstaden;1
2021-09-06;Midtjylland;6
2021-09-06;Syddanmark;96
2021-09-06;Hovedstaden;1
2021-09-06;Sjælland;1
2021-09-07;Midtjylland;5
2021-09-07;Syddanmark;9
2021-09-07;Hovedstaden;4
2021-09-07;Sjælland;3
2021-09-08;Nordjylland;1
2021-09-08;Midtjylland;33
2021-09-08;Syddanmark;1
2021-09-09;Midtjylland;6
2021-09-09;Syddanmark;2
2021-09-09;Hovedstaden;149
2021-09-09;Sjælland;1
2021-09-10;Nordjylland;1
2021-09-10;Midtjylland;283
2021-09-10;Syddanmark;238
2021-09-10;Hovedstaden;270
2021-09-10;Sjælland;312
2021-09-11;Nordjylland;27
2021-09-11;Midtjylland;252
2021-09-11;Syddanmark;603
2021-09-11;Hovedstaden;1122
2021-09-11;Sjælland;584
2021-09-12;Nordjylland;82
2021-09-12;Midtjylland;165
2021-09-12;Syddanmark;485
2021-09-12;Hovedstaden;807
2021-09-12;Sjælland;309
2021-09-13;Nordjylland;25
2021-09-13;Midtjylland;1274
2021-09-13;Syddanmark;1007
2021-09-13;Hovedstaden;1968
2021-09-13;Sjælland;871
2021-09-14;Nordjylland;47
2021-09-14;Midtjylland;1213
2021-09-14;Syddanmark;916
2021-09-14;Hovedstaden;1690
2021-09-14;Sjælland;829
2021-09-15;Nordjylland;224
2021-09-15;Midtjylland;1355
2021-09-15;Syddanmark;1425
2021-09-15;Hovedstaden;1521
2021-09-15;Sjælland;978
2021-09-16;Nordjylland;563
2021-09-16;Midtjylland;1111
2021-09-16;Syddanmark;1192
2021-09-16;Hovedstaden;1392
2021-09-16;Sjælland;763
2021-09-17;Nordjylland;312
2021-09-17;Midtjylland;735
2021-09-17;Syddanmark;1144
2021-09-17;Hovedstaden;1523
2021-09-17;Sjælland;758
2021-09-18;Nordjylland;577
2021-09-18;Midtjylland;15
2021-09-18;Syddanmark;165
2021-09-18;Hovedstaden;269
2021-09-18;Sjælland;86
2021-09-19;Nordjylland;315
2021-09-19;Midtjylland;1
2021-09-19;Syddanmark;115
2021-09-19;Hovedstaden;234
2021-09-19;Sjælland;69
2021-09-20;Nordjylland;395
2021-09-20;Midtjylland;1273
2021-09-20;Syddanmark;1081
2021-09-20;Hovedstaden;1441
2021-09-20;Sjælland;722
2021-09-21;Nordjylland;991
2021-09-21;Midtjylland;1301
2021-09-21;Syddanmark;918
2021-09-21;Hovedstaden;1283
2021-09-21;Sjælland;548
2021-09-22;Nordjylland;891
2021-09-22;Midtjylland;1690
2021-09-22;Syddanmark;981
2021-09-22;Hovedstaden;1097
2021-09-22;Sjælland;615
2021-09-23;Nordjylland;514
2021-09-23;Midtjylland;1268
2021-09-23;Syddanmark;943
2021-09-23;Hovedstaden;1268
2021-09-23;Sjælland;553
2021-09-24;Nordjylland;388
2021-09-24;Midtjylland;965
2021-09-24;Syddanmark;320
2021-09-24;Hovedstaden;1099
2021-09-24;Sjælland;681
2021-09-25;Nordjylland;323
2021-09-25;Midtjylland;20
2021-09-25;Syddanmark;146
2021-09-25;Hovedstaden;169
2021-09-25;Sjælland;59
2021-09-26;Nordjylland;391
2021-09-26;Midtjylland;32
2021-09-26;Syddanmark;109
2021-09-26;Hovedstaden;130
2021-09-26;Sjælland;43
2021-09-27;Nordjylland;134
2021-09-27;Midtjylland;949
2021-09-27;Syddanmark;526
2021-09-27;Hovedstaden;1193
2021-09-27;Sjælland;427
2021-09-28;Nordjylland;388
2021-09-28;Midtjylland;1063
2021-09-28;Syddanmark;556
2021-09-28;Hovedstaden;641
2021-09-28;Sjælland;527
2021-09-29;Nordjylland;354
2021-09-29;Midtjylland;1310
2021-09-29;Syddanmark;395
2021-09-29;Hovedstaden;256
2021-09-29;Sjælland;302
2021-09-30;Nordjylland;77
2021-09-30;Midtjylland;780
2021-09-30;Syddanmark;245
2021-09-30;Hovedstaden;224
2021-09-30;Sjælland;199
2021-10-01;Nordjylland;43
2021-10-01;Midtjylland;766
2021-10-01;Syddanmark;503
2021-10-01;Hovedstaden;579
2021-10-01;Sjælland;298
2021-10-02;Nordjylland;44
2021-10-02;Midtjylland;7
2021-10-02;Syddanmark;311
2021-10-02;Hovedstaden;489
2021-10-02;Sjælland;155
2021-10-03;Nordjylland;215
2021-10-03;Midtjylland;8
2021-10-03;Syddanmark;249
2021-10-03;Hovedstaden;25
2021-10-03;Sjælland;135
2021-10-04;Nordjylland;123
2021-10-04;Midtjylland;1158
2021-10-04;Syddanmark;793
2021-10-04;Hovedstaden;141
2021-10-04;Sjælland;324
2021-10-05;Nordjylland;312
2021-10-05;Midtjylland;1294
2021-10-05;Syddanmark;773
2021-10-05;Hovedstaden;1098
2021-10-05;Sjælland;279
2021-10-06;Nordjylland;375
2021-10-06;Midtjylland;1287
2021-10-06;Syddanmark;1095
2021-10-06;Hovedstaden;1246
2021-10-06;Sjælland;1297
2021-10-07;Nordjylland;228
2021-10-07;Midtjylland;1085
2021-10-07;Syddanmark;1077
2021-10-07;Hovedstaden;1484
2021-10-07;Sjælland;563
2021-10-08;Nordjylland;215
2021-10-08;Midtjylland;1257
2021-10-08;Syddanmark;867
2021-10-08;Hovedstaden;1078
2021-10-08;Sjælland;546
2021-10-09;Nordjylland;439
2021-10-09;Midtjylland;24
2021-10-09;Syddanmark;397
2021-10-09;Hovedstaden;840
2021-10-09;Sjælland;265
2021-10-10;Nordjylland;490
2021-10-10;Midtjylland;12
2021-10-10;Syddanmark;425
2021-10-10;Hovedstaden;36
2021-10-10;Sjælland;255
2021-10-11;Nordjylland;221
2021-10-11;Midtjylland;1565
2021-10-11;Syddanmark;1296
2021-10-11;Hovedstaden;313
2021-10-11;Sjælland;652
2021-10-12;Nordjylland;750
2021-10-12;Midtjylland;1574
2021-10-12;Syddanmark;1264
2021-10-12;Hovedstaden;1681
2021-10-12;Sjælland;505
2021-10-13;Nordjylland;564
2021-10-13;Midtjylland;1350
2021-10-13;Syddanmark;1200
2021-10-13;Hovedstaden;1524
2021-10-13;Sjælland;1631
2021-10-14;Nordjylland;444
2021-10-14;Midtjylland;1173
2021-10-14;Syddanmark;1060
2021-10-14;Hovedstaden;1448
2021-10-14;Sjælland;464
2021-10-15;Nordjylland;370
2021-10-15;Midtjylland;1337
2021-10-15;Syddanmark;937
2021-10-15;Hovedstaden;1524
2021-10-15;Sjælland;556
2021-10-16;Nordjylland;98
2021-10-16;Midtjylland;31
2021-10-16;Syddanmark;1064
2021-10-16;Hovedstaden;2534
2021-10-16;Sjælland;842
2021-10-17;Nordjylland;1621
2021-10-17;Midtjylland;58
2021-10-17;Syddanmark;1852
2021-10-17;Hovedstaden;121
2021-10-17;Sjælland;1194
2021-10-18;Nordjylland;1368
2021-10-18;Midtjylland;2795
2021-10-18;Syddanmark;3199
2021-10-18;Hovedstaden;1640
2021-10-18;Sjælland;1710
2021-10-19;Nordjylland;1010
2021-10-19;Midtjylland;3241
2021-10-19;Syddanmark;3195
2021-10-19;Hovedstaden;5542
2021-10-19;Sjælland;1795
2021-10-20;Nordjylland;1778
2021-10-20;Midtjylland;2790
2021-10-20;Syddanmark;2986
2021-10-20;Hovedstaden;5618
2021-10-20;Sjælland;3212
2021-10-21;Nordjylland;1244
2021-10-21;Midtjylland;2337
2021-10-21;Syddanmark;2765
2021-10-21;Hovedstaden;5509
2021-10-21;Sjælland;1982
2021-10-22;Nordjylland;563
2021-10-22;Midtjylland;2700
2021-10-22;Syddanmark;2226
2021-10-22;Hovedstaden;5156
2021-10-22;Sjælland;1900
2021-10-23;Nordjylland;988
2021-10-23;Midtjylland;69
2021-10-23;Syddanmark;979
2021-10-23;Hovedstaden;3314
2021-10-23;Sjælland;914
2021-10-24;Nordjylland;1798
2021-10-24;Midtjylland;46
2021-10-24;Syddanmark;1024
2021-10-24;Hovedstaden;169
2021-10-24;Sjælland;871
2021-10-25;Nordjylland;698
2021-10-25;Midtjylland;3728
2021-10-25;Syddanmark;3167
2021-10-25;Hovedstaden;3206
2021-10-25;Sjælland;1997
2021-10-26;Nordjylland;938
2021-10-26;Midtjylland;4042
2021-10-26;Syddanmark;2684
2021-10-26;Hovedstaden;4848
2021-10-26;Sjælland;1720
2021-10-27;Nordjylland;1459
2021-10-27;Midtjylland;3454
2021-10-27;Syddanmark;3638
2021-10-27;Hovedstaden;4358
2021-10-27;Sjælland;3310
2021-10-28;Nordjylland;1642
2021-10-28;Midtjylland;3312
2021-10-28;Syddanmark;2922
2021-10-28;Hovedstaden;4810
2021-10-28;Sjælland;1713
2021-10-29;Nordjylland;500
2021-10-29;Midtjylland;2819
2021-10-29;Syddanmark;2723
2021-10-29;Hovedstaden;4512
2021-10-29;Sjælland;1769
2021-10-30;Nordjylland;1140
2021-10-30;Midtjylland;69
2021-10-30;Syddanmark;1004
2021-10-30;Hovedstaden;1300
2021-10-30;Sjælland;795
2021-10-31;Nordjylland;1384
2021-10-31;Midtjylland;73
2021-10-31;Syddanmark;919
2021-10-31;Hovedstaden;80
2021-10-31;Sjælland;680
2021-11-01;Nordjylland;1235
2021-11-01;Midtjylland;4733
2021-11-01;Syddanmark;2583
2021-11-01;Hovedstaden;3248
2021-11-01;Sjælland;1734
2021-11-02;Nordjylland;874
2021-11-02;Midtjylland;3503
2021-11-02;Syddanmark;2170
2021-11-02;Hovedstaden;3804
2021-11-02;Sjælland;1374
2021-11-03;Nordjylland;1196
2021-11-03;Midtjylland;4836
2021-11-03;Syddanmark;2943
2021-11-03;Hovedstaden;3920
2021-11-03;Sjælland;3128
2021-11-04;Nordjylland;1077
2021-11-04;Midtjylland;3380
2021-11-04;Syddanmark;2507
2021-11-04;Hovedstaden;4397
2021-11-04;Sjælland;1346
2021-11-05;Nordjylland;1185
2021-11-05;Midtjylland;3355
2021-11-05;Syddanmark;1980
2021-11-05;Hovedstaden;3521
2021-11-05;Sjælland;1557
2021-11-06;Nordjylland;477
2021-11-06;Midtjylland;473
2021-11-06;Syddanmark;740
2021-11-06;Hovedstaden;1354
2021-11-06;Sjælland;962
2021-11-07;Nordjylland;1155
2021-11-07;Midtjylland;23
2021-11-07;Syddanmark;626
2021-11-07;Hovedstaden;89
2021-11-07;Sjælland;809
2021-11-08;Nordjylland;550
2021-11-08;Midtjylland;3856
2021-11-08;Syddanmark;2878
2021-11-08;Hovedstaden;2580
2021-11-08;Sjælland;1970
2021-11-09;Nordjylland;2102
2021-11-09;Midtjylland;3127
2021-11-09;Syddanmark;3177
2021-11-09;Hovedstaden;3763
2021-11-09;Sjælland;2244
2021-11-10;Nordjylland;545
2021-11-10;Midtjylland;5886
2021-11-10;Syddanmark;3727
2021-11-10;Hovedstaden;4782
2021-11-10;Sjælland;4640
2021-11-11;Nordjylland;1188
2021-11-11;Midtjylland;3616
2021-11-11;Syddanmark;3221
2021-11-11;Hovedstaden;4664
2021-11-11;Sjælland;3030
2021-11-12;Nordjylland;368
2021-11-12;Midtjylland;4111
2021-11-12;Syddanmark;2560
2021-11-12;Hovedstaden;3836
2021-11-12;Sjælland;3033
2021-11-13;Nordjylland;444
2021-11-13;Midtjylland;1010
2021-11-13;Syddanmark;611
2021-11-13;Hovedstaden;1344
2021-11-13;Sjælland;1897
2021-11-14;Nordjylland;1762
2021-11-14;Midtjylland;69
2021-11-14;Syddanmark;1094
2021-11-14;Hovedstaden;117
2021-11-14;Sjælland;1570
2021-11-15;Nordjylland;713
2021-11-15;Midtjylland;4696
2021-11-15;Syddanmark;2879
2021-11-15;Hovedstaden;4664
2021-11-15;Sjælland;2666
2021-11-16;Nordjylland;958
2021-11-16;Midtjylland;3732
2021-11-16;Syddanmark;2938
2021-11-16;Hovedstaden;5098
2021-11-16;Sjælland;2207
2021-11-17;Nordjylland;948
2021-11-17;Midtjylland;6470
2021-11-17;Syddanmark;5471
2021-11-17;Hovedstaden;6537
2021-11-17;Sjælland;4616
2021-11-18;Nordjylland;2480
2021-11-18;Midtjylland;5154
2021-11-18;Syddanmark;5700
2021-11-18;Hovedstaden;6725
2021-11-18;Sjælland;3364
2021-11-19;Nordjylland;1702
2021-11-19;Midtjylland;5952
2021-11-19;Syddanmark;4630
2021-11-19;Hovedstaden;5805
2021-11-19;Sjælland;3713
2021-11-20;Nordjylland;2053
2021-11-20;Midtjylland;1879
2021-11-20;Syddanmark;2901
2021-11-20;Hovedstaden;3950
2021-11-20;Sjælland;2636
2021-11-21;Nordjylland;1385
2021-11-21;Midtjylland;78
2021-11-21;Syddanmark;2909
2021-11-21;Hovedstaden;671
2021-11-21;Sjælland;2603
2021-11-22;Nordjylland;898
2021-11-22;Midtjylland;9267
2021-11-22;Syddanmark;7306
2021-11-22;Hovedstaden;7323
2021-11-22;Sjælland;3615
2021-11-23;Nordjylland;3941
2021-11-23;Midtjylland;9686
2021-11-23;Syddanmark;7666
2021-11-23;Hovedstaden;7174
2021-11-23;Sjælland;3526
2021-11-24;Nordjylland;2004
2021-11-24;Midtjylland;10544
2021-11-24;Syddanmark;7709
2021-11-24;Hovedstaden;8802
2021-11-24;Sjælland;6142
2021-11-25;Nordjylland;2866
2021-11-25;Midtjylland;10335
2021-11-25;Syddanmark;7553
2021-11-25;Hovedstaden;8931
2021-11-25;Sjælland;4104
2021-11-26;Nordjylland;1496
2021-11-26;Midtjylland;7340
2021-11-26;Syddanmark;5634
2021-11-26;Hovedstaden;7555
2021-11-26;Sjælland;4022
2021-11-27;Nordjylland;2708
2021-11-27;Midtjylland;2591
2021-11-27;Syddanmark;3204
2021-11-27;Hovedstaden;6129
2021-11-27;Sjælland;3286
2021-11-28;Nordjylland;5103
2021-11-28;Midtjylland;176
2021-11-28;Syddanmark;3497
2021-11-28;Hovedstaden;5042
2021-11-28;Sjælland;3215
2021-11-29;Nordjylland;2969
2021-11-29;Midtjylland;8442
2021-11-29;Syddanmark;6422
2021-11-29;Hovedstaden;7660
2021-11-29;Sjælland;3966
2021-11-30;Nordjylland;4784
2021-11-30;Midtjylland;8028
2021-11-30;Syddanmark;6499
2021-11-30;Hovedstaden;7482
2021-11-30;Sjælland;3633
2021-12-01;Nordjylland;3239
2021-12-01;Midtjylland;8744
2021-12-01;Syddanmark;6771
2021-12-01;Hovedstaden;9348
2021-12-01;Sjælland;5703
2021-12-02;Nordjylland;1759
2021-12-02;Midtjylland;7533
2021-12-02;Syddanmark;7138
2021-12-02;Hovedstaden;12337
2021-12-02;Sjælland;4135
2021-12-03;Nordjylland;2499
2021-12-03;Midtjylland;6362
2021-12-03;Syddanmark;5522
2021-12-03;Hovedstaden;9881
2021-12-03;Sjælland;3951
2021-12-04;Nordjylland;3218
2021-12-04;Midtjylland;2156
2021-12-04;Syddanmark;2844
2021-12-04;Hovedstaden;6463
2021-12-04;Sjælland;3095
2021-12-05;Nordjylland;3895
2021-12-05;Midtjylland;406
2021-12-05;Syddanmark;3507
2021-12-05;Hovedstaden;3118
2021-12-05;Sjælland;3342
2021-12-06;Nordjylland;3393
2021-12-06;Midtjylland;8056
2021-12-06;Syddanmark;6565
2021-12-06;Hovedstaden;12279
2021-12-06;Sjælland;4553
2021-12-07;Nordjylland;3832
2021-12-07;Midtjylland;8298
2021-12-07;Syddanmark;7988
2021-12-07;Hovedstaden;13130
2021-12-07;Sjælland;4869
2021-12-08;Nordjylland;3299
2021-12-08;Midtjylland;10586
2021-12-08;Syddanmark;8215
2021-12-08;Hovedstaden;17390
2021-12-08;Sjælland;7438
2021-12-09;Nordjylland;3227
2021-12-09;Midtjylland;10559
2021-12-09;Syddanmark;9334
2021-12-09;Hovedstaden;18698
2021-12-09;Sjælland;5990
2021-12-10;Nordjylland;2561
2021-12-10;Midtjylland;11168
2021-12-10;Syddanmark;9832
2021-12-10;Hovedstaden;18893
2021-12-10;Sjælland;7078
2021-12-11;Nordjylland;2352
2021-12-11;Midtjylland;6136
2021-12-11;Syddanmark;5108
2021-12-11;Hovedstaden;14266
2021-12-11;Sjælland;6107
2021-12-12;Nordjylland;2835
2021-12-12;Midtjylland;4449
2021-12-12;Syddanmark;5792
2021-12-12;Hovedstaden;12561
2021-12-12;Sjælland;6917
2021-12-13;Nordjylland;4528
2021-12-13;Midtjylland;19144
2021-12-13;Syddanmark;16204
2021-12-13;Hovedstaden;32297
2021-12-13;Sjælland;11033
2021-12-14;Nordjylland;7666
2021-12-14;Midtjylland;23703
2021-12-14;Syddanmark;17859
2021-12-14;Hovedstaden;46445
2021-12-14;Sjælland;12961
2021-12-15;Nordjylland;10110
2021-12-15;Midtjylland;33483
2021-12-15;Syddanmark;26619
2021-12-15;Hovedstaden;47139
2021-12-15;Sjælland;16293
2021-12-16;Nordjylland;11331
