"3. stik dato";"Regionsnavn";"Antal 3. stik"
2021-12-16;Midtjylland;34024
2021-12-16;Syddanmark;37609
2021-12-16;Hovedstaden;45737
2021-12-16;Sjælland;19219
2021-12-17;Nordjylland;12943
2021-12-17;Midtjylland;35884
2021-12-17;Syddanmark;35042
2021-12-17;Hovedstaden;41013
2021-12-17;Sjælland;21048
2021-12-18;Nordjylland;9756
2021-12-18;Midtjylland;18140
2021-12-18;Syddanmark;19585
2021-12-18;Hovedstaden;20625
2021-12-18;Sjælland;14555
2021-12-19;Nordjylland;10398
2021-12-19;Midtjylland;15430
2021-12-19;Syddanmark;16291
2021-12-19;Hovedstaden;14616
2021-12-19;Sjælland;14194
2021-12-20;Nordjylland;19261
2021-12-20;Midtjylland;33416
2021-12-20;Syddanmark;30036
2021-12-20;Hovedstaden;31941
2021-12-20;Sjælland;18389
2021-12-21;Nordjylland;16110
2021-12-21;Midtjylland;25972
2021-12-21;Syddanmark;25400
2021-12-21;Hovedstaden;24179
2021-12-21;Sjælland;17142
2021-12-22;Nordjylland;12464
2021-12-22;Midtjylland;22354
2021-12-22;Syddanmark;20622
2021-12-22;Hovedstaden;21850
2021-12-22;Sjælland;16129
2021-12-23;Nordjylland;9275
2021-12-23;Midtjylland;16722
2021-12-23;Syddanmark;13666
2021-12-23;Hovedstaden;24045
2021-12-23;Sjælland;12083
2021-12-24;Nordjylland;2887
2021-12-24;Midtjylland;578
2021-12-24;Syddanmark;184
2021-12-24;Hovedstaden;3790
2021-12-24;Sjælland;1947
2021-12-25;Nordjylland;5031
2021-12-25;Midtjylland;3297
2021-12-25;Syddanmark;182
2021-12-25;Hovedstaden;6741
2021-12-25;Sjælland;2695
2021-12-26;Nordjylland;6790
2021-12-26;Midtjylland;5142
2021-12-26;Syddanmark;4237
2021-12-26;Hovedstaden;8630
2021-12-26;Sjælland;2807
2021-12-27;Nordjylland;8928
2021-12-27;Midtjylland;22842
2021-12-27;Syddanmark;20570
2021-12-27;Hovedstaden;25297
2021-12-27;Sjælland;13597
2021-12-28;Nordjylland;8890
2021-12-28;Midtjylland;23175
2021-12-28;Syddanmark;19044
2021-12-28;Hovedstaden;22412
2021-12-28;Sjælland;11665
2021-12-29;Nordjylland;9294
2021-12-29;Midtjylland;18527
2021-12-29;Syddanmark;15701
2021-12-29;Hovedstaden;18618
2021-12-29;Sjælland;12353
2021-12-30;Nordjylland;6322
2021-12-30;Midtjylland;9753
2021-12-30;Syddanmark;10199
2021-12-30;Hovedstaden;11902
2021-12-30;Sjælland;5532
2021-12-31;Nordjylland;960
2021-12-31;Midtjylland;278
2021-12-31;Syddanmark;602
2021-12-31;Hovedstaden;2097
2021-12-31;Sjælland;913
2022-01-01;Nordjylland;1810
2022-01-01;Midtjylland;600
2022-01-01;Syddanmark;156
2022-01-01;Hovedstaden;3270
2022-01-01;Sjælland;1082
2022-01-02;Nordjylland;3752
2022-01-02;Midtjylland;6244
2022-01-02;Syddanmark;8655
2022-01-02;Hovedstaden;9124
2022-01-02;Sjælland;5111
2022-01-03;Nordjylland;5285
2022-01-03;Midtjylland;16130
2022-01-03;Syddanmark;13292
2022-01-03;Hovedstaden;14956
2022-01-03;Sjælland;7249
2022-01-04;Nordjylland;5430
2022-01-04;Midtjylland;13278
2022-01-04;Syddanmark;12123
2022-01-04;Hovedstaden;16076
2022-01-04;Sjælland;6520
2022-01-05;Nordjylland;4048
2022-01-05;Midtjylland;11276
2022-01-05;Syddanmark;11127
2022-01-05;Hovedstaden;13892
2022-01-05;Sjælland;6600
2022-01-06;Nordjylland;4134
2022-01-06;Midtjylland;10774
2022-01-06;Syddanmark;9993
2022-01-06;Hovedstaden;13370
2022-01-06;Sjælland;5224
2022-01-07;Nordjylland;3899
2022-01-07;Midtjylland;12181
2022-01-07;Syddanmark;11368
2022-01-07;Hovedstaden;13018
2022-01-07;Sjælland;5256
2022-01-08;Nordjylland;3401
2022-01-08;Midtjylland;3733
2022-01-08;Syddanmark;5922
2022-01-08;Hovedstaden;7825
2022-01-08;Sjælland;3483
2022-01-09;Nordjylland;3913
2022-01-09;Midtjylland;2904
2022-01-09;Syddanmark;4810
2022-01-09;Hovedstaden;7372
2022-01-09;Sjælland;2875
2022-01-10;Nordjylland;3038
2022-01-10;Midtjylland;8385
2022-01-10;Syddanmark;8330
2022-01-10;Hovedstaden;11218
2022-01-10;Sjælland;4052
2022-01-11;Nordjylland;2867
2022-01-11;Midtjylland;7344
2022-01-11;Syddanmark;6253
2022-01-11;Hovedstaden;8135
2022-01-11;Sjælland;3383
2022-01-12;Nordjylland;2264
2022-01-12;Midtjylland;7331
2022-01-12;Syddanmark;7135
2022-01-12;Hovedstaden;9083
2022-01-12;Sjælland;5757
2022-01-13;Nordjylland;3299
2022-01-13;Midtjylland;9135
2022-01-13;Syddanmark;7804
2022-01-13;Hovedstaden;10541
2022-01-13;Sjælland;5158
2022-01-14;Nordjylland;4036
2022-01-14;Midtjylland;9116
2022-01-14;Syddanmark;8537
2022-01-14;Hovedstaden;9908
2022-01-14;Sjælland;4545
2022-01-15;Nordjylland;2242
2022-01-15;Midtjylland;3490
2022-01-15;Syddanmark;4144
2022-01-15;Hovedstaden;6428
2022-01-15;Sjælland;3272
2022-01-16;Nordjylland;2902
2022-01-16;Midtjylland;2635
2022-01-16;Syddanmark;4227
2022-01-16;Hovedstaden;7448
2022-01-16;Sjælland;3479
2022-01-17;Nordjylland;2680
2022-01-17;Midtjylland;8617
2022-01-17;Syddanmark;7143
2022-01-17;Hovedstaden;10584
2022-01-17;Sjælland;4154
2022-01-18;Nordjylland;2887
2022-01-18;Midtjylland;7277
2022-01-18;Syddanmark;5512
2022-01-18;Hovedstaden;7804
2022-01-18;Sjælland;2866
2022-01-19;Nordjylland;2181
2022-01-19;Midtjylland;6030
2022-01-19;Syddanmark;4775
2022-01-19;Hovedstaden;6326
2022-01-19;Sjælland;3713
2022-01-20;Nordjylland;1707
2022-01-20;Midtjylland;5062
2022-01-20;Syddanmark;4225
2022-01-20;Hovedstaden;6043
2022-01-20;Sjælland;2248
2022-01-21;Nordjylland;2681
2022-01-21;Midtjylland;5642
2022-01-21;Syddanmark;4850
2022-01-21;Hovedstaden;5967
2022-01-21;Sjælland;2147
2022-01-22;Nordjylland;960
2022-01-22;Midtjylland;1952
2022-01-22;Syddanmark;2108
2022-01-22;Hovedstaden;3796
2022-01-22;Sjælland;1287
2022-01-23;Nordjylland;2380
2022-01-23;Midtjylland;954
2022-01-23;Syddanmark;1714
2022-01-23;Hovedstaden;3851
2022-01-23;Sjælland;1341
2022-01-24;Nordjylland;1275
2022-01-24;Midtjylland;4608
2022-01-24;Syddanmark;3559
2022-01-24;Hovedstaden;5167
2022-01-24;Sjælland;1593
2022-01-25;Nordjylland;1073
2022-01-25;Midtjylland;3476
2022-01-25;Syddanmark;2868
2022-01-25;Hovedstaden;3969
2022-01-25;Sjælland;1370
2022-01-26;Nordjylland;956
2022-01-26;Midtjylland;2607
2022-01-26;Syddanmark;2294
2022-01-26;Hovedstaden;3336
2022-01-26;Sjælland;1759
2022-01-27;Nordjylland;1039
2022-01-27;Midtjylland;2430
2022-01-27;Syddanmark;2056
2022-01-27;Hovedstaden;3085
2022-01-27;Sjælland;958
2022-01-28;Nordjylland;1174
2022-01-28;Midtjylland;2640
2022-01-28;Syddanmark;2461
2022-01-28;Hovedstaden;2924
2022-01-28;Sjælland;1030
2022-01-29;Nordjylland;654
2022-01-29;Midtjylland;907
2022-01-29;Syddanmark;907
2022-01-29;Hovedstaden;1681
2022-01-29;Sjælland;594
2022-01-30;Nordjylland;646
2022-01-30;Midtjylland;351
2022-01-30;Syddanmark;634
2022-01-30;Hovedstaden;1366
2022-01-30;Sjælland;520
2022-01-31;Nordjylland;614
2022-01-31;Midtjylland;1817
2022-01-31;Syddanmark;1729
2022-01-31;Hovedstaden;2597
2022-01-31;Sjælland;736
2022-02-01;Nordjylland;497
2022-02-01;Midtjylland;1253
2022-02-01;Syddanmark;1107
2022-02-01;Hovedstaden;1872
2022-02-01;Sjælland;537
2022-02-02;Nordjylland;267
2022-02-02;Midtjylland;1171
2022-02-02;Syddanmark;955
2022-02-02;Hovedstaden;1775
2022-02-02;Sjælland;863
2022-02-03;Nordjylland;501
2022-02-03;Midtjylland;1060
2022-02-03;Syddanmark;857
2022-02-03;Hovedstaden;1575
2022-02-03;Sjælland;478
2022-02-04;Nordjylland;576
2022-02-04;Midtjylland;1110
2022-02-04;Syddanmark;955
2022-02-04;Hovedstaden;1568
2022-02-04;Sjælland;555
2022-02-05;Nordjylland;315
2022-02-05;Midtjylland;314
2022-02-05;Syddanmark;525
2022-02-05;Hovedstaden;1015
2022-02-05;Sjælland;348
2022-02-06;Nordjylland;381
2022-02-06;Midtjylland;188
2022-02-06;Syddanmark;372
2022-02-06;Hovedstaden;947
2022-02-06;Sjælland;320
2022-02-07;Nordjylland;290
2022-02-07;Midtjylland;999
2022-02-07;Syddanmark;722
2022-02-07;Hovedstaden;1562
2022-02-07;Sjælland;367
2022-02-08;Nordjylland;368
2022-02-08;Midtjylland;802
2022-02-08;Syddanmark;666
2022-02-08;Hovedstaden;1269
2022-02-08;Sjælland;322
2022-02-09;Nordjylland;251
2022-02-09;Midtjylland;817
2022-02-09;Syddanmark;559
2022-02-09;Hovedstaden;1208
2022-02-09;Sjælland;588
2022-02-10;Nordjylland;242
2022-02-10;Midtjylland;805
2022-02-10;Syddanmark;585
2022-02-10;Hovedstaden;1156
2022-02-10;Sjælland;328
2022-02-11;Nordjylland;302
2022-02-11;Midtjylland;744
2022-02-11;Syddanmark;599
2022-02-11;Hovedstaden;1163
2022-02-11;Sjælland;334
2022-02-12;Nordjylland;200
2022-02-12;Midtjylland;215
2022-02-12;Syddanmark;351
2022-02-12;Hovedstaden;824
2022-02-12;Sjælland;212
2022-02-13;Nordjylland;247
2022-02-13;Midtjylland;131
2022-02-13;Syddanmark;258
2022-02-13;Hovedstaden;750
2022-02-13;Sjælland;204
2022-02-14;Nordjylland;191
2022-02-14;Midtjylland;670
2022-02-14;Syddanmark;378
2022-02-14;Hovedstaden;730
2022-02-14;Sjælland;265
2022-02-15;Nordjylland;169
2022-02-15;Midtjylland;442
2022-02-15;Syddanmark;388
2022-02-15;Hovedstaden;736
2022-02-15;Sjælland;177
2022-02-16;Nordjylland;95
2022-02-16;Midtjylland;415
2022-02-16;Syddanmark;333
2022-02-16;Hovedstaden;747
2022-02-16;Sjælland;381
2022-02-17;Nordjylland;206
2022-02-17;Midtjylland;496
2022-02-17;Syddanmark;317
2022-02-17;Hovedstaden;741
2022-02-17;Sjælland;210
2022-02-18;Nordjylland;163
2022-02-18;Midtjylland;403
2022-02-18;Syddanmark;314
2022-02-18;Hovedstaden;679
2022-02-18;Sjælland;231
2022-02-19;Nordjylland;134
2022-02-19;Midtjylland;40
2022-02-19;Syddanmark;145
2022-02-19;Hovedstaden;436
2022-02-19;Sjælland;110
2022-02-20;Nordjylland;132
2022-02-20;Midtjylland;8
2022-02-20;Syddanmark;129
2022-02-20;Hovedstaden;393
2022-02-20;Sjælland;108
2022-02-21;Nordjylland;141
2022-02-21;Midtjylland;507
2022-02-21;Syddanmark;386
2022-02-21;Hovedstaden;587
2022-02-21;Sjælland;221
2022-02-22;Nordjylland;165
2022-02-22;Midtjylland;466
2022-02-22;Syddanmark;334
2022-02-22;Hovedstaden;797
2022-02-22;Sjælland;194
2022-02-23;Nordjylland;67
2022-02-23;Midtjylland;351
2022-02-23;Syddanmark;312
2022-02-23;Hovedstaden;724
2022-02-23;Sjælland;350
2022-02-24;Nordjylland;175
2022-02-24;Midtjylland;423
2022-02-24;Syddanmark;349
2022-02-24;Hovedstaden;714
2022-02-24;Sjælland;227
2022-02-25;Nordjylland;78
2022-02-25;Midtjylland;400
2022-02-25;Syddanmark;345
2022-02-25;Hovedstaden;539
2022-02-25;Sjælland;130
2022-02-26;Nordjylland;191
2022-02-26;Midtjylland;101
2022-02-26;Syddanmark;156
2022-02-26;Hovedstaden;319
2022-02-26;Sjælland;97
2022-02-27;Nordjylland;31
2022-02-27;Midtjylland;81
2022-02-27;Syddanmark;108
2022-02-27;Hovedstaden;475
2022-02-27;Sjælland;109
2022-02-28;Nordjylland;144
2022-02-28;Midtjylland;401
2022-02-28;Syddanmark;306
2022-02-28;Hovedstaden;567
2022-02-28;Sjælland;132
2022-03-01;Nordjylland;70
2022-03-01;Midtjylland;288
2022-03-01;Syddanmark;257
2022-03-01;Hovedstaden;710
2022-03-01;Sjælland;132
2022-03-02;Nordjylland;111
2022-03-02;Midtjylland;313
2022-03-02;Syddanmark;243
2022-03-02;Hovedstaden;608
2022-03-02;Sjælland;174
2022-03-03;Nordjylland;23
2022-03-03;Midtjylland;269
2022-03-03;Syddanmark;237
2022-03-03;Hovedstaden;609
2022-03-03;Sjælland;152
2022-03-04;Nordjylland;15
2022-03-04;Midtjylland;380
2022-03-04;Syddanmark;238
2022-03-04;Hovedstaden;435
2022-03-04;Sjælland;134
2022-03-05;Nordjylland;197
2022-03-05;Midtjylland;93
2022-03-05;Syddanmark;138
2022-03-05;Hovedstaden;344
2022-03-05;Sjælland;67
2022-03-06;Nordjylland;66
2022-03-06;Midtjylland;91
2022-03-06;Syddanmark;112
2022-03-06;Hovedstaden;532
2022-03-06;Sjælland;77
2022-03-07;Nordjylland;108
2022-03-07;Midtjylland;332
2022-03-07;Syddanmark;222
2022-03-07;Hovedstaden;458
2022-03-07;Sjælland;148
2022-03-08;Nordjylland;18
2022-03-08;Midtjylland;225
2022-03-08;Syddanmark;197
2022-03-08;Hovedstaden;668
2022-03-08;Sjælland;109
2022-03-09;Nordjylland;19
2022-03-09;Midtjylland;176
2022-03-09;Syddanmark;207
2022-03-09;Hovedstaden;471
2022-03-09;Sjælland;141
2022-03-10;Nordjylland;41
2022-03-10;Midtjylland;231
2022-03-10;Syddanmark;207
2022-03-10;Hovedstaden;597
2022-03-10;Sjælland;105
2022-03-11;Nordjylland;14
2022-03-11;Midtjylland;311
2022-03-11;Syddanmark;205
2022-03-11;Hovedstaden;347
2022-03-11;Sjælland;122
2022-03-12;Nordjylland;45
2022-03-12;Midtjylland;44
2022-03-12;Syddanmark;110
2022-03-12;Hovedstaden;165
2022-03-12;Sjælland;56
2022-03-13;Nordjylland;189
2022-03-13;Midtjylland;9
2022-03-13;Syddanmark;99
2022-03-13;Hovedstaden;521
2022-03-13;Sjælland;72
2022-03-14;Nordjylland;16
2022-03-14;Midtjylland;346
2022-03-14;Syddanmark;185
2022-03-14;Hovedstaden;415
2022-03-14;Sjælland;117
