"Dato";"Aldersgruppe";"Regionsnavn";"Antal 1. stik";"Antal 2. stik"
2020-12-27;10-19;Sjælland;2;0
2020-12-27;20-29;Sjælland;58;0
2020-12-27;30-39;Sjælland;104;0
2020-12-27;40-49;Sjælland;188;0
2020-12-27;50-59;Sjælland;188;0
2020-12-27;60-69;Sjælland;147;0
2020-12-27;70-79;Sjælland;161;0
2020-12-27;80-89;Sjælland;228;0
2020-12-27;90+;Sjælland;85;0
2020-12-28;20-29;Nordjylland;10;0
2020-12-28;30-39;Nordjylland;15;0
2020-12-28;40-49;Nordjylland;16;0
2020-12-28;50-59;Nordjylland;40;0
2020-12-28;60-69;Nordjylland;24;0
2020-12-28;20-29;Midtjylland;21;0
2020-12-28;30-39;Midtjylland;38;0
2020-12-28;40-49;Midtjylland;51;0
2020-12-28;50-59;Midtjylland;53;0
2020-12-28;60-69;Midtjylland;28;0
2020-12-28;70-79;Midtjylland;3;0
2020-12-28;10-19;Syddanmark;3;0
2020-12-28;20-29;Syddanmark;46;0
2020-12-28;30-39;Syddanmark;66;0
2020-12-28;40-49;Syddanmark;126;0
2020-12-28;50-59;Syddanmark;132;0
2020-12-28;60-69;Syddanmark;77;0
2020-12-28;70-79;Syddanmark;46;0
2020-12-28;80-89;Syddanmark;67;0
2020-12-28;90+;Syddanmark;28;0
2020-12-28;10-19;Hovedstaden;3;0
2020-12-28;20-29;Hovedstaden;52;0
2020-12-28;30-39;Hovedstaden;85;0
2020-12-28;40-49;Hovedstaden;89;0
2020-12-28;50-59;Hovedstaden;72;0
2020-12-28;60-69;Hovedstaden;63;0
2020-12-28;70-79;Hovedstaden;40;0
2020-12-28;80-89;Hovedstaden;35;0
2020-12-28;90+;Hovedstaden;27;0
2020-12-28;20-29;Sjælland;54;0
2020-12-28;30-39;Sjælland;87;0
2020-12-28;40-49;Sjælland;160;0
2020-12-28;50-59;Sjælland;144;0
2020-12-28;60-69;Sjælland;100;0
2020-12-28;70-79;Sjælland;6;0
2020-12-28;80-89;Sjælland;1;0
2020-12-29;10-19;Nordjylland;3;0
2020-12-29;20-29;Nordjylland;9;0
2020-12-29;30-39;Nordjylland;16;0
2020-12-29;40-49;Nordjylland;41;1
2020-12-29;50-59;Nordjylland;47;0
2020-12-29;60-69;Nordjylland;44;0
2020-12-29;70-79;Nordjylland;28;0
2020-12-29;80-89;Nordjylland;61;0
2020-12-29;90+;Nordjylland;22;0
2020-12-29;10-19;Midtjylland;5;0
2020-12-29;20-29;Midtjylland;85;0
2020-12-29;30-39;Midtjylland;126;0
2020-12-29;40-49;Midtjylland;172;0
2020-12-29;50-59;Midtjylland;199;0
2020-12-29;60-69;Midtjylland;125;0
2020-12-29;70-79;Midtjylland;85;0
2020-12-29;80-89;Midtjylland;123;0
2020-12-29;90+;Midtjylland;73;0
2020-12-29;10-19;Syddanmark;3;0
2020-12-29;20-29;Syddanmark;123;0
2020-12-29;30-39;Syddanmark;225;0
2020-12-29;40-49;Syddanmark;353;0
2020-12-29;50-59;Syddanmark;386;0
2020-12-29;60-69;Syddanmark;263;0
2020-12-29;70-79;Syddanmark;122;0
2020-12-29;80-89;Syddanmark;158;0
