"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-05-03,København,K,59860,28436,58666,26687,1194,1749
2021-05-03,København,M,41463,19138,40194,18305,1269,833
2021-05-03,Frederiksberg,K,14167,7206,13933,6876,234,330
2021-05-03,Frederiksberg,M,9180,4595,8984,4427,196,168
2021-05-03,Ballerup,K,7571,3911,7479,3703,92,208
2021-05-03,Ballerup,M,5014,2473,4923,2408,91,65
2021-05-03,Brøndby,K,5244,2903,5065,2785,179,118
2021-05-03,Brøndby,M,3702,1901,3544,1845,158,56
2021-05-03,Dragør,K,2459,1230,2386,1165,73,65
2021-05-03,Dragør,M,1893,890,1815,865,78,25
2021-05-03,Gentofte,K,11439,6033,11230,5821,209,212
2021-05-03,Gentofte,M,7959,3802,7729,3712,230,90
2021-05-03,Gladsaxe,K,9650,5004,9498,4744,152,260
2021-05-03,Gladsaxe,M,6352,2857,6217,2739,135,118
2021-05-03,Glostrup,K,3593,1990,3515,1889,78,101
2021-05-03,Glostrup,M,2332,1238,2273,1212,59,26
2021-05-03,Herlev,K,4537,2393,4471,2277,66,116
2021-05-03,Herlev,M,2861,1319,2801,1275,60,44
2021-05-03,Albertslund,K,3865,2037,3800,1940,65,97
2021-05-03,Albertslund,M,2706,1405,2637,1365,69,40
2021-05-03,Hvidovre,K,7682,4205,7496,4025,186,180
2021-05-03,Hvidovre,M,5174,2632,4985,2565,189,67
2021-05-03,Høje Tåstrup,K,7084,3867,6944,3695,140,172
2021-05-03,Høje Tåstrup,M,5105,2770,4938,2707,167,63
2021-05-03,Lyngby-Taarbæk,K,8617,4593,8482,4406,135,187
2021-05-03,Lyngby-Taarbæk,M,5655,2705,5507,2635,148,70
2021-05-03,Rødovre,K,5935,3089,5835,2969,100,120
2021-05-03,Rødovre,M,3728,1725,3627,1681,101,44
2021-05-03,Ishøj,K,2918,1513,2858,1433,60,80
2021-05-03,Ishøj,M,2083,1052,2015,1012,68,40
2021-05-03,Tårnby,K,6302,3167,6104,3022,198,145
