"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,2,1
Hovedstaden,0-9,M,0,0
Hovedstaden,10-19,K,634,336
Hovedstaden,10-19,M,407,253
Hovedstaden,20-29,K,12436,5907
Hovedstaden,20-29,M,5170,2669
Hovedstaden,30-39,K,13549,7609
Hovedstaden,30-39,M,6715,4204
Hovedstaden,40-49,K,19243,11294
Hovedstaden,40-49,M,8139,5363
Hovedstaden,50-59,K,22804,14071
Hovedstaden,50-59,M,11343,8060
Hovedstaden,60-69,K,55496,14664
Hovedstaden,60-69,M,47236,10936
Hovedstaden,70-79,K,80254,27577
Hovedstaden,70-79,M,67299,24530
Hovedstaden,80-89,K,37068,35164
Hovedstaden,80-89,M,24986,23645
Hovedstaden,90+,K,8830,8465
Hovedstaden,90+,M,3259,3147
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,1,0
Midtjylland,10-19,K,767,409
Midtjylland,10-19,M,330,230
Midtjylland,20-29,K,10120,4287
Midtjylland,20-29,M,3718,1955
Midtjylland,30-39,K,10862,5478
Midtjylland,30-39,M,4225,2403
Midtjylland,40-49,K,15504,7922
Midtjylland,40-49,M,5439,3105
Midtjylland,50-59,K,18840,10099
Midtjylland,50-59,M,6969,4203
Midtjylland,60-69,K,28247,11843
Midtjylland,60-69,M,21008,8056
Midtjylland,70-79,K,61201,17335
Midtjylland,70-79,M,56662,17489
Midtjylland,80-89,K,28426,26027
Midtjylland,80-89,M,21784,19829
Midtjylland,90+,K,6582,6415
Midtjylland,90+,M,2931,2870
Nordjylland,0-9,K,0,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,293,146
Nordjylland,10-19,M,126,91
Nordjylland,20-29,K,4112,1855
Nordjylland,20-29,M,1608,1004
Nordjylland,30-39,K,4837,2296
Nordjylland,30-39,M,1742,1037
Nordjylland,40-49,K,6824,3272
Nordjylland,40-49,M,2330,1354
Nordjylland,50-59,K,9106,4758
Nordjylland,50-59,M,3083,2009
Nordjylland,60-69,K,11479,4505
Nordjylland,60-69,M,7997,2985
Nordjylland,70-79,K,29875,7623
Nordjylland,70-79,M,28022,7329
Nordjylland,80-89,K,14389,13945
Nordjylland,80-89,M,11182,10818
Nordjylland,90+,K,3345,3281
Nordjylland,90+,M,1565,1529
Sjælland,0-9,K,0,0
Sjælland,0-9,M,1,1
Sjælland,10-19,K,397,164
Sjælland,10-19,M,211,126
Sjælland,20-29,K,4027,1628
Sjælland,20-29,M,1726,942
Sjælland,30-39,K,6236,2710
Sjælland,30-39,M,2301,1244
Sjælland,40-49,K,10279,4796
Sjælland,40-49,M,3489,2018
Sjælland,50-59,K,12913,6296
Sjælland,50-59,M,5055,3335
Sjælland,60-69,K,18424,7436
Sjælland,60-69,M,14567,6267
Sjælland,70-79,K,44485,15793
Sjælland,70-79,M,40955,16059
Sjælland,80-89,K,19982,18254
Sjælland,80-89,M,15441,14206
Sjælland,90+,K,4288,4164
Sjælland,90+,M,1838,1792
Syddanmark,0-9,K,1,1
Syddanmark,0-9,M,0,0
Syddanmark,10-19,K,623,298
Syddanmark,10-19,M,310,185
Syddanmark,20-29,K,7421,2994
Syddanmark,20-29,M,2999,1571
Syddanmark,30-39,K,9303,4595
Syddanmark,30-39,M,3877,2227
Syddanmark,40-49,K,14117,7075
Syddanmark,40-49,M,5290,3252
Syddanmark,50-59,K,17614,9348
Syddanmark,50-59,M,7464,4857
Syddanmark,60-69,K,23181,9506
Syddanmark,60-69,M,17974,7243
Syddanmark,70-79,K,60782,14716
Syddanmark,70-79,M,55975,15078
Syddanmark,80-89,K,30407,24280
Syddanmark,80-89,M,23059,18053
Syddanmark,90+,K,7042,6808
Syddanmark,90+,M,3040,2965
