"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,101323,47574,638852
Frederiksberg,23347,11801,103233
Ballerup,12585,6384,49084
Brøndby,8946,4804,35364
Dragør,4352,2120,14571
Gentofte,19398,9835,74309
Gladsaxe,16002,7861,68967
Glostrup,5925,3228,23486
Herlev,7398,3712,28811
Albertslund,6571,3442,27222
Hvidovre,12856,6837,53317
Høje-Taastrup,12189,6637,52229
Lyngby-Taarbæk,14272,7298,57071
Rødovre,9663,4814,41175
Ishøj,5001,2565,23064
Tårnby,10782,5218,42696
Vallensbæk,4189,2345,16557
Furesø,11271,5612,41044
Allerød,6964,3384,25905
Fredensborg,11933,5455,41009
Helsingør,19108,8699,63090
Hillerød,14105,7053,51830
Hørsholm,8129,4022,24822
Rudersdal,15797,8208,57036
Egedal,10821,5139,43887
Frederikssund,13710,6778,45657
Greve,12190,5904,50590
Køge,13804,6989,61591
Frederiksværk-Hundested,10431,4866,31475
Roskilde,20791,10583,88743
Solrød,5357,2580,23498
Gribskov,13767,5955,41042
Odsherred,10178,4781,32928
Holbæk,17645,9058,72141
Faxe,8482,4247,36822
Kalundborg,11874,6303,48422
Ringsted,6866,3606,35002
Slagelse,19704,11130,79353
Stevns,5992,3003,23255
Sorø,7292,4002,29936
Lejre,7223,3469,28460
Lolland,10797,5730,40365
Næstved,19584,10670,83360
Guldborgsund,16832,9083,60391
Vordingborg,12004,6093,45268
Bornholm,14035,6249,39732
Middelfart,10195,4768,39327
Assens,10494,4389,40889
Faaborg-Midtfyn,13354,5653,51713
Kerteminde,6486,2971,23850
Nyborg,8237,3678,32012
Odense,45891,21183,204909
Svendborg,15469,7290,58828
Nordfyns,7513,3286,29549
Langeland,3821,1685,12345
Ærø,2019,791,6000
Haderslev,12321,5204,55366
Billund,5866,3024,26521
Sønderborg,17703,8067,73786
Tønder,8151,3626,37009
Esbjerg,28259,15267,115627
Fanø,1178,419,3440
Varde,12168,6590,49715
Vejen,9590,4928,42807
Aabenraa,13378,5004,58588
Fredericia,12167,5823,51385
Horsens,19704,9181,92736
Kolding,20119,9203,93125
Vejle,26100,12203,117678
Herning,20907,11168,89389
Holstebro,14347,7268,58642
Lemvig,5413,2928,19536
Struer,5990,3100,20835
Syddjurs,11763,5293,43405
Norddjurs,10258,4937,36957
Favrskov,11064,4904,48518
Odder,5946,2938,23072
Randers,22996,11154,98412
Silkeborg,22258,11141,96045
Samsø,1179,644,3706
Skanderborg,13651,6632,63542
Århus,66873,32548,352347
Ikast-Brande,9513,4976,41617
Ringkøbing-Skjern,14039,7487,56213
Hedensted,11063,5155,46903
Morsø,5670,3045,20093
Skive,12468,6379,45360
Thisted,11552,5359,43147
Viborg,24184,12122,96704
Brønderslev-Dronninglund,8558,4255,36112
Frederikshavn,15219,7935,58961
Vesthimmerlands,9437,4580,36348
Læsø,841,393,1780
Rebild,6807,3164,30499
Mariagerfjord,10903,5075,41585
Jammerbugt,9351,4289,38185
Ålborg,46656,23874,219558
Hjørring,16921,7868,64082
