"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference"
2021-08-06;København;K;224955;164818;224268;162470;687;2348
2021-08-06;København;M;216048;156608;215466;154268;582;2340
2021-08-06;Frederiksberg;K;40896;32264;40786;31898;110;366
2021-08-06;Frederiksberg;M;35995;27850;35889;27488;106;362
2021-08-06;Ballerup;K;17927;15421;17841;15299;86;122
2021-08-06;Ballerup;M;16526;13661;16457;13539;69;122
2021-08-06;Brøndby;K;11803;10116;11780;10065;23;51
2021-08-06;Brøndby;M;10877;8984;10859;8917;18;67
2021-08-06;Dragør;K;5569;4932;5543;4914;26;18
2021-08-06;Dragør;M;5202;4532;5178;4509;24;23
2021-08-06;Gentofte;K;28789;24686;28728;24547;61;139
2021-08-06;Gentofte;M;25770;21837;25703;21708;67;129
2021-08-06;Gladsaxe;K;24593;20634;24508;20451;85;183
2021-08-06;Gladsaxe;M;23578;18932;23492;18729;86;203
2021-08-06;Glostrup;K;8350;6971;8324;6924;26;47
2021-08-06;Glostrup;M;7892;6305;7871;6230;21;75
2021-08-06;Herlev;K;10374;8922;10330;8860;44;62
2021-08-06;Herlev;M;9470;7862;9420;7793;50;69
2021-08-06;Albertslund;K;9060;7654;9033;7604;27;50
2021-08-06;Albertslund;M;8586;6933;8555;6876;31;57
2021-08-06;Hvidovre;K;18696;15575;18661;15443;35;132
2021-08-06;Hvidovre;M;17644;14221;17604;14102;40;119
2021-08-06;Høje Tåstrup;K;17207;14332;17163;14202;44;130
2021-08-06;Høje Tåstrup;M;16839;13531;16791;13374;48;157
2021-08-06;Lyngby-Taarbæk;K;21813;18702;21773;18584;40;118
2021-08-06;Lyngby-Taarbæk;M;20692;17001;20657;16853;35;148
2021-08-06;Rødovre;K;14555;12135;14516;12053;39;82
2021-08-06;Rødovre;M;13351;10642;13315;10541;36;101
2021-08-06;Ishøj;K;6978;5780;6962;5733;16;47
2021-08-06;Ishøj;M;6723;5376;6705;5335;18;41
2021-08-06;Tårnby;K;15467;13167;15404;13093;63;74
2021-08-06;Tårnby;M;14537;12066;14489;11983;48;83
2021-08-06;Vallensbæk;K;5555;4629;5540;4592;15;37
2021-08-06;Vallensbæk;M;5378;4386;5361;4351;17;35
2021-08-06;Furesø;K;15485;13381;15446;13304;39;77
2021-08-06;Furesø;M;14352;12217;14320;12127;32;90
2021-08-06;Allerød;K;10063;8583;10038;8554;25;29
2021-08-06;Allerød;M;9543;7998;9515;7964;28;34
2021-08-06;Fredensborg;K;15566;13379;15510;13306;56;73
