"Vaccinedato";"Regionsnavn";"Kumulerede antal færdigvacc.";"Antal borgere";"Vaccinations dækning (%)"
2021-01-04;Hovedstaden;0;1858049;0.00
2021-01-07;Hovedstaden;0;1858049;0.00
2021-01-08;Hovedstaden;1;1858049;0.00
2021-01-09;Hovedstaden;2;1858049;0.00
2021-01-12;Hovedstaden;2;1858049;0.00
2021-01-13;Hovedstaden;3;1858049;0.00
2021-01-14;Hovedstaden;4;1858049;0.00
2021-01-15;Hovedstaden;9;1858049;0.00
2021-01-16;Hovedstaden;9;1858049;0.00
2021-01-17;Hovedstaden;49;1858049;0.00
2021-01-18;Hovedstaden;185;1858049;0.01
2021-01-19;Hovedstaden;355;1858049;0.02
2021-01-20;Hovedstaden;486;1858049;0.03
2021-01-21;Hovedstaden;603;1858049;0.03
2021-01-22;Hovedstaden;684;1858049;0.04
2021-01-23;Hovedstaden;4695;1858049;0.25
2021-01-24;Hovedstaden;8601;1858049;0.46
2021-01-25;Hovedstaden;8842;1858049;0.48
2021-01-26;Hovedstaden;8977;1858049;0.48
2021-01-27;Hovedstaden;9606;1858049;0.52
2021-01-28;Hovedstaden;13361;1858049;0.72
2021-01-29;Hovedstaden;20773;1858049;1.12
2021-01-30;Hovedstaden;25275;1858049;1.36
2021-01-31;Hovedstaden;27838;1858049;1.50
2021-02-01;Hovedstaden;29724;1858049;1.60
2021-02-02;Hovedstaden;29839;1858049;1.61
2021-02-03;Hovedstaden;32785;1858049;1.76
2021-02-04;Hovedstaden;39230;1858049;2.11
2021-02-05;Hovedstaden;44069;1858049;2.37
2021-02-06;Hovedstaden;47063;1858049;2.53
2021-02-07;Hovedstaden;47629;1858049;2.56
2021-02-08;Hovedstaden;48765;1858049;2.62
2021-02-09;Hovedstaden;48802;1858049;2.63
2021-02-10;Hovedstaden;49739;1858049;2.68
2021-02-11;Hovedstaden;49982;1858049;2.69
2021-02-12;Hovedstaden;54140;1858049;2.91
2021-02-13;Hovedstaden;54150;1858049;2.91
2021-02-14;Hovedstaden;54162;1858049;2.91
2021-02-15;Hovedstaden;55537;1858049;2.99
2021-02-16;Hovedstaden;55943;1858049;3.01
2021-02-17;Hovedstaden;55976;1858049;3.01
2021-02-18;Hovedstaden;56051;1858049;3.02
2021-02-19;Hovedstaden;56096;1858049;3.02
2021-02-20;Hovedstaden;56196;1858049;3.02
2021-02-21;Hovedstaden;56301;1858049;3.03
2021-02-22;Hovedstaden;56444;1858049;3.04
2021-02-23;Hovedstaden;56598;1858049;3.05
2021-02-24;Hovedstaden;56668;1858049;3.05
2021-02-25;Hovedstaden;56701;1858049;3.05
2021-02-26;Hovedstaden;56766;1858049;3.06
2021-02-27;Hovedstaden;57860;1858049;3.11
2021-02-28;Hovedstaden;58985;1858049;3.17
2021-03-01;Hovedstaden;59208;1858049;3.19
2021-03-02;Hovedstaden;59464;1858049;3.20
2021-03-03;Hovedstaden;59506;1858049;3.20
2021-03-04;Hovedstaden;59704;1858049;3.21
2021-03-05;Hovedstaden;59971;1858049;3.23
2021-03-06;Hovedstaden;60067;1858049;3.23
2021-03-07;Hovedstaden;60386;1858049;3.25
2021-03-08;Hovedstaden;60625;1858049;3.26
2021-03-09;Hovedstaden;62061;1858049;3.34
2021-03-10;Hovedstaden;63744;1858049;3.43
2021-03-11;Hovedstaden;68090;1858049;3.66
2021-03-12;Hovedstaden;72911;1858049;3.92
2021-03-13;Hovedstaden;72999;1858049;3.93
2021-03-14;Hovedstaden;76221;1858049;4.10
2021-03-15;Hovedstaden;78970;1858049;4.25
2021-03-16;Hovedstaden;82489;1858049;4.44
2021-03-17;Hovedstaden;86887;1858049;4.68
2021-03-18;Hovedstaden;91277;1858049;4.91
2021-03-19;Hovedstaden;92443;1858049;4.98
2021-03-20;Hovedstaden;92529;1858049;4.98
2021-03-21;Hovedstaden;94603;1858049;5.09
2021-03-22;Hovedstaden;94685;1858049;5.10
