"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;8;0
Hovedstaden;0-9;M;2;0
Hovedstaden;10-19;K;47451;27999
Hovedstaden;10-19;M;48563;27616
Hovedstaden;20-29;K;105700;66693
Hovedstaden;20-29;M;100668;59887
Hovedstaden;30-39;K;90889;35492
Hovedstaden;30-39;M;94750;37859
Hovedstaden;40-49;K;105376;96413
Hovedstaden;40-49;M;102840;93916
Hovedstaden;50-59;K;110505;107667
Hovedstaden;50-59;M;109260;106167
Hovedstaden;60-69;K;88343;87231
Hovedstaden;60-69;M;83730;82605
Hovedstaden;70-79;K;82862;82365
Hovedstaden;70-79;M;69697;69267
Hovedstaden;80-89;K;38193;37928
Hovedstaden;80-89;M;25751;25609
Hovedstaden;90+;K;8986;8841
Hovedstaden;90+;M;3319;3279
Midtjylland;0-9;K;1;0
Midtjylland;0-9;M;5;0
Midtjylland;10-19;K;43057;23858
Midtjylland;10-19;M;44065;23218
Midtjylland;20-29;K;69031;34369
Midtjylland;20-29;M;71193;29097
Midtjylland;30-39;K;56120;19727
Midtjylland;30-39;M;59878;16549
Midtjylland;40-49;K;73869;63639
Midtjylland;40-49;M;72491;60449
Midtjylland;50-59;K;82832;80962
Midtjylland;50-59;M;83112;80919
Midtjylland;60-69;K;73806;73134
Midtjylland;60-69;M;72128;71396
Midtjylland;70-79;K;64567;64334
Midtjylland;70-79;M;60232;59963
Midtjylland;80-89;K;29222;29082
Midtjylland;80-89;M;22542;22442
Midtjylland;90+;K;6703;6625
Midtjylland;90+;M;2995;2961
Nordjylland;0-9;K;3;0
Nordjylland;0-9;M;0;0
Nordjylland;10-19;K;17797;9444
Nordjylland;10-19;M;18527;9237
Nordjylland;20-29;K;27118;13542
Nordjylland;20-29;M;30722;12322
Nordjylland;30-39;K;23097;8649
Nordjylland;30-39;M;24585;6816
Nordjylland;40-49;K;30821;26467
Nordjylland;40-49;M;30707;25269
Nordjylland;50-59;K;37573;36518
Nordjylland;50-59;M;37845;36465
Nordjylland;60-69;K;35640;35279
Nordjylland;60-69;M;34893;34446
Nordjylland;70-79;K;31934;31778
Nordjylland;70-79;M;30200;30019
Nordjylland;80-89;K;14837;14752
Nordjylland;80-89;M;11608;11552
Nordjylland;90+;K;3397;3376
Nordjylland;90+;M;1590;1572
Sjælland;0-9;K;1;1
Sjælland;0-9;M;3;1
Sjælland;10-19;K;25405;14792
Sjælland;10-19;M;26710;15180
Sjælland;20-29;K;25794;15577
Sjælland;20-29;M;28697;15373
Sjælland;30-39;K;30292;12682
Sjælland;30-39;M;30048;10064
Sjælland;40-49;K;47339;42742
Sjælland;40-49;M;44991;39419
Sjælland;50-59;K;58343;56979
Sjælland;50-59;M;58458;56997
Sjælland;60-69;K;52365;51832
Sjælland;60-69;M;50678;50144
Sjælland;70-79;K;49838;49596
Sjælland;70-79;M;45609;45429
Sjælland;80-89;K;21125;20996
Sjælland;80-89;M;16348;16256
Sjælland;90+;K;4421;4374
Sjælland;90+;M;1912;1896
Syddanmark;0-9;K;2;1
Syddanmark;0-9;M;2;1
Syddanmark;10-19;K;38276;19831
Syddanmark;10-19;M;38871;19113
Syddanmark;20-29;K;48153;21538
Syddanmark;20-29;M;52161;18735
Syddanmark;30-39;K;46281;14018
Syddanmark;30-39;M;47894;10721
Syddanmark;40-49;K;66428;52643
Syddanmark;40-49;M;64175;48000
Syddanmark;50-59;K;79861;77574
Syddanmark;50-59;M;80453;77698
Syddanmark;60-69;K;73174;72368
Syddanmark;60-69;M;71854;70952
Syddanmark;70-79;K;65548;65235
Syddanmark;70-79;M;60813;60482
Syddanmark;80-89;K;31490;31311
Syddanmark;80-89;M;23945;23824
Syddanmark;90+;K;7123;7014
Syddanmark;90+;M;3112;3073
