"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,75266,34282,638683
Frederiksberg,17675,8068,103242
Ballerup,9210,4176,49094
Brøndby,6841,3177,35376
Dragør,3167,1403,14554
Gentofte,14345,6881,74314
Gladsaxe,11657,5879,69054
Glostrup,4591,2382,23497
Herlev,5409,2700,28811
Albertslund,5074,2292,27224
Hvidovre,9770,4937,53280
Høje-Taastrup,9400,4263,52175
Lyngby-Taarbæk,10275,5240,56967
Rødovre,7160,3499,41189
Ishøj,3892,1652,23073
Tårnby,7803,3666,42706
Vallensbæk,3386,1534,16554
Furesø,8294,3958,41005
Allerød,4998,2441,25884
Fredensborg,8386,3890,41042
Helsingør,13555,6002,63068
Hillerød,10127,5078,51774
Hørsholm,6008,2850,24847
Rudersdal,11754,5907,57015
Egedal,7907,3227,43765
Frederikssund,10117,4349,45639
Greve,8997,4053,50601
Køge,10609,4880,61552
Frederiksværk-Hundested,7068,3224,31459
Roskilde,16116,7529,88710
Solrød,3922,1815,23481
Gribskov,8949,4076,41023
Odsherred,7666,2988,32940
Holbæk,13680,5963,72045
Faxe,6579,3004,36797
Kalundborg,9500,3960,48427
Ringsted,5468,2433,34984
Slagelse,15863,6499,79341
Stevns,4496,2164,23241
Sorø,6042,2586,29933
Lejre,5423,2453,28417
Lolland,8320,3583,40379
Næstved,15796,7133,83332
Guldborgsund,13426,5794,60377
Vordingborg,9731,3950,45233
Bornholm,10351,3902,39745
Middelfart,7290,3916,39302
Assens,7070,3347,40897
Faaborg-Midtfyn,9250,4441,51667
Kerteminde,4594,2114,23849
Nyborg,6082,2839,31977
Odense,33179,15702,204924
Svendborg,11120,6259,58864
Nordfyns,5146,2361,29542
Langeland,2496,1444,12343
Ærø,1194,762,6002
Haderslev,8261,4345,55391
Billund,4149,2112,26513
Sønderborg,11465,7045,73774
Tønder,5506,3019,37043
Esbjerg,21348,10121,115581
Fanø,791,338,3439
Varde,9139,4566,49700
Vejen,7133,3842,42790
Aabenraa,8160,4385,58585
Fredericia,8677,4714,51372
Horsens,14181,6716,92696
Kolding,14087,7462,93110
Vejle,18794,9513,117612
Herning,15212,7931,89329
Holstebro,10778,5144,58666
Lemvig,3958,1901,19542
Struer,4179,2026,20823
Syddjurs,8302,3924,43379
Norddjurs,7405,3874,36975
Favrskov,8170,3763,48486
Odder,4372,2178,23050
Randers,17115,8488,98362
Silkeborg,16704,8057,96011
Samsø,770,616,3695
Skanderborg,10372,4677,63527
Århus,52335,23706,352347
Ikast-Brande,6842,3405,41599
Ringkøbing-Skjern,9764,5218,56184
Hedensted,7564,3925,46878
Morsø,4056,2254,20075
Skive,9035,4409,45379
Thisted,7922,3979,43131
Viborg,18331,8730,96702
Brønderslev-Dronninglund,6240,3070,36118
Frederikshavn,11441,5811,58950
Vesthimmerlands,7433,3413,36361
Læsø,548,266,1780
Rebild,4794,2286,30506
Mariagerfjord,7664,3939,41585
Jammerbugt,6335,2777,38186
Ålborg,34180,16642,219574
Hjørring,12164,5691,64083
