"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,75266,34282,11.8,5.4,638683
Frederiksberg,17675,8068,17.1,7.8,103242
Ballerup,9210,4176,18.8,8.5,49094
Brøndby,6841,3177,19.3,9.0,35376
Dragør,3167,1403,21.8,9.6,14554
Gentofte,14345,6881,19.3,9.3,74314
Gladsaxe,11657,5879,16.9,8.5,69054
Glostrup,4591,2382,19.5,10.1,23497
Herlev,5409,2700,18.8,9.4,28811
Albertslund,5074,2292,18.6,8.4,27224
Hvidovre,9770,4937,18.3,9.3,53280
Høje Tåstrup,9400,4263,18.0,8.2,52175
Lyngby-Taarbæk,10275,5240,18.0,9.2,56967
Rødovre,7160,3499,17.4,8.5,41189
Ishøj,3892,1652,16.9,7.2,23073
Tårnby,7803,3666,18.3,8.6,42706
Vallensbæk,3386,1534,20.5,9.3,16554
Furesø,8294,3958,20.2,9.7,41005
Allerød,4998,2441,19.3,9.4,25884
Fredensborg,8386,3890,20.4,9.5,41042
Helsingør,13555,6002,21.5,9.5,63068
Hillerød,10127,5078,19.6,9.8,51774
Hørsholm,6008,2850,24.2,11.5,24847
Rudersdal,11754,5907,20.6,10.4,57015
Egedal,7907,3227,18.1,7.4,43765
Frederikssund,10117,4349,22.2,9.5,45639
Greve,8997,4053,17.8,8.0,50601
Køge,10609,4880,17.2,7.9,61552
Halsnæs,7068,3224,22.5,10.2,31459
Roskilde,16116,7529,18.2,8.5,88710
Solrød,3922,1815,16.7,7.7,23481
Gribskov,8949,4076,21.8,9.9,41023
Odsherred,7666,2988,23.3,9.1,32940
Holbæk,13680,5963,19.0,8.3,72045
Faxe,6579,3004,17.9,8.2,36797
Kalundborg,9500,3960,19.6,8.2,48427
Ringsted,5468,2433,15.6,7.0,34984
Slagelse,15863,6499,20.0,8.2,79341
Stevns,4496,2164,19.3,9.3,23241
Sorø,6042,2586,20.2,8.6,29933
Lejre,5423,2453,19.1,8.6,28417
Lolland,8320,3583,20.6,8.9,40379
Næstved,15796,7133,19.0,8.6,83332
Guldborgsund,13426,5794,22.2,9.6,60377
Vordingborg,9731,3950,21.5,8.7,45233
Bornholm,10351,3902,26.0,9.8,39745
Middelfart,7290,3916,18.5,10.0,39302
Assens,7070,3347,17.3,8.2,40897
Faaborg-Midtfyn,9250,4441,17.9,8.6,51667
Kerteminde,4594,2114,19.3,8.9,23849
Nyborg,6082,2839,19.0,8.9,31977
Odense,33179,15702,16.2,7.7,204924
Svendborg,11120,6259,18.9,10.6,58864
Nordfyn,5146,2361,17.4,8.0,29542
Langeland,2496,1444,20.2,11.7,12343
Ærø,1194,762,19.9,12.7,6002
Haderslev,8261,4345,14.9,7.8,55391
Billund,4149,2112,15.6,8.0,26513
Sønderborg,11465,7045,15.5,9.5,73774
Tønder,5506,3019,14.9,8.1,37043
Esbjerg,21348,10121,18.5,8.8,115581
Fanø,791,338,23.0,9.8,3439
Varde,9139,4566,18.4,9.2,49700
Vejen,7133,3842,16.7,9.0,42790
Aabenraa,8160,4385,13.9,7.5,58585
Fredericia,8677,4714,16.9,9.2,51372
Horsens,14181,6716,15.3,7.2,92696
Kolding,14087,7462,15.1,8.0,93110
Vejle,18794,9513,16.0,8.1,117612
Herning,15212,7931,17.0,8.9,89329
Holstebro,10778,5144,18.4,8.8,58666
Lemvig,3958,1901,20.3,9.7,19542
Struer,4179,2026,20.1,9.7,20823
Syddjurs,8302,3924,19.1,9.0,43379
Norddjurs,7405,3874,20.0,10.5,36975
Favrskov,8170,3763,16.9,7.8,48486
Odder,4372,2178,19.0,9.4,23050
Randers,17115,8488,17.4,8.6,98362
Silkeborg,16704,8057,17.4,8.4,96011
Samsø,770,616,20.8,16.7,3695
Skanderborg,10372,4677,16.3,7.4,63527
Århus,52335,23706,14.9,6.7,352347
Ikast-Brande,6842,3405,16.4,8.2,41599
Ringkøbing-Skjern,9764,5218,17.4,9.3,56184
Hedensted,7564,3925,16.1,8.4,46878
Morsø,4056,2254,20.2,11.2,20075
Skive,9035,4409,19.9,9.7,45379
Thisted,7922,3979,18.4,9.2,43131
Viborg,18331,8730,19.0,9.0,96702
Brønderslev,6240,3070,17.3,8.5,36118
Frederikshavn,11441,5811,19.4,9.9,58950
Vesthimmerland,7433,3413,20.4,9.4,36361
Læsø,548,266,30.8,14.9,1780
Rebild,4794,2286,15.7,7.5,30506
Mariagerfjord,7664,3939,18.4,9.5,41585
Jammerbugt,6335,2777,16.6,7.3,38186
Aalborg,34180,16642,15.6,7.6,219574
Hjørring,12164,5691,19.0,8.9,64083
