"Vaccinedato";"geo";"Antal færdigvacc. personer";"Antal borgere";"Færdigvacc. (%)";"Kumuleret antal færdigvacc."
2021-01-04;Nationalt;1;5855863;0.00;1
2021-01-07;Nationalt;1;5855863;0.00;2
2021-01-08;Nationalt;1;5855863;0.00;3
2021-01-09;Nationalt;1;5855863;0.00;4
2021-01-12;Nationalt;1;5855863;0.00;5
2021-01-13;Nationalt;1;5855863;0.00;6
2021-01-14;Nationalt;1;5855863;0.00;7
2021-01-15;Nationalt;5;5855863;0.00;12
2021-01-16;Nationalt;8;5855863;0.00;20
2021-01-17;Nationalt;665;5855863;0.01;685
2021-01-18;Nationalt;2038;5855863;0.05;2723
2021-01-19;Nationalt;1985;5855863;0.08;4708
2021-01-20;Nationalt;1796;5855863;0.11;6504
2021-01-21;Nationalt;2261;5855863;0.15;8765
2021-01-22;Nationalt;5507;5855863;0.24;14272
2021-01-23;Nationalt;6804;5855863;0.36;21076
2021-01-24;Nationalt;6205;5855863;0.47;27281
2021-01-25;Nationalt;2383;5855863;0.51;29664
2021-01-26;Nationalt;1674;5855863;0.54;31338
2021-01-27;Nationalt;4241;5855863;0.61;35579
2021-01-28;Nationalt;7980;5855863;0.74;43559
2021-01-29;Nationalt;17771;5855863;1.05;61330
2021-01-30;Nationalt;12460;5855863;1.26;73790
2021-01-31;Nationalt;11748;5855863;1.46;85538
2021-02-01;Nationalt;7694;5855863;1.59;93232
2021-02-02;Nationalt;2947;5855863;1.64;96179
2021-02-03;Nationalt;6077;5855863;1.75;102256
2021-02-04;Nationalt;10730;5855863;1.93;112986
2021-02-05;Nationalt;13107;5855863;2.15;126093
2021-02-06;Nationalt;6621;5855863;2.27;132714
2021-02-07;Nationalt;3573;5855863;2.33;136287
2021-02-08;Nationalt;6909;5855863;2.45;143196
2021-02-09;Nationalt;4787;5855863;2.53;147983
2021-02-10;Nationalt;3837;5855863;2.59;151820
2021-02-11;Nationalt;2429;5855863;2.63;154249
2021-02-12;Nationalt;7585;5855863;2.76;161834
2021-02-13;Nationalt;955;5855863;2.78;162789
2021-02-14;Nationalt;620;5855863;2.79;163409
2021-02-15;Nationalt;3116;5855863;2.84;166525
2021-02-16;Nationalt;1316;5855863;2.87;167841
2021-02-17;Nationalt;427;5855863;2.87;168268
2021-02-18;Nationalt;310;5855863;2.88;168578
2021-02-19;Nationalt;958;5855863;2.90;169536
2021-02-20;Nationalt;574;5855863;2.90;170110
2021-02-21;Nationalt;359;5855863;2.91;170469
2021-02-22;Nationalt;1104;5855863;2.93;171573
2021-02-23;Nationalt;1917;5855863;2.96;173490
2021-02-24;Nationalt;1919;5855863;3.00;175409
2021-02-25;Nationalt;622;5855863;3.01;176031
2021-02-26;Nationalt;1012;5855863;3.02;177043
2021-02-27;Nationalt;1417;5855863;3.05;178460
2021-02-28;Nationalt;1376;5855863;3.07;179836
2021-03-01;Nationalt;1063;5855863;3.09;180899
2021-03-02;Nationalt;1281;5855863;3.11;182180
2021-03-03;Nationalt;1018;5855863;3.13;183198
2021-03-04;Nationalt;1803;5855863;3.16;185001
2021-03-05;Nationalt;5675;5855863;3.26;190676
2021-03-06;Nationalt;3930;5855863;3.32;194606
2021-03-07;Nationalt;4290;5855863;3.40;198896
2021-03-08;Nationalt;6403;5855863;3.51;205299
2021-03-09;Nationalt;7135;5855863;3.63;212434
2021-03-10;Nationalt;7171;5855863;3.75;219605
2021-03-11;Nationalt;7924;5855863;3.89;227529
2021-03-12;Nationalt;10514;5855863;4.07;238043
2021-03-13;Nationalt;5868;5855863;4.17;243911
2021-03-14;Nationalt;9311;5855863;4.32;253222
2021-03-15;Nationalt;9811;5855863;4.49;263033
2021-03-16;Nationalt;9393;5855863;4.65;272426
2021-03-17;Nationalt;9101;5855863;4.81;281527
2021-03-18;Nationalt;7208;5855863;4.93;288735
2021-03-19;Nationalt;11683;5855863;5.13;300418
