"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;454444;412736;639943
Frederiksberg;78891;73050;103007
Ballerup;35443;32975;49130
Brøndby;23148;21613;35489
Dragør;11014;10289;14605
Gentofte;55885;52411;74298
Gladsaxe;49627;46049;68955
Glostrup;16627;15440;23528
Herlev;20461;18883;28809
Albertslund;18198;16687;27315
Hvidovre;37206;34561;53175
Høje-Taastrup;35034;32410;52544
Lyngby-Taarbæk;43506;40564;57068
Rødovre;28639;26617;41193
Ishøj;14162;12979;23017
Tårnby;30758;28526;42616
Vallensbæk;11206;10409;16520
Furesø;30577;28574;41302
Allerød;19986;18839;25901
Fredensborg;30294;28551;41040
Helsingør;47291;44445;63134
Hillerød;39496;37299;52407
Hørsholm;19396;18382;24782
Rudersdal;43882;41024;57259
Egedal;33346;31095;44141
Frederikssund;35432;33369;45819
Greve;36459;34020;50627
Køge;45807;43116;61664
Frederiksværk-Hundested;24023;22850;31459
Roskilde;67951;63355;89103
Solrød;17454;16440;23597
Gribskov;31628;30143;41293
Odsherred;25739;24587;32977
Holbæk;54983;51723;72646
Faxe;27679;26258;37059
Kalundborg;36391;34286;48440
Ringsted;25389;23744;35107
Slagelse;58775;55053;79555
Stevns;17734;16781;23295
Sorø;22794;21451;30003
Lejre;21547;20396;28600
Lolland;30237;28875;40273
Næstved;62796;59076;83605
Guldborgsund;45864;43544;60390
Vordingborg;34494;32757;45359
Bornholm;31428;29375;39772
Middelfart;30548;29044;39462
Assens;31757;29216;40896
Faaborg-Midtfyn;40052;37437;51858
Kerteminde;18701;17485;23981
Nyborg;24937;23184;32116
Odense;154923;138676;204901
Svendborg;45534;42982;59032
Nordfyns;22493;20876;29651
Langeland;9842;9282;12344
Ærø;4961;4528;6022
Haderslev;41095;36827;55363
Billund;20059;18544;26585
Sønderborg;56248;52400;73641
Tønder;27410;24432;36963
Esbjerg;86512;76519;115417
Fanø;2744;2568;3441
Varde;37313;34144;49694
Vejen;31341;29053;42760
Aabenraa;42803;39700;58480
Fredericia;38476;36517;51547
Horsens;68242;63214;93356
Kolding;68459;61898;93130
Vejle;87094;77966;118189
Herning;67112;59997;89206
Holstebro;44439;40302;58572
Lemvig;15213;13973;19406
Struer;16234;14818;20778
Syddjurs;33733;30860;43508
Norddjurs;28802;26698;37008
Favrskov;36972;33705;48726
Odder;18147;17112;23174
Randers;74541;67697;98582
Silkeborg;72171;65347;96685
Samsø;3015;2896;3730
Skanderborg;47978;44787;63956
Århus;267570;239150;353733
Ikast-Brande;30736;27821;41830
Ringkøbing-Skjern;42503;38890;56206
Hedensted;35726;33453;47069
Morsø;15616;14162;20070
Skive;35279;32887;45105
Thisted;33153;31048;43154
Viborg;73802;68079;96787
Brønderslev-Dronninglund;27380;25156;36182
Frederikshavn;46218;44078;58976
Vesthimmerlands;27516;26072;36419
Læsø;1462;1420;1789
Rebild;22817;21171;30600
Mariagerfjord;32161;30233;41565
Jammerbugt;29119;27261;38130
Ålborg;168675;154806;220347
Hjørring;49649;46022;63920
