Dato;AG_testede;AG_pos;AGpos_PCRkonf;Andel_AGpos_PCRkonf_pct;AGpos_minusPCRkonf;Andel_AGminusPCRkonf_pct;AGpos_PCRpos;AGposPCRneg;AGnegPCRpos;AGnegPCRneg
2021-03-24;120066;197;160;81,2182741116751;37;18,7817258883249;111;46;140;6398
2021-03-25;144584;234;178;76,0683760683761;56;23,9316239316239;124;51;143;7155
2021-03-26;131017;178;145;81,4606741573034;33;18,5393258426966;98;44;125;6159
2021-03-27;65314;161;136;84,472049689441;25;15,527950310559;103;32;91;4332
2021-03-28;63338;159;132;83,0188679245283;27;16,9811320754717;97;33;106;4677
2021-03-29;104657;256;226;88,28125;30;11,71875;153;72;149;6730
2021-03-30;113371;243;202;83,1275720164609;41;16,8724279835391;142;57;126;6305
2021-03-31;92611;146;129;88,3561643835617;17;11,6438356164384;89;39;65;4678
2021-04-01;101297;205;180;87,8048780487805;25;12,1951219512195;120;55;127;6198
2021-04-02;94856;200;172;86;28;14;109;58;84;6575
2021-04-03;82001;191;165;86,3874345549738;26;13,6125654450262;99;60;78;5867
2021-04-04;97091;167;149;89,2215568862276;18;10,7784431137725;93;53;107;6538
2021-04-05;191470;284;252;88,7323943661972;32;11,2676056338028;135;111;116;11798
2021-04-06;208885;286;253;88,4615384615385;33;11,5384615384615;145;103;122;11231
2021-04-07;186252;263;232;88,212927756654;31;11,787072243346;128;102;145;9926
2021-04-08;229371;263;223;84,7908745247148;40;15,2091254752852;145;73;158;11977
2021-04-09;186342;206;180;87,378640776699;26;12,621359223301;113;65;83;9754
2021-04-10;90542;155;133;85,8064516129032;22;14,1935483870968;87;45;94;5266
2021-04-11;158789;212;191;90,0943396226415;21;9,90566037735849;112;77;104;8786
2021-04-12;269925;306;272;88,8888888888889;34;11,1111111111111;151;118;170;13507
2021-04-13;220062;253;225;88,9328063241107;28;11,0671936758893;123;101;151;10579
2021-04-14;205431;247;209;84,6153846153846;38;15,3846153846154;130;78;154;10344
2021-04-15;248633;318;267;83,9622641509434;51;16,0377358490566;157;104;144;13353
2021-04-16;194626;240;195;81,25;45;18,75;107;86;132;10379
2021-04-17;75214;155;131;84,5161290322581;24;15,4838709677419;93;38;97;4664
2021-04-18;145273;265;246;92,8301886792453;19;7,16981132075472;155;89;152;7926
