Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.590.345; 136.869;   7.657;   1.342
Sjælland; 666.476;  39.152;   2.642;     406
Syddanmark; 993.950;  40.720;   1.857;     223
Midtjylland;1.085.798;  51.047;   2.284;     358
Nordjylland; 504.935;  21.507;   1.008;     189
I alt i Danmark;4.841.504; 289.295;  15.448;   2.518
