"Vaccinenavn";"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc."
AstraZeneca Covid-19 vaccine;Nordjylland;17015;82
AstraZeneca Covid-19 vaccine;Midtjylland;33986;195
AstraZeneca Covid-19 vaccine;Syddanmark;30802;460
AstraZeneca Covid-19 vaccine;Hovedstaden;46307;983
AstraZeneca Covid-19 vaccine;Sjælland;23996;452
Janssen COVID-19 vaccine;Nordjylland;3667;3667
Janssen COVID-19 vaccine;Midtjylland;9882;9882
Janssen COVID-19 vaccine;Syddanmark;7610;7610
Janssen COVID-19 vaccine;Hovedstaden;22781;22781
Janssen COVID-19 vaccine;Sjælland;2850;2850
Moderna Covid-19 Vaccine;Nordjylland;71326;70212
Moderna Covid-19 Vaccine;Midtjylland;126911;123955
Moderna Covid-19 Vaccine;Syddanmark;135842;161321
Moderna Covid-19 Vaccine;Hovedstaden;152889;149061
Moderna Covid-19 Vaccine;Sjælland;84899;105053
Pfizer BioNTech Covid-19 vacc;Nordjylland;398023;392655
Pfizer BioNTech Covid-19 vacc;Midtjylland;935031;912397
Pfizer BioNTech Covid-19 vacc;Syddanmark;833454;786502
Pfizer BioNTech Covid-19 vacc;Hovedstaden;1254092;1228723
Pfizer BioNTech Covid-19 vacc;Sjælland;572728;544753
