"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;1671;0
Hovedstaden;3-5;M;1777;2
Hovedstaden;6-11;K;19297;49
Hovedstaden;6-11;M;20227;49
Hovedstaden;12-15;K;29936;27321
Hovedstaden;12-15;M;31751;29001
Hovedstaden;16-19;K;34269;33202
Hovedstaden;16-19;M;34920;33610
Hovedstaden;20-39;K;230118;221822
Hovedstaden;20-39;M;221161;213024
Hovedstaden;40-64;K;271088;268048
Hovedstaden;40-64;M;266416;263219
Hovedstaden;65-79;K;126525;126046
Hovedstaden;65-79;M;109306;108880
Hovedstaden;80+;K;47929;47705
Hovedstaden;80+;M;29674;29570
Midtjylland;0-2;K;2;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;1373;0
Midtjylland;3-5;M;1499;0
Midtjylland;6-11;K;18389;252
Midtjylland;6-11;M;19389;234
Midtjylland;12-15;K;25771;23742
Midtjylland;12-15;M;26819;24800
Midtjylland;16-19;K;29460;28791
Midtjylland;16-19;M;30161;29314
Midtjylland;20-39;K;146688;141870
Midtjylland;20-39;M;149502;144385
Midtjylland;40-64;K;198779;197298
Midtjylland;40-64;M;197497;195878
Midtjylland;65-79;K;101755;101533
Midtjylland;65-79;M;96277;96061
Midtjylland;80+;K;36430;36316
Midtjylland;80+;M;26018;25954
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;462;0
Nordjylland;3-5;M;490;0
Nordjylland;6-11;K;6580;66
Nordjylland;6-11;M;6956;78
Nordjylland;12-15;K;10631;9706
Nordjylland;12-15;M;11377;10419
Nordjylland;16-19;K;12268;12002
Nordjylland;16-19;M;12814;12451
Nordjylland;20-39;K;58692;56565
Nordjylland;20-39;M;63672;61135
Nordjylland;40-64;K;88302;87625
Nordjylland;40-64;M;88538;87703
Nordjylland;65-79;K;49733;49596
Nordjylland;65-79;M;47656;47516
Nordjylland;80+;K;18444;18388
Nordjylland;80+;M;13416;13366
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;647;1
Sjælland;3-5;M;741;1
Sjælland;6-11;K;8829;52
Sjælland;6-11;M;9387;65
Sjælland;12-15;K;15443;14410
Sjælland;12-15;M;16445;15260
Sjælland;16-19;K;17821;17388
Sjælland;16-19;M;18903;18341
Sjælland;20-39;K;66562;63821
Sjælland;20-39;M;68640;65786
Sjælland;40-64;K;136110;134850
Sjælland;40-64;M;133527;132217
Sjælland;65-79;K;76062;75865
Sjælland;65-79;M;70680;70506
Sjælland;80+;K;26016;25926
Sjælland;80+;M;18660;18619
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1024;0
Syddanmark;3-5;M;1151;0
Syddanmark;6-11;K;15216;268
Syddanmark;6-11;M;16262;287
Syddanmark;12-15;K;22897;21179
Syddanmark;12-15;M;24031;22195
Syddanmark;16-19;K;26633;26002
Syddanmark;16-19;M;27177;26375
Syddanmark;20-39;K;113357;108765
Syddanmark;20-39;M;118087;113235
Syddanmark;40-64;K;188731;187137
Syddanmark;40-64;M;187429;185494
Syddanmark;65-79;K;102231;101957
Syddanmark;65-79;M;96758;96492
Syddanmark;80+;K;39119;38985
Syddanmark;80+;M;27603;27521
