"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;499800;475394;645032
Frederiksberg;85748;81722;103704
Ballerup;38279;36419;49207
Brøndby;25315;24119;35649
Dragør;12033;11385;14624
Gentofte;61224;57697;74213
Gladsaxe;54383;51364;69284
Glostrup;17966;17117;23489
Herlev;22260;21069;28865
Albertslund;20190;18972;27579
Hvidovre;40691;38445;53279
Høje-Taastrup;38822;36670;52924
Lyngby-Taarbæk;47843;45061;57895
Rødovre;31443;29841;41403
Ishøj;15867;14977;23201
Tårnby;33614;31791;42731
Vallensbæk;12324;11578;16481
Furesø;33580;31534;41409
Allerød;21657;20427;25879
Fredensborg;32911;31261;41165
Helsingør;50959;48701;62962
Hillerød;43366;41110;53230
Hørsholm;20858;19933;24764
Rudersdal;47736;45090;57276
Egedal;36363;34478;44379
Frederikssund;37978;36353;45776
Greve;40073;38024;50822
Køge;49595;47388;61749
Frederiksværk-Hundested;25613;24605;31343
Roskilde;73843;70249;89434
Solrød;19134;18201;23772
Gribskov;33641;32319;41137
Odsherred;27327;26352;32872
Holbæk;59702;56894;72809
Faxe;29887;28633;37153
Kalundborg;39234;37555;48417
Ringsted;27687;26244;35106
Slagelse;64004;60863;79674
Stevns;19145;18319;23470
Sorø;24753;23505;29986
Lejre;23395;22216;28601
Lolland;32435;31115;40120
Næstved;68182;64929;83752
Guldborgsund;49144;47119;60282
Vordingborg;36933;35502;45384
Bornholm;33605;32116;39653
Middelfart;33407;31589;39598
Assens;34354;32732;41009
Faaborg-Midtfyn;43442;41193;51843
Kerteminde;20186;19258;24043
Nyborg;27023;25734;32102
Odense;169335;161417;206038
Svendborg;49788;47260;59174
Nordfyns;24514;23393;29736
Langeland;10431;10071;12311
Ærø;5222;5031;6023
Haderslev;44893;42708;55377
Billund;21818;20654;26622
Sønderborg;60543;57775;73670
Tønder;29445;28155;36853
Esbjerg;94226;89058;115420
Fanø;2911;2822;3424
Varde;40488;38397;49683
Vejen;34404;32384;42646
Aabenraa;46557;44408;58670
Fredericia;42390;40040;51602
Horsens;75691;71109;94423
Kolding;75876;71277;93579
Vejle;96455;90537;118937
Herning;73715;69377;89283
Holstebro;48644;45979;58562
Lemvig;16368;15662;19409
Struer;17604;16745;20790
Syddjurs;36220;34536;43593
Norddjurs;30801;29361;36961
Favrskov;40651;38075;48862
Odder;19588;18689;23286
Randers;81207;77023;98935
Silkeborg;79621;75151;97293
Samsø;3231;3087;3727
Skanderborg;52887;49618;64276
Århus;291342;277069;355448
Ikast-Brande;33850;31888;41903
Ringkøbing-Skjern;46128;43811;56218
Hedensted;38988;36869;47125
Morsø;16724;16036;20052
Skive;38285;36255;45042
Thisted;35470;34006;43105
Viborg;80989;76125;96872
Brønderslev-Dronninglund;29923;28185;36170
Frederikshavn;49530;46996;58868
Vesthimmerlands;29451;28126;36342
Læsø;1523;1454;1770
Rebild;24880;23588;30645
Mariagerfjord;34433;33015;41652
Jammerbugt;31629;30015;38162
Ålborg;182809;174360;221202
Hjørring;53659;50835;63870
