"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;1704;0
Hovedstaden;3-5;M;1814;2
Hovedstaden;6-11;K;19389;56
Hovedstaden;6-11;M;20311;53
Hovedstaden;12-15;K;33240;30711
Hovedstaden;12-15;M;35179;32500
Hovedstaden;16-19;K;35568;34477
Hovedstaden;16-19;M;35727;34386
Hovedstaden;20-39;K;230477;222213
Hovedstaden;20-39;M;221533;213439
Hovedstaden;40-64;K;271889;268858
Hovedstaden;40-64;M;267186;264012
Hovedstaden;65-79;K;124784;124312
Hovedstaden;65-79;M;107018;106603
Hovedstaden;80+;K;43782;43566
Hovedstaden;80+;M;26464;26360
Midtjylland;0-2;K;3;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;1388;0
Midtjylland;3-5;M;1526;0
Midtjylland;6-11;K;18518;262
Midtjylland;6-11;M;19523;245
Midtjylland;12-15;K;28683;26774
Midtjylland;12-15;M;29782;27886
Midtjylland;16-19;K;30163;29481
Midtjylland;16-19;M;30490;29632
Midtjylland;20-39;K;146374;141567
Midtjylland;20-39;M;149013;143918
Midtjylland;40-64;K;200124;198655
Midtjylland;40-64;M;199085;197476
Midtjylland;65-79;K;100219;100000
Midtjylland;65-79;M;94472;94260
Midtjylland;80+;K;33175;33063
Midtjylland;80+;M;23271;23209
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;471;0
Nordjylland;3-5;M;497;0
Nordjylland;6-11;K;6620;68
Nordjylland;6-11;M;6997;80
Nordjylland;12-15;K;11873;10985
Nordjylland;12-15;M;12675;11754
Nordjylland;16-19;K;12563;12293
Nordjylland;16-19;M;13002;12622
Nordjylland;20-39;K;58593;56473
Nordjylland;20-39;M;63393;60874
Nordjylland;40-64;K;89127;88452
Nordjylland;40-64;M;89465;88635
Nordjylland;65-79;K;49079;48946
Nordjylland;65-79;M;46938;46801
Nordjylland;80+;K;16786;16731
Nordjylland;80+;M;11952;11902
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;660;1
Sjælland;3-5;M;749;1
Sjælland;6-11;K;8867;53
Sjælland;6-11;M;9443;70
Sjælland;12-15;K;17331;16335
Sjælland;12-15;M;18285;17145
Sjælland;16-19;K;17821;17386
Sjælland;16-19;M;19018;18449
Sjælland;20-39;K;66682;63943
Sjælland;20-39;M;68318;65476
Sjælland;40-64;K;137510;136255
Sjælland;40-64;M;134971;133666
Sjælland;65-79;K;75073;74883
Sjælland;65-79;M;69682;69511
Sjælland;80+;K;23546;23457
Sjælland;80+;M;16517;16477
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;1042;0
Syddanmark;3-5;M;1162;0
Syddanmark;6-11;K;15312;274
Syddanmark;6-11;M;16398;299
Syddanmark;12-15;K;25486;23857
Syddanmark;12-15;M;26581;24858
Syddanmark;16-19;K;27135;26501
Syddanmark;16-19;M;27542;26718
Syddanmark;20-39;K;113028;108451
Syddanmark;20-39;M;117488;112665
Syddanmark;40-64;K;190532;188936
Syddanmark;40-64;M;189449;187526
Syddanmark;65-79;K;101048;100781
Syddanmark;65-79;M;95280;95016
Syddanmark;80+;K;35625;35493
Syddanmark;80+;M;24598;24517
