"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;12681;2
Hovedstaden;0-9;M;13371;2
Hovedstaden;10-19;K;72496;60570
Hovedstaden;10-19;M;75304;62660
Hovedstaden;20-29;K;120143;115850
Hovedstaden;20-29;M;113351;108674
Hovedstaden;30-39;K;109975;105972
Hovedstaden;30-39;M;107810;104350
Hovedstaden;40-49;K;110478;108657
Hovedstaden;40-49;M;107457;105684
Hovedstaden;50-59;K;113548;112579
Hovedstaden;50-59;M;112624;111494
Hovedstaden;60-69;K;90030;89591
Hovedstaden;60-69;M;85384;84899
Hovedstaden;70-79;K;83557;83267
Hovedstaden;70-79;M;70257;70022
Hovedstaden;80-89;K;38842;38682
Hovedstaden;80-89;M;26326;26240
Hovedstaden;90+;K;9087;9023
Hovedstaden;90+;M;3348;3330
Midtjylland;0-9;K;11468;4
Midtjylland;0-9;M;12175;3
Midtjylland;10-19;K;63527;52782
Midtjylland;10-19;M;65694;54345
Midtjylland;20-29;K;79416;76792
Midtjylland;20-29;M;80897;77879
Midtjylland;30-39;K;67272;65078
Midtjylland;30-39;M;68605;66506
Midtjylland;40-49;K;76222;75399
Midtjylland;40-49;M;75088;74132
Midtjylland;50-59;K;84311;83806
Midtjylland;50-59;M;84883;84364
Midtjylland;60-69;K;74746;74485
Midtjylland;60-69;M;72935;72688
Midtjylland;70-79;K;65255;65141
Midtjylland;70-79;M;60868;60755
Midtjylland;80-89;K;29758;29675
Midtjylland;80-89;M;22981;22928
Midtjylland;90+;K;6672;6641
Midtjylland;90+;M;3037;3026
Nordjylland;0-9;K;4031;1
Nordjylland;0-9;M;4276;0
Nordjylland;10-19;K;25910;21773
Nordjylland;10-19;M;27361;22948
Nordjylland;20-29;K;31360;30134
Nordjylland;20-29;M;35104;33606
Nordjylland;30-39;K;27332;26431
Nordjylland;30-39;M;28568;27529
Nordjylland;40-49;K;31767;31413
Nordjylland;40-49;M;31940;31486
Nordjylland;50-59;K;37993;37754
Nordjylland;50-59;M;38353;38060
Nordjylland;60-69;K;36081;35933
Nordjylland;60-69;M;35426;35271
Nordjylland;70-79;K;32194;32121
Nordjylland;70-79;M;30475;30402
Nordjylland;80-89;K;15032;14993
Nordjylland;80-89;M;11811;11774
Nordjylland;90+;K;3412;3395
Nordjylland;90+;M;1605;1592
Sjælland;0-9;K;5443;2
Sjælland;0-9;M;5910;1
Sjælland;10-19;K;37297;31849
Sjælland;10-19;M;39566;33666
Sjælland;20-29;K;30281;28941
Sjælland;20-29;M;33296;31774
Sjælland;30-39;K;36281;34880
Sjælland;30-39;M;35344;34012
Sjælland;40-49;K;49129;48443
Sjælland;40-49;M;46765;46062
Sjælland;50-59;K;59749;59301
Sjælland;50-59;M;60084;59621
Sjælland;60-69;K;53122;52913
Sjælland;60-69;M;51531;51308
Sjælland;70-79;K;50172;50058
Sjælland;70-79;M;45827;45732
Sjælland;80-89;K;21604;21534
Sjælland;80-89;M;16710;16674
Sjælland;90+;K;4412;4392
Sjælland;90+;M;1950;1945
Syddanmark;0-9;K;9290;5
Syddanmark;0-9;M;10135;6
Syddanmark;10-19;K;56482;47445
Syddanmark;10-19;M;58486;48851
Syddanmark;20-29;K;57010;54652
Syddanmark;20-29;M;61270;58538
Syddanmark;30-39;K;56347;54113
Syddanmark;30-39;M;56817;54697
Syddanmark;40-49;K;69325;68438
Syddanmark;40-49;M;67405;66312
Syddanmark;50-59;K;81449;80898
Syddanmark;50-59;M;82467;81815
Syddanmark;60-69;K;74183;73916
Syddanmark;60-69;M;72983;72689
Syddanmark;70-79;K;66005;65842
Syddanmark;70-79;M;61332;61170
Syddanmark;80-89;K;32003;31923
Syddanmark;80-89;M;24450;24378
Syddanmark;90+;K;7116;7062
Syddanmark;90+;M;3153;3143
