"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,16864,0
AstraZeneca Covid-19 vaccine,Midtjylland,33626,4
AstraZeneca Covid-19 vaccine,Syddanmark,30413,247
AstraZeneca Covid-19 vaccine,Hovedstaden,45121,17
AstraZeneca Covid-19 vaccine,Sjælland,23860,332
Moderna Covid-19 Vaccine,Nordjylland,4705,4202
Moderna Covid-19 Vaccine,Midtjylland,19406,7109
Moderna Covid-19 Vaccine,Syddanmark,16437,7732
Moderna Covid-19 Vaccine,Hovedstaden,26020,10582
Moderna Covid-19 Vaccine,Sjælland,15155,4702
Pfizer BioNTech Covid-19 vacc,Nordjylland,89414,51414
Pfizer BioNTech Covid-19 vacc,Midtjylland,181743,106225
Pfizer BioNTech Covid-19 vacc,Syddanmark,174686,101105
Pfizer BioNTech Covid-19 vacc,Hovedstaden,266160,139410
Pfizer BioNTech Covid-19 vacc,Sjælland,129522,71559
