"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,80612,35419,12.6,5.5,638724
Frederiksberg,18998,8433,18.4,8.2,103252
Ballerup,10045,4315,20.5,8.8,49091
Brøndby,7258,3318,20.5,9.4,35371
Dragør,3428,1468,23.6,10.1,14552
Gentofte,15554,7112,20.9,9.6,74323
Gladsaxe,12624,5995,18.3,8.7,69028
Glostrup,4907,2423,20.9,10.3,23488
Herlev,5843,2778,20.3,9.6,28803
Albertslund,5453,2376,20.0,8.7,27230
Hvidovre,10385,5139,19.5,9.6,53293
Høje Tåstrup,9950,4439,19.1,8.5,52185
Lyngby-Taarbæk,11226,5368,19.7,9.4,57037
Rødovre,7726,3644,18.8,8.8,41178
Ishøj,4114,1694,17.8,7.3,23065
Tårnby,8341,3787,19.5,8.9,42696
Vallensbæk,3535,1590,21.4,9.6,16556
Furesø,9008,4127,22.0,10.1,41019
Allerød,5436,2524,21.0,9.8,25879
Fredensborg,9243,3999,22.5,9.7,41021
Helsingør,14748,6259,23.4,9.9,63073
Hillerød,11013,5228,21.3,10.1,51790
Hørsholm,6582,2957,26.5,11.9,24823
Rudersdal,12714,6098,22.3,10.7,56995
Egedal,8523,3341,19.5,7.6,43777
Frederikssund,10956,4542,24.0,10.0,45641
Greve,9892,4211,19.5,8.3,50612
Køge,11114,5325,18.1,8.7,61558
Halsnæs,7753,3342,24.6,10.6,31453
Roskilde,16814,8038,18.9,9.1,88734
Solrød,4240,1912,18.1,8.1,23486
Gribskov,10024,4211,24.4,10.3,41032
Odsherred,8018,3199,24.3,9.7,32930
Holbæk,13994,6357,19.4,8.8,72078
Faxe,6753,3213,18.4,8.7,36800
Kalundborg,9989,4305,20.6,8.9,48442
Ringsted,5734,2654,16.4,7.6,34986
Slagelse,16415,7373,20.7,9.3,79333
Stevns,4672,2307,20.1,9.9,23240
Sorø,6298,2874,21.0,9.6,29944
Lejre,5633,2584,19.8,9.1,28444
Lolland,8984,3930,22.3,9.7,40374
Næstved,16184,7856,19.4,9.4,83327
Guldborgsund,13819,6228,22.9,10.3,60384
Vordingborg,9984,4227,22.1,9.3,45237
Bornholm,11302,4083,28.4,10.3,39742
Middelfart,7786,4041,19.8,10.3,39299
Assens,7598,3538,18.6,8.6,40907
Faaborg-Midtfyn,10121,4621,19.6,8.9,51672
Kerteminde,4895,2348,20.5,9.8,23844
Nyborg,6462,3024,20.2,9.5,31991
Odense,35145,16456,17.1,8.0,204931
Svendborg,12222,6459,20.8,11.0,58846
Nordfyn,5562,2513,18.8,8.5,29540
Langeland,2876,1499,23.3,12.1,12346
Ærø,1475,766,24.5,12.7,6010
Haderslev,8752,4590,15.8,8.3,55398
Billund,4520,2182,17.0,8.2,26512
Sønderborg,12727,7301,17.2,9.9,73789
Tønder,5801,3183,15.7,8.6,37044
Esbjerg,23493,10508,20.3,9.1,115605
Fanø,875,344,25.4,10.0,3439
Varde,10062,4679,20.2,9.4,49694
Vejen,7549,3955,17.6,9.2,42791
Aabenraa,9337,4626,15.9,7.9,58581
Fredericia,9142,4886,17.8,9.5,51373
Horsens,14678,7037,15.8,7.6,92682
Kolding,14828,7764,15.9,8.3,93113
Vejle,20308,9801,17.3,8.3,117631
Herning,15942,8080,17.8,9.0,89330
Holstebro,11092,5378,18.9,9.2,58658
Lemvig,4019,2140,20.6,11.0,19542
Struer,4394,2196,21.1,10.5,20830
Syddjurs,8481,3953,19.5,9.1,43395
Norddjurs,7692,3897,20.8,10.5,36958
Favrskov,8363,3826,17.2,7.9,48505
Odder,4601,2265,20.0,9.8,23050
Randers,18164,8767,18.5,8.9,98354
Silkeborg,17407,8473,18.1,8.8,96008
Samsø,776,620,21.0,16.8,3701
Skanderborg,10797,4896,17.0,7.7,63532
Århus,54090,24288,15.4,6.9,352316
Ikast-Brande,7253,3556,17.4,8.5,41599
Ringkøbing-Skjern,10307,5586,18.3,9.9,56202
Hedensted,7855,4080,16.8,8.7,46895
Morsø,4144,2277,20.6,11.3,20080
Skive,9559,4786,21.1,10.5,45385
Thisted,8569,4008,19.9,9.3,43143
Viborg,19305,9514,20.0,9.8,96688
Brønderslev,6500,3244,18.0,9.0,36123
Frederikshavn,12481,5945,21.2,10.1,58948
Vesthimmerland,7860,3477,21.6,9.6,36365
Læsø,698,386,39.2,21.7,1780
Rebild,5048,2674,16.6,8.8,30496
Mariagerfjord,8643,4072,20.8,9.8,41580
Jammerbugt,6701,3462,17.5,9.1,38198
Aalborg,37825,19036,17.2,8.7,219527
Hjørring,12514,7035,19.5,11.0,64073
