"dato","Regionsnavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-04-19,Hovedstaden,K,204226,92399,200081,92306,4145,93
2021-04-19,Hovedstaden,M,133075,57610,129822,57517,3253,93
2021-04-19,Midtjylland,K,144238,70296,143906,70278,332,18
2021-04-19,Midtjylland,M,90537,43042,90254,43032,283,10
2021-04-19,Nordjylland,K,68068,34015,67350,32367,718,1648
2021-04-19,Nordjylland,M,42915,21601,42297,20242,618,1359
2021-04-19,Sjælland,K,100623,45212,100043,44536,580,676
2021-04-19,Sjælland,M,67914,31381,67434,30735,480,646
2021-04-19,Syddanmark,K,134215,66029,131961,65704,2254,325
2021-04-19,Syddanmark,M,87321,43055,85462,42754,1859,301
