Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.521.193; 112.928;   6.793;   1.301
Sjælland; 630.874;  32.550;   2.359;     401
Syddanmark; 943.430;  34.232;   1.649;     216
Midtjylland;1.026.697;  40.859;   1.983;     346
Nordjylland; 485.790;  15.942;     856;     179
I alt i Danmark;4.607.984; 236.511;  13.640;   2.443
