"Vaccinedato","geo","Antal færdigvacc. personer","Antal borgere","Færdigvacc. (%)","Kumuleret antal færdigvacc."
2021-01-15,Nationalt,5,5842739,0.00,5
2021-01-16,Nationalt,7,5842739,0.00,12
2021-01-17,Nationalt,707,5842739,0.01,719
2021-01-18,Nationalt,2123,5842739,0.05,2842
2021-01-19,Nationalt,2086,5842739,0.08,4928
2021-01-20,Nationalt,1881,5842739,0.12,6809
2021-01-21,Nationalt,2344,5842739,0.16,9153
2021-01-22,Nationalt,5631,5842739,0.25,14784
2021-01-23,Nationalt,7137,5842739,0.38,21921
2021-01-24,Nationalt,6515,5842739,0.49,28436
2021-01-25,Nationalt,2447,5842739,0.53,30883
2021-01-26,Nationalt,1739,5842739,0.56,32622
2021-01-27,Nationalt,4355,5842739,0.63,36977
2021-01-28,Nationalt,8100,5842739,0.77,45077
2021-01-29,Nationalt,18286,5842739,1.08,63363
2021-01-30,Nationalt,12935,5842739,1.31,76298
2021-01-31,Nationalt,12275,5842739,1.52,88573
2021-02-01,Nationalt,7851,5842739,1.65,96424
2021-02-02,Nationalt,3018,5842739,1.70,99442
2021-02-03,Nationalt,6185,5842739,1.81,105627
2021-02-04,Nationalt,10909,5842739,1.99,116536
2021-02-05,Nationalt,13458,5842739,2.22,129994
2021-02-06,Nationalt,6755,5842739,2.34,136749
2021-02-07,Nationalt,3629,5842739,2.40,140378
2021-02-08,Nationalt,7043,5842739,2.52,147421
2021-02-09,Nationalt,4908,5842739,2.61,152329
2021-02-10,Nationalt,3913,5842739,2.67,156242
2021-02-11,Nationalt,2453,5842739,2.72,158695
2021-02-12,Nationalt,7609,5842739,2.85,166304
2021-02-13,Nationalt,976,5842739,2.86,167280
2021-02-14,Nationalt,628,5842739,2.87,167908
2021-02-15,Nationalt,3133,5842739,2.93,171041
2021-02-16,Nationalt,1326,5842739,2.95,172367
2021-02-17,Nationalt,431,5842739,2.96,172798
2021-02-18,Nationalt,302,5842739,2.96,173100
2021-02-19,Nationalt,966,5842739,2.98,174066
2021-02-20,Nationalt,578,5842739,2.99,174644
2021-02-21,Nationalt,348,5842739,3.00,174992
2021-02-22,Nationalt,1082,5842739,3.01,176074
2021-02-23,Nationalt,1949,5842739,3.05,178023
2021-02-24,Nationalt,1964,5842739,3.08,179987
2021-02-25,Nationalt,635,5842739,3.09,180622
2021-02-26,Nationalt,993,5842739,3.11,181615
2021-02-27,Nationalt,1492,5842739,3.13,183107
2021-02-28,Nationalt,1434,5842739,3.16,184541
2021-03-01,Nationalt,1053,5842739,3.18,185594
2021-03-02,Nationalt,1296,5842739,3.20,186890
2021-03-03,Nationalt,1020,5842739,3.22,187910
2021-03-04,Nationalt,1813,5842739,3.25,189723
2021-03-05,Nationalt,5661,5842739,3.34,195384
2021-03-06,Nationalt,4009,5842739,3.41,199393
2021-03-07,Nationalt,4358,5842739,3.49,203751
2021-03-08,Nationalt,6446,5842739,3.60,210197
2021-03-09,Nationalt,7242,5842739,3.72,217439
2021-03-10,Nationalt,7285,5842739,3.85,224724
2021-03-11,Nationalt,8046,5842739,3.98,232770
2021-03-12,Nationalt,10661,5842739,4.17,243431
2021-03-13,Nationalt,5977,5842739,4.27,249408
2021-03-14,Nationalt,9431,5842739,4.43,258839
2021-03-15,Nationalt,9959,5842739,4.60,268798
2021-03-16,Nationalt,9478,5842739,4.76,278276
2021-03-17,Nationalt,9145,5842739,4.92,287421
2021-03-18,Nationalt,7170,5842739,5.04,294591
2021-03-19,Nationalt,11803,5842739,5.24,306394
2021-03-20,Nationalt,4866,5842739,5.33,311260
