"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,51425,22265,8.0,3.5,638843
Frederiksberg,10747,5337,10.4,5.2,103353
Ballerup,5300,2539,10.8,5.2,49095
Brøndby,3952,1922,11.2,5.4,35398
Dragør,1692,885,11.6,6.1,14569
Gentofte,8412,4355,11.3,5.9,74370
Gladsaxe,7704,3803,11.1,5.5,69192
Glostrup,2971,1688,12.7,7.2,23468
Herlev,3502,1722,12.1,6.0,28830
Albertslund,2806,1620,10.3,6.0,27222
Hvidovre,6207,3271,11.6,6.1,53299
Høje Tåstrup,5258,2971,10.1,5.7,52179
Lyngby-Taarbæk,6479,3575,11.4,6.3,56883
Rødovre,4625,2185,11.2,5.3,41225
Ishøj,2094,1108,9.1,4.8,23078
Tårnby,4662,2301,10.9,5.4,42687
Vallensbæk,1843,1012,11.1,6.1,16566
Furesø,4917,2621,12.0,6.4,40938
Allerød,3097,1570,12.0,6.1,25845
Fredensborg,4873,2480,11.9,6.0,41048
Helsingør,7779,3972,12.3,6.3,63013
Hillerød,6794,3335,13.1,6.4,51726
Hørsholm,3311,1848,13.3,7.4,24825
Rudersdal,7101,3649,12.5,6.4,57003
Egedal,4265,2061,9.8,4.7,43709
Frederikssund,5630,2833,12.4,6.2,45557
Greve,4941,2521,9.8,5.0,50527
Køge,6270,3384,10.2,5.5,61513
Halsnæs,4170,1834,13.3,5.8,31419
Roskilde,9859,5101,11.1,5.7,88765
Solrød,2244,1197,9.6,5.1,23473
Gribskov,5343,2461,13.0,6.0,40985
Odsherred,4003,2004,12.2,6.1,32905
Holbæk,8001,4195,11.1,5.8,71979
Faxe,3749,2043,10.2,5.6,36749
Kalundborg,4978,2594,10.3,5.4,48425
Ringsted,3254,1766,9.3,5.1,34962
Slagelse,8913,4589,11.2,5.8,79248
Stevns,2629,1290,11.3,5.6,23198
Sorø,3492,1664,11.6,5.5,29985
Lejre,3159,1587,11.2,5.6,28295
Lolland,4605,2537,11.4,6.3,40409
Næstved,9230,5305,11.1,6.4,83274
Guldborgsund,7567,3971,12.5,6.6,60325
Vordingborg,5048,2668,11.2,5.9,45224
Bornholm,5115,2408,12.9,6.1,39730
Middelfart,5085,2448,13.0,6.2,39260
Assens,4528,1841,11.1,4.5,40850
Faaborg-Midtfyn,5900,2528,11.4,4.9,51635
Kerteminde,2835,1237,11.9,5.2,23825
Nyborg,3843,1456,12.0,4.6,31952
Odense,22427,9778,10.9,4.8,205072
Svendborg,7967,4089,13.5,7.0,58803
Nordfyn,3247,1285,11.0,4.4,29536
Langeland,1781,785,14.4,6.4,12358
Ærø,952,544,15.9,9.1,5990
Haderslev,5801,2425,10.5,4.4,55325
Billund,2605,1362,9.8,5.1,26505
Sønderborg,8323,3232,11.3,4.4,73793
Tønder,3903,1757,10.5,4.7,37024
Esbjerg,13775,6635,11.9,5.7,115534
Fanø,415,206,12.0,6.0,3448
Varde,5825,2972,11.7,6.0,49663
Vejen,4822,2535,11.3,5.9,42785
Aabenraa,5712,2278,9.8,3.9,58581
Fredericia,6091,2922,11.9,5.7,51379
Horsens,9440,4304,10.2,4.6,92581
Kolding,9515,4734,10.2,5.1,93095
Vejle,12464,5918,10.6,5.0,117497
Herning,9899,5395,11.1,6.0,89273
Holstebro,6786,3522,11.6,6.0,58696
Lemvig,2326,1281,11.9,6.5,19560
Struer,2526,1380,12.1,6.6,20824
Syddjurs,4884,2510,11.3,5.8,43265
Norddjurs,4487,2568,12.1,6.9,36985
Favrskov,4818,2502,9.9,5.2,48478
Odder,2843,1492,12.4,6.5,23012
Randers,11124,5588,11.3,5.7,98311
Silkeborg,10302,5328,10.7,5.6,95921
Samsø,696,457,18.9,12.4,3679
Skanderborg,6431,2886,10.1,4.5,63461
Århus,34052,15864,9.7,4.5,352454
Ikast-Brande,4120,2036,9.9,4.9,41542
Ringkøbing-Skjern,6155,3409,11.0,6.1,56146
Hedensted,5032,2508,10.7,5.4,46834
Morsø,2772,1621,13.8,8.1,20076
Skive,5191,2869,11.4,6.3,45421
Thisted,5098,2350,11.8,5.5,43103
Viborg,11055,6163,11.4,6.4,96657
Brønderslev,4223,2221,11.7,6.1,36139
Frederikshavn,6796,3480,11.5,5.9,58968
Vesthimmerland,4532,2361,12.5,6.5,36347
Læsø,401,181,22.6,10.2,1773
Rebild,3144,1619,10.3,5.3,30494
Mariagerfjord,5019,2279,12.1,5.5,41586
Jammerbugt,4020,2067,10.5,5.4,38163
Aalborg,23882,11778,10.9,5.4,219648
Hjørring,7974,4227,12.4,6.6,64121
