"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,67861,34184,11.5,5.8,590418
Midtjylland,142167,72062,10.7,5.4,1333100
Syddanmark,137816,62967,11.3,5.1,1223910
Hovedstaden,192074,93631,10.3,5.0,1856055
Sjælland,91942,48416,11.0,5.8,839256
