"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,67861,34184,590418
Midtjylland,142167,72062,1333100
Syddanmark,137816,62967,1223910
Hovedstaden,192074,93631,1856055
Sjælland,91942,48416,839256
