"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,49563,19198,8.4,3.3,590402
Midtjylland,101350,41464,7.6,3.1,1332668
Syddanmark,97963,39921,8.0,3.3,1223710
Hovedstaden,132503,59985,7.1,3.2,1855542
Sjælland,68344,25109,8.1,3.0,839034
