"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,34238,16981,638729
Frederiksberg,7468,3511,103405
Ballerup,3645,1359,49127
Brøndby,2749,1027,35343
Dragør,1166,437,14545
Gentofte,5781,2814,74379
Gladsaxe,5405,2492,69199
Glostrup,2221,1113,23441
Herlev,2459,1114,28778
Albertslund,2132,1007,27240
Hvidovre,4594,2119,53352
Høje-Taastrup,3909,1877,52108
Lyngby-Taarbæk,4756,1956,56786
Rødovre,3071,1198,41191
Ishøj,1530,673,23058
Tårnby,3237,1383,42711
Vallensbæk,1331,561,16537
Furesø,3554,1471,40943
Allerød,2212,837,25865
Fredensborg,3389,1556,40929
Helsingør,5444,2303,63037
Hillerød,4655,2263,51709
Hørsholm,2348,994,24845
Rudersdal,4869,2001,56966
Egedal,3056,1198,43693
Frederikssund,3927,1520,45526
Greve,3507,1442,50551
Køge,4600,1861,61547
Frederiksværk-Hundested,2595,1101,31411
Roskilde,7188,2891,88773
Solrød,1641,682,23430
Gribskov,3571,1576,40962
Odsherred,2950,970,32898
Holbæk,6160,2278,71980
Faxe,2760,989,36731
Kalundborg,3795,1081,48401
Ringsted,2494,945,34875
Slagelse,6927,2446,79238
Stevns,1785,598,23149
Sorø,2547,890,29988
Lejre,2233,832,28280
Lolland,3420,1202,40440
Næstved,7108,2706,83280
Guldborgsund,5521,2038,60279
Vordingborg,3708,1258,45194
Bornholm,3191,1543,39727
Middelfart,3640,1492,39249
Assens,3086,1148,40850
Faaborg-Midtfyn,4188,1584,51599
Kerteminde,1903,720,23847
Nyborg,2599,881,31955
Odense,15506,6337,205154
Svendborg,6068,2826,58731
Nordfyns,2206,796,29533
Langeland,1236,506,12360
Ærø,586,307,5975
Haderslev,4040,1810,55341
Billund,1897,753,26523
Sønderborg,5570,2444,73788
Tønder,2808,1250,37038
Esbjerg,10275,3808,115545
Fanø,313,123,3447
Varde,4402,1449,49661
Vejen,3552,1302,42757
Aabenraa,4028,1711,58550
Fredericia,4266,1879,51300
Horsens,6700,2675,92506
Kolding,6985,2948,93108
Vejle,8809,3847,117399
Herning,6800,3164,89269
Holstebro,4640,1920,58697
Lemvig,1588,708,19583
Struer,1754,670,20814
Syddjurs,3422,1294,43240
Norddjurs,3243,1473,36960
Favrskov,3537,1429,48434
Odder,2017,865,22982
Randers,8226,3452,98307
Silkeborg,7194,3084,95864
Samsø,489,444,3681
Skanderborg,4274,1619,63424
Århus,25036,9114,352408
Ikast-Brande,2671,1137,41494
Ringkøbing-Skjern,4302,1870,56135
Hedensted,3447,1382,46818
Morsø,2247,1032,20053
Skive,3770,1617,45419
Thisted,3681,1389,43115
Viborg,8240,3547,96633
Brønderslev-Dronninglund,3058,1242,36122
Frederikshavn,4911,1999,58997
Vesthimmerlands,3196,1184,36353
Læsø,203,108,1775
Rebild,2331,938,30514
Mariagerfjord,3643,1167,41549
Jammerbugt,3006,1121,38116
Ålborg,17500,6833,219679
Hjørring,5787,2185,64129
