"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,34238,16981,5.4,2.7,638729
Frederiksberg,7468,3511,7.2,3.4,103405
Ballerup,3645,1359,7.4,2.8,49127
Brøndby,2749,1027,7.8,2.9,35343
Dragør,1166,437,8.0,3.0,14545
Gentofte,5781,2814,7.8,3.8,74379
Gladsaxe,5405,2492,7.8,3.6,69199
Glostrup,2221,1113,9.5,4.7,23441
Herlev,2459,1114,8.5,3.9,28778
Albertslund,2132,1007,7.8,3.7,27240
Hvidovre,4594,2119,8.6,4.0,53352
Høje Tåstrup,3909,1877,7.5,3.6,52108
Lyngby-Taarbæk,4756,1956,8.4,3.4,56786
Rødovre,3071,1198,7.5,2.9,41191
Ishøj,1530,673,6.6,2.9,23058
Tårnby,3237,1383,7.6,3.2,42711
Vallensbæk,1331,561,8.0,3.4,16537
Furesø,3554,1471,8.7,3.6,40943
Allerød,2212,837,8.6,3.2,25865
Fredensborg,3389,1556,8.3,3.8,40929
Helsingør,5444,2303,8.6,3.7,63037
Hillerød,4655,2263,9.0,4.4,51709
Hørsholm,2348,994,9.5,4.0,24845
Rudersdal,4869,2001,8.5,3.5,56966
Egedal,3056,1198,7.0,2.7,43693
Frederikssund,3927,1520,8.6,3.3,45526
Greve,3507,1442,6.9,2.9,50551
Køge,4600,1861,7.5,3.0,61547
Halsnæs,2595,1101,8.3,3.5,31411
Roskilde,7188,2891,8.1,3.3,88773
Solrød,1641,682,7.0,2.9,23430
Gribskov,3571,1576,8.7,3.8,40962
Odsherred,2950,970,9.0,2.9,32898
Holbæk,6160,2278,8.6,3.2,71980
Faxe,2760,989,7.5,2.7,36731
Kalundborg,3795,1081,7.8,2.2,48401
Ringsted,2494,945,7.2,2.7,34875
Slagelse,6927,2446,8.7,3.1,79238
Stevns,1785,598,7.7,2.6,23149
Sorø,2547,890,8.5,3.0,29988
Lejre,2233,832,7.9,2.9,28280
Lolland,3420,1202,8.5,3.0,40440
Næstved,7108,2706,8.5,3.2,83280
Guldborgsund,5521,2038,9.2,3.4,60279
Vordingborg,3708,1258,8.2,2.8,45194
Bornholm,3191,1543,8.0,3.9,39727
Middelfart,3640,1492,9.3,3.8,39249
Assens,3086,1148,7.6,2.8,40850
Faaborg-Midtfyn,4188,1584,8.1,3.1,51599
Kerteminde,1903,720,8.0,3.0,23847
Nyborg,2599,881,8.1,2.8,31955
Odense,15506,6337,7.6,3.1,205154
Svendborg,6068,2826,10.3,4.8,58731
Nordfyn,2206,796,7.5,2.7,29533
Langeland,1236,506,10.0,4.1,12360
Ærø,586,307,9.8,5.1,5975
Haderslev,4040,1810,7.3,3.3,55341
Billund,1897,753,7.2,2.8,26523
Sønderborg,5570,2444,7.5,3.3,73788
Tønder,2808,1250,7.6,3.4,37038
Esbjerg,10275,3808,8.9,3.3,115545
Fanø,313,123,9.1,3.6,3447
Varde,4402,1449,8.9,2.9,49661
Vejen,3552,1302,8.3,3.0,42757
Aabenraa,4028,1711,6.9,2.9,58550
Fredericia,4266,1879,8.3,3.7,51300
Horsens,6700,2675,7.2,2.9,92506
Kolding,6985,2948,7.5,3.2,93108
Vejle,8809,3847,7.5,3.3,117399
Herning,6800,3164,7.6,3.5,89269
Holstebro,4640,1920,7.9,3.3,58697
Lemvig,1588,708,8.1,3.6,19583
Struer,1754,670,8.4,3.2,20814
Syddjurs,3422,1294,7.9,3.0,43240
Norddjurs,3243,1473,8.8,4.0,36960
Favrskov,3537,1429,7.3,3.0,48434
Odder,2017,865,8.8,3.8,22982
Randers,8226,3452,8.4,3.5,98307
Silkeborg,7194,3084,7.5,3.2,95864
Samsø,489,444,13.3,12.1,3681
Skanderborg,4274,1619,6.7,2.6,63424
Århus,25036,9114,7.1,2.6,352408
Ikast-Brande,2671,1137,6.4,2.7,41494
Ringkøbing-Skjern,4302,1870,7.7,3.3,56135
Hedensted,3447,1382,7.4,3.0,46818
Morsø,2247,1032,11.2,5.1,20053
Skive,3770,1617,8.3,3.6,45419
Thisted,3681,1389,8.5,3.2,43115
Viborg,8240,3547,8.5,3.7,96633
Brønderslev,3058,1242,8.5,3.4,36122
Frederikshavn,4911,1999,8.3,3.4,58997
Vesthimmerland,3196,1184,8.8,3.3,36353
Læsø,203,108,11.4,6.1,1775
Rebild,2331,938,7.6,3.1,30514
Mariagerfjord,3643,1167,8.8,2.8,41549
Jammerbugt,3006,1121,7.9,2.9,38116
Aalborg,17500,6833,8.0,3.1,219679
Hjørring,5787,2185,9.0,3.4,64129
