"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;8;0
Hovedstaden;0-9;M;4;1
Hovedstaden;10-19;K;63351;60535
Hovedstaden;10-19;M;65229;62014
Hovedstaden;20-29;K;114940;111182
Hovedstaden;20-29;M;108935;104751
Hovedstaden;30-39;K;104562;100826
Hovedstaden;30-39;M;103163;100278
Hovedstaden;40-49;K;110130;108463
Hovedstaden;40-49;M;107013;105567
Hovedstaden;50-59;K;112085;111179
Hovedstaden;50-59;M;111109;110219
Hovedstaden;60-69;K;88607;88216
Hovedstaden;60-69;M;84058;83664
Hovedstaden;70-79;K;82262;82038
Hovedstaden;70-79;M;68584;68415
Hovedstaden;80-89;K;36432;36311
Hovedstaden;80-89;M;24041;23970
Hovedstaden;90+;K;7698;7630
Hovedstaden;90+;M;2741;2724
Midtjylland;0-9;K;3;1
Midtjylland;0-9;M;4;0
Midtjylland;10-19;K;54448;52597
Midtjylland;10-19;M;55799;53616
Midtjylland;20-29;K;74946;72801
Midtjylland;20-29;M;76787;74062
Midtjylland;30-39;K;64158;62203
Midtjylland;30-39;M;65580;63868
Midtjylland;40-49;K;76440;75710
Midtjylland;40-49;M;75334;74471
Midtjylland;50-59;K;83780;83340
Midtjylland;50-59;M;84138;83715
Midtjylland;60-69;K;74179;73960
Midtjylland;60-69;M;72707;72532
Midtjylland;70-79;K;63975;63909
Midtjylland;70-79;M;59259;59181
Midtjylland;80-89;K;27870;27798
Midtjylland;80-89;M;21115;21074
Midtjylland;90+;K;5630;5600
Midtjylland;90+;M;2430;2421
Nordjylland;0-9;K;2;0
Nordjylland;0-9;M;0;0
Nordjylland;10-19;K;22618;21752
Nordjylland;10-19;M;23802;22776
Nordjylland;20-29;K;29475;28469
Nordjylland;20-29;M;33244;31976
Nordjylland;30-39;K;26215;25385
Nordjylland;30-39;M;27157;26350
Nordjylland;40-49;K;31850;31531
Nordjylland;40-49;M;31868;31507
Nordjylland;50-59;K;38118;37913
Nordjylland;50-59;M;38496;38276
Nordjylland;60-69;K;35706;35596
Nordjylland;60-69;M;35170;35075
Nordjylland;70-79;K;31703;31662
Nordjylland;70-79;M;29859;29811
Nordjylland;80-89;K;14132;14102
Nordjylland;80-89;M;10804;10778
Nordjylland;90+;K;2842;2828
Nordjylland;90+;M;1267;1259
Sjælland;0-9;K;1;1
Sjælland;0-9;M;2;1
Sjælland;10-19;K;32561;31376
Sjælland;10-19;M;34365;33008
Sjælland;20-29;K;27865;26828
Sjælland;20-29;M;30706;29521
Sjælland;30-39;K;34717;33511
Sjælland;30-39;M;33740;32684
Sjælland;40-49;K;49441;48880
Sjælland;40-49;M;47107;46533
Sjælland;50-59;K;59322;58922
Sjælland;50-59;M;59408;59090
Sjælland;60-69;K;52611;52432
Sjælland;60-69;M;51135;50970
Sjælland;70-79;K;49463;49369
Sjælland;70-79;M;45042;44958
Sjælland;80-89;K;20086;20023
Sjælland;80-89;M;15192;15170
Sjælland;90+;K;3683;3664
Sjælland;90+;M;1527;1519
Syddanmark;0-9;K;4;2
Syddanmark;0-9;M;3;1
Syddanmark;10-19;K;48869;47187
Syddanmark;10-19;M;50164;48218
Syddanmark;20-29;K;52938;51066
Syddanmark;20-29;M;57158;55036
Syddanmark;30-39;K;53380;51607
Syddanmark;30-39;M;53887;52333
Syddanmark;40-49;K;69655;68866
Syddanmark;40-49;M;67625;66788
Syddanmark;50-59;K;81112;80665
Syddanmark;50-59;M;81795;81298
Syddanmark;60-69;K;73296;73076
Syddanmark;60-69;M;72332;72133
Syddanmark;70-79;K;65293;65192
Syddanmark;70-79;M;60251;60151
Syddanmark;80-89;K;29946;29884
Syddanmark;80-89;M;22383;22346
Syddanmark;90+;K;6029;5986
Syddanmark;90+;M;2523;2515
