"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;473046;461928;644454
Frederiksberg;81333;79878;103828
Ballerup;36313;35656;49170
Brøndby;24091;23500;35539
Dragør;11311;11130;14614
Gentofte;57327;56396;74222
Gladsaxe;51228;50332;69219
Glostrup;17091;16766;23476
Herlev;21031;20616;28861
Albertslund;18979;18425;27494
Hvidovre;38390;37606;53272
Høje-Taastrup;36392;35564;52791
Lyngby-Taarbæk;44736;44037;57843
Rødovre;29616;29054;41266
Ishøj;14941;14489;23158
Tårnby;31663;31105;42664
Vallensbæk;11591;11328;16516
Furesø;31391;30962;41366
Allerød;20322;20112;25878
Fredensborg;31125;30649;41118
Helsingør;48437;47626;63024
Hillerød;40816;40213;53063
Hørsholm;19820;19578;24778
Rudersdal;44836;44215;57289
Egedal;34261;33767;44328
Frederikssund;36198;35650;45741
Greve;37715;37105;50748
Køge;47008;46295;61711
Frederiksværk-Hundested;24531;24172;31353
Roskilde;69722;68745;89377
Solrød;17966;17710;23676
Gribskov;32135;31670;41074
Odsherred;26204;25873;32905
Holbæk;56468;55584;72743
Faxe;28286;27885;37043
Kalundborg;37294;36755;48423
Ringsted;26015;25642;35119
Slagelse;60421;59444;79635
Stevns;18177;17963;23418
Sorø;23331;23015;29993
Lejre;22030;21736;28603
Lolland;30908;30452;40179
Næstved;64330;63366;83672
Guldborgsund;46803;46106;60291
Vordingborg;35296;34784;45388
Bornholm;32001;31559;39699
Middelfart;31358;30985;39541
Assens;32556;32117;40933
Faaborg-Midtfyn;40901;40349;51829
Kerteminde;19142;18911;23998
Nyborg;25546;25245;32072
Odense;160337;157744;206118
Svendborg;46872;46213;59147
Nordfyns;23217;22884;29711
Langeland;10033;9917;12328
Ærø;5017;4968;6023
Haderslev;42272;41616;55345
Billund;20470;20147;26616
Sønderborg;57445;56640;73638
Tønder;27965;27555;36859
Esbjerg;88686;87325;115489
Fanø;2806;2781;3430
Varde;38071;37572;49654
Vejen;32026;31521;42677
Aabenraa;43928;43253;58606
Fredericia;39670;39120;51547
Horsens;70378;69181;94146
Kolding;70562;69335;93441
Vejle;89763;88152;118582
Herning;68858;67732;89213
Holstebro;45464;44802;58544
Lemvig;15528;15357;19377
Struer;16599;16368;20779
Syddjurs;34442;34050;43638
Norddjurs;29285;28924;36990
Favrskov;37752;37279;48794
Odder;18581;18373;23260
Randers;76497;75279;98849
Silkeborg;74430;73315;97111
Samsø;3071;3049;3731
Skanderborg;49158;48571;64159
Århus;275532;270690;355353
Ikast-Brande;31571;31077;41901
Ringkøbing-Skjern;43439;42826;56191
Hedensted;36473;35969;47062
Morsø;15923;15702;20078
Skive;36045;35548;45071
Thisted;33834;33333;43118
Viborg;75479;74469;96822
Brønderslev-Dronninglund;28082;27606;36169
Frederikshavn;46892;46300;58892
Vesthimmerlands;27985;27608;36341
Læsø;1463;1448;1776
Rebild;23309;22998;30606
Mariagerfjord;32847;32383;41627
Jammerbugt;29844;29383;38183
Ålborg;173468;170363;221231
Hjørring;50681;49922;63883
