"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;6;0
Hovedstaden;0-9;M;4;1
Hovedstaden;10-19;K;59614;56876
Hovedstaden;10-19;M;61811;58686
Hovedstaden;20-29;K;114606;110864
Hovedstaden;20-29;M;108363;104166
Hovedstaden;30-39;K;104523;100727
Hovedstaden;30-39;M;103433;100511
Hovedstaden;40-49;K;108655;106980
Hovedstaden;40-49;M;105621;104154
Hovedstaden;50-59;K;112375;111465
Hovedstaden;50-59;M;111345;110445
Hovedstaden;60-69;K;89362;88962
Hovedstaden;60-69;M;84778;84381
Hovedstaden;70-79;K;83231;82999
Hovedstaden;70-79;M;69991;69820
Hovedstaden;80-89;K;38645;38521
Hovedstaden;80-89;M;26197;26125
Hovedstaden;90+;K;9058;8986
Hovedstaden;90+;M;3334;3314
Midtjylland;0-9;K;3;1
Midtjylland;0-9;M;4;0
Midtjylland;10-19;K;51499;49682
Midtjylland;10-19;M;53097;50961
Midtjylland;20-29;K;75496;73346
Midtjylland;20-29;M;77104;74372
Midtjylland;30-39;K;63801;61836
Midtjylland;30-39;M;65651;63923
Midtjylland;40-49;K;75242;74507
Midtjylland;40-49;M;74031;73153
Midtjylland;50-59;K;83704;83257
Midtjylland;50-59;M;84111;83685
Midtjylland;60-69;K;74358;74137
Midtjylland;60-69;M;72703;72526
Midtjylland;70-79;K;65004;64935
Midtjylland;70-79;M;60572;60493
Midtjylland;80-89;K;29623;29552
Midtjylland;80-89;M;22848;22806
Midtjylland;90+;K;6699;6666
Midtjylland;90+;M;3032;3021
Nordjylland;0-9;K;2;0
Nordjylland;0-9;M;0;0
Nordjylland;10-19;K;21372;20527
Nordjylland;10-19;M;22571;21579
Nordjylland;20-29;K;29744;28737
Nordjylland;20-29;M;33472;32184
Nordjylland;30-39;K;26030;25187
Nordjylland;30-39;M;27200;26387
Nordjylland;40-49;K;31372;31054
Nordjylland;40-49;M;31401;31040
Nordjylland;50-59;K;37748;37541
Nordjylland;50-59;M;38112;37885
Nordjylland;60-69;K;35901;35787
Nordjylland;60-69;M;35237;35142
Nordjylland;70-79;K;32100;32058
Nordjylland;70-79;M;30324;30275
Nordjylland;80-89;K;14961;14932
Nordjylland;80-89;M;11756;11731
Nordjylland;90+;K;3431;3415
Nordjylland;90+;M;1594;1585
Sjælland;0-9;K;1;1
Sjælland;0-9;M;2;1
Sjælland;10-19;K;31012;29843
Sjælland;10-19;M;32774;31442
Sjælland;20-29;K;28317;27291
Sjælland;20-29;M;31281;30089
Sjælland;30-39;K;34161;32942
Sjælland;30-39;M;33405;32339
Sjælland;40-49;K;48365;47801
Sjælland;40-49;M;45906;45336
Sjælland;50-59;K;59107;58704
Sjælland;50-59;M;59355;59028
Sjælland;60-69;K;52908;52729
Sjælland;60-69;M;51263;51096
Sjælland;70-79;K;50029;49928
Sjælland;70-79;M;45685;45602
Sjælland;80-89;K;21437;21374
Sjælland;80-89;M;16601;16577
Sjælland;90+;K;4413;4393
Sjælland;90+;M;1952;1944
Syddanmark;0-9;K;3;1
Syddanmark;0-9;M;3;1
Syddanmark;10-19;K;46398;44738
Syddanmark;10-19;M;47777;45875
Syddanmark;20-29;K;53517;51660
Syddanmark;20-29;M;57738;55613
Syddanmark;30-39;K;52999;51206
Syddanmark;30-39;M;53803;52225
Syddanmark;40-49;K;68315;67522
Syddanmark;40-49;M;66092;65256
Syddanmark;50-59;K;80732;80283
Syddanmark;50-59;M;81629;81124
Syddanmark;60-69;K;73780;73551
Syddanmark;60-69;M;72525;72319
Syddanmark;70-79;K;65839;65739
Syddanmark;70-79;M;61059;60958
Syddanmark;80-89;K;31793;31732
Syddanmark;80-89;M;24324;24287
Syddanmark;90+;K;7146;7099
Syddanmark;90+;M;3171;3161
