Dato;AG_testede;AG_pos;AGpos_PCRkonf;Andel_AGpos_PCRkonf_pct;AGpos_minusPCRkonf;Andel_AGminusPCRkonf_pct;AGpos_PCRpos;AGposPCRneg;AGnegPCRpos;AGnegPCRneg
2021-03-16;116607;268;225;83,955223880597;43;16,044776119403;107;118;107;5322
2021-03-17;103391;197;155;78,6802030456853;42;21,3197969543147;83;66;105;5787
2021-03-18;124150;222;178;80,1801801801802;44;19,8198198198198;120;56;103;6219
2021-03-19;91623;148;125;84,4594594594595;23;15,5405405405405;77;45;71;4212
2021-03-20;57105;136;116;85,2941176470588;20;14,7058823529412;81;33;94;3628
2021-03-21;89654;207;174;84,0579710144928;33;15,9420289855072;120;53;126;5425
2021-03-22;133121;236;194;82,2033898305085;42;17,7966101694915;121;69;135;6694
2021-03-23;138070;200;174;87;26;13;113;59;135;6497
2021-03-24;120140;197;160;81,2182741116751;37;18,7817258883249;111;46;140;6398
2021-03-25;144647;234;178;76,0683760683761;56;23,9316239316239;124;51;143;7155
2021-03-26;131082;178;145;81,4606741573034;33;18,5393258426966;98;44;125;6159
2021-03-27;65353;161;136;84,472049689441;25;15,527950310559;103;32;91;4332
2021-03-28;63368;159;132;83,0188679245283;27;16,9811320754717;97;33;106;4677
2021-03-29;104698;256;226;88,28125;30;11,71875;153;72;149;6730
2021-03-30;113443;243;202;83,1275720164609;41;16,8724279835391;142;57;126;6305
2021-03-31;92671;146;129;88,3561643835617;17;11,6438356164384;89;39;65;4678
2021-04-01;101338;205;180;87,8048780487805;25;12,1951219512195;120;55;127;6198
2021-04-02;94920;200;172;86;28;14;109;58;84;6576
2021-04-03;82040;191;165;86,3874345549738;26;13,6125654450262;99;60;78;5867
2021-04-04;97135;167;149;89,2215568862276;18;10,7784431137725;93;53;107;6538
2021-04-05;191549;284;252;88,7323943661972;32;11,2676056338028;135;111;116;11798
2021-04-06;208989;286;253;88,4615384615385;33;11,5384615384615;145;103;122;11231
2021-04-07;186341;264;232;87,8787878787879;32;12,1212121212121;128;102;145;9926
2021-04-08;229484;263;223;84,7908745247148;40;15,2091254752852;145;73;158;11977
2021-04-09;186401;206;180;87,378640776699;26;12,621359223301;113;65;83;9754
2021-04-10;90580;155;133;85,8064516129032;22;14,1935483870968;87;45;94;5266
2021-04-11;158875;212;191;90,0943396226415;21;9,90566037735849;112;77;104;8786
2021-04-12;270148;306;272;88,8888888888889;34;11,1111111111111;151;118;170;13508
2021-04-13;220173;253;225;88,9328063241107;28;11,0671936758893;123;101;151;10579
2021-04-14;205587;248;209;84,2741935483871;39;15,7258064516129;130;78;154;10350
2021-04-15;248803;319;267;83,6990595611285;52;16,3009404388715;157;104;144;13356
2021-04-16;198237;247;200;80,9716599190283;47;19,0283400809717;110;88;135;10588
2021-04-17;75286;155;131;84,5161290322581;24;15,4838709677419;93;38;97;4664
2021-04-18;145379;265;246;92,8301886792453;19;7,16981132075472;155;89;152;7941
2021-04-19;277976;312;276;88,4615384615385;36;11,5384615384615;151;122;164;12079
