Region;Testede;Positive;Indlagt_total;Døde
Hovedstaden;1.599.088; 138.845;   7.693;   1.346
Sjælland; 670.053;  39.511;   2.655;     406
Syddanmark; 998.562;  41.020;   1.862;     223
Midtjylland;1.090.918;  51.518;   2.294;     358
Nordjylland; 506.636;  21.843;   1.015;     191
I alt i Danmark;4.865.257; 292.737;  15.519;   2.524
