"Vaccinedato","geo","Antal færdigvacc. personer","Antal borgere","Færdigvacc. (%)","Kumuleret antal færdigvacc."
2021-01-15,Nationalt,5,5842858,0.00,5
2021-01-16,Nationalt,7,5842858,0.00,12
2021-01-17,Nationalt,705,5842858,0.01,717
2021-01-18,Nationalt,2118,5842858,0.05,2835
2021-01-19,Nationalt,2083,5842858,0.08,4918
2021-01-20,Nationalt,1879,5842858,0.12,6797
2021-01-21,Nationalt,2345,5842858,0.16,9142
2021-01-22,Nationalt,5632,5842858,0.25,14774
2021-01-23,Nationalt,7132,5842858,0.37,21906
2021-01-24,Nationalt,6525,5842858,0.49,28431
2021-01-25,Nationalt,2445,5842858,0.53,30876
2021-01-26,Nationalt,1738,5842858,0.56,32614
2021-01-27,Nationalt,4354,5842858,0.63,36968
2021-01-28,Nationalt,8096,5842858,0.77,45064
2021-01-29,Nationalt,18279,5842858,1.08,63343
2021-01-30,Nationalt,12922,5842858,1.31,76265
2021-01-31,Nationalt,12265,5842858,1.52,88530
2021-02-01,Nationalt,7850,5842858,1.65,96380
2021-02-02,Nationalt,3024,5842858,1.70,99404
2021-02-03,Nationalt,6182,5842858,1.81,105586
2021-02-04,Nationalt,10899,5842858,1.99,116485
2021-02-05,Nationalt,13452,5842858,2.22,129937
2021-02-06,Nationalt,6750,5842858,2.34,136687
2021-02-07,Nationalt,3630,5842858,2.40,140317
2021-02-08,Nationalt,7044,5842858,2.52,147361
2021-02-09,Nationalt,4906,5842858,2.61,152267
2021-02-10,Nationalt,3912,5842858,2.67,156179
2021-02-11,Nationalt,2450,5842858,2.71,158629
2021-02-12,Nationalt,7607,5842858,2.85,166236
2021-02-13,Nationalt,975,5842858,2.86,167211
2021-02-14,Nationalt,627,5842858,2.87,167838
2021-02-15,Nationalt,3135,5842858,2.93,170973
2021-02-16,Nationalt,1327,5842858,2.95,172300
2021-02-17,Nationalt,429,5842858,2.96,172729
2021-02-18,Nationalt,304,5842858,2.96,173033
2021-02-19,Nationalt,966,5842858,2.98,173999
2021-02-20,Nationalt,576,5842858,2.99,174575
2021-02-21,Nationalt,348,5842858,2.99,174923
2021-02-22,Nationalt,1084,5842858,3.01,176007
2021-02-23,Nationalt,1949,5842858,3.05,177956
2021-02-24,Nationalt,1963,5842858,3.08,179919
2021-02-25,Nationalt,637,5842858,3.09,180556
2021-02-26,Nationalt,993,5842858,3.11,181549
2021-02-27,Nationalt,1491,5842858,3.13,183040
2021-02-28,Nationalt,1430,5842858,3.16,184470
2021-03-01,Nationalt,1052,5842858,3.18,185522
2021-03-02,Nationalt,1298,5842858,3.20,186820
2021-03-03,Nationalt,1021,5842858,3.21,187841
2021-03-04,Nationalt,1814,5842858,3.25,189655
2021-03-05,Nationalt,5669,5842858,3.34,195324
2021-03-06,Nationalt,4010,5842858,3.41,199334
2021-03-07,Nationalt,4360,5842858,3.49,203694
2021-03-08,Nationalt,6446,5842858,3.60,210140
2021-03-09,Nationalt,7249,5842858,3.72,217389
2021-03-10,Nationalt,7280,5842858,3.85,224669
2021-03-11,Nationalt,8047,5842858,3.98,232716
2021-03-12,Nationalt,10659,5842858,4.17,243375
2021-03-13,Nationalt,5981,5842858,4.27,249356
2021-03-14,Nationalt,9436,5842858,4.43,258792
2021-03-15,Nationalt,9958,5842858,4.60,268750
2021-03-16,Nationalt,9478,5842858,4.76,278228
2021-03-17,Nationalt,9242,5842858,4.92,287470
2021-03-18,Nationalt,7240,5842858,5.04,294710
2021-03-19,Nationalt,11823,5842858,5.25,306533
2021-03-20,Nationalt,4872,5842858,5.33,311405
2021-03-21,Nationalt,4685,5842858,5.41,316090
2021-03-22,Nationalt,7832,5842858,5.54,323922
2021-03-23,Nationalt,7639,5842858,5.67,331561
