"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,52312,23233,638866
Frederiksberg,10914,5567,103352
Ballerup,5520,2567,49084
Brøndby,4053,1961,35403
Dragør,1741,897,14574
Gentofte,8578,4532,74351
Gladsaxe,7871,3891,69182
Glostrup,3029,1701,23472
Herlev,3580,1747,28827
Albertslund,2887,1631,27204
Hvidovre,6350,3348,53297
Høje-Taastrup,5426,2993,52174
Lyngby-Taarbæk,6611,3645,56889
Rødovre,4697,2315,41243
Ishøj,2165,1110,23066
Tårnby,4770,2388,42680
Vallensbæk,1906,1026,16553
Furesø,5066,2669,40919
Allerød,3153,1608,25866
Fredensborg,4976,2522,41049
Helsingør,7964,4036,63010
Hillerød,6902,3373,51716
Hørsholm,3382,1875,24822
Rudersdal,7251,3725,57000
Egedal,4434,2083,43706
Frederikssund,5780,2848,45579
Greve,5131,2574,50536
Køge,6457,3476,61515
Frederiksværk-Hundested,4300,1853,31435
Roskilde,10097,5287,88763
Solrød,2314,1214,23477
Gribskov,5452,2484,40988
Odsherred,4210,2061,32914
Holbæk,8384,4370,71986
Faxe,3880,2141,36764
Kalundborg,5348,2721,48441
Ringsted,3387,1830,34977
Slagelse,9308,4821,79251
Stevns,2687,1335,23195
Sorø,3684,1779,29980
Lejre,3255,1656,28302
Lolland,4745,2648,40401
Næstved,9624,5494,83284
Guldborgsund,8051,4116,60305
Vordingborg,5369,2759,45216
Bornholm,5368,2415,39738
Middelfart,5142,2667,39260
Assens,4604,2024,40848
Faaborg-Midtfyn,6023,2870,51656
Kerteminde,2893,1348,23837
Nyborg,4073,1615,31951
Odense,22833,10606,205037
Svendborg,8138,4469,58814
Nordfyns,3306,1458,29534
Langeland,1871,895,12362
Ærø,955,548,5995
Haderslev,5877,2720,55331
Billund,2746,1503,26518
Sønderborg,8413,3624,73791
Tønder,3956,1919,37032
Esbjerg,14043,7157,115551
Fanø,425,234,3449
Varde,5943,3240,49666
Vejen,4914,2701,42781
Aabenraa,5780,2555,58579
Fredericia,6158,3216,51377
Horsens,9556,4633,92570
Kolding,9702,5180,93095
Vejle,12654,6515,117500
Herning,10066,5912,89281
Holstebro,6809,3972,58692
Lemvig,2326,1415,19563
Struer,2529,1549,20826
Syddjurs,5117,2677,43274
Norddjurs,4716,2667,36979
Favrskov,5090,2702,48487
Odder,2901,1580,23014
Randers,11370,6213,98326
Silkeborg,10468,5741,95927
Samsø,695,458,3677
Skanderborg,6563,3116,63474
Århus,35592,17014,352456
Ikast-Brande,4183,2283,41548
Ringkøbing-Skjern,6171,3695,56138
Hedensted,5124,2670,46836
Morsø,2789,1860,20074
Skive,5361,3215,45421
Thisted,5117,2827,43104
Viborg,11168,6786,96646
Brønderslev-Dronninglund,4229,2353,36136
Frederikshavn,7112,4184,58972
Vesthimmerlands,4531,2426,36346
Læsø,401,183,1773
Rebild,3172,1761,30499
Mariagerfjord,5116,2801,41585
Jammerbugt,4021,2242,38159
Ålborg,23903,12838,219644
Hjørring,7986,4399,64115
